content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg
What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock	2011-10-17 06:18:35	125817967240949760	noUser	apple	2	1	0	0	2	1	-2	neutral	0	-0.189453125	3	0.10986327566206455	1	neutral	-1
FaceTime in the tub with @HalesFourOhSix!! Thanks @Apple! http://t.co/3RMeV6Sz	2011-10-17 06:14:10	125816853867151360	noUser	apple	0	2	1	2	3	0	0	positive	0	0.0	0	0.0	0	positive	-1
@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining	2011-10-17 06:10:44	125815990620659713	noUser	apple	4	1	1	1	1	0	0	neutral	2	-0.2608606815338135	8	0.9802613397895925	2	neutral	-1
Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!	2011-10-17 06:08:16	125815370513793024	noUser	apple	3	2	0	0	3	0	0	negative	1	-0.38641357421875	3	0.6347676506563857	1	positive	-1
@parkavekev @apple @forstall Smh at the battery	2011-10-17 06:04:20	125814380871946240	noUser	apple	1	1	0	0	1	0	0	negative	0	-0.00390625	0	0.0	0	neutral	-1
What are some COMFORTABLE in-ear headphones with remote &amp; mic? The ones @apple supply hurt my ears after wearing for 5mins...	2011-10-17 05:58:47	125812985301172224	noUser	apple	2	1	1	2	2	1	-2	negative	1	-0.606414794921875	4	0.31640625	1	negative	-3
This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds &quot;Newsstand&quot; #app	2011-10-17 05:54:39	125811943054393344	noUser	apple	0	2	2	4	2	0	0	neutral	2	0.0	3	0.899383544921875	0	neutral	-1
iPhone software update erased all my pictures :( ughh I hate when that happens wth @Apple	2011-10-17 05:52:16	125811345064067072	noUser	apple	2	1	0	0	2	1	-3	negative	0	-0.53125	1	0.34375	1	negative	-4
@twalve too busy having slappy hissy-fits with Samsung? @Apple	2011-10-17 05:38:34	125807897568481280	noUser	apple	1	1	0	0	0	0	0	neutral	0	-0.0625	1	0.21875	2	neutral	-1
@twalve @apple you know the issues they have with DST and alarms :p	2011-10-17 05:38:18	125807830363156480	noUser	apple	1	1	0	0	1	0	0	negative	0	-0.12445354461669922	1	0.08087158203125	0	neutral	-3
Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing	2011-10-17 05:33:17	125806568389361664	noUser	apple	4	1	0	0	7	1	-2	negative	1	-1.1343364715576172	3	0.3829345703125	2	negative	-2
Apparently @Apple genius training doesn't extend to clocks &amp; service. They're half an hour late for my appointment and couldn't let me know?	2011-10-17 05:31:59	125806240138928128	noUser	apple	5	1	1	1	4	0	0	negative	1	-0.2322998046875	5	1.27227783203125	0	negative	-1
Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple	2011-10-17 05:26:59	125804983185719297	noUser	apple	0	2	1	3	3	0	0	neutral	0	0.0	0	0.0	0	neutral	-1
RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple	2011-10-17 05:21:23	125803571601080320	noUser	apple	2	1	1	1	1	0	0	neutral	0	-0.56640625	2	0.15625	1	neutral	-1
Siri keeps trying to send me to escort services....is that legal? @Apple	2011-10-17 05:20:56	125803457155301376	noUser	apple	2	1	1	1	1	0	0	neutral	0	-0.56640625	2	0.15625	1	neutral	-1
Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980.	2011-10-17 05:14:23	125801811817922561	noUser	apple	4	1	0	0	5	0	0	neutral	0	-0.8119535446166992	3	0.06691360473632812	0	neutral	-1
Thanks @apple for an OS update that has only succesfully bricked my iPod.	2011-10-17 05:04:45	125799384976863232	noUser	apple	3	2	1	2	3	0	0	negative	0	-0.140625	0	0.0	0	neutral	-1
I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's	2011-10-17 04:47:03	125794931439702016	noUser	apple	5	3	2	6	4	1	-1	positive	2	-0.2533597946166992	8	0.984283447265625	0	positive	-1
fuck this see you hoes @ work @WeakTwip @Munnns and FUCK YOU @APPLE	2011-10-17 04:46:51	125794882257305600	noUser	apple	0	1	0	0	2	2	-8	negative	0	0.0	2	0.009400330716744065	0	negative	-3
screw you @apple iOS 5. I can't download this crap, and I'm tired of trying. Get this problem figured out about my connection timing out	2011-10-17 04:46:09	125794703819030528	noUser	apple	8	1	0	0	7	3	-7	negative	0	-0.8641433715820312	2	0.015689850770286284	4	negative	-3
Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple	2011-10-17 04:41:19	125793487479259136	noUser	apple	4	1	0	0	5	0	0	neutral	0	-0.8125	2	0.3203125	1	negative	-1
@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.	2011-10-17 04:37:46	125792596114161665	noUser	apple	2	2	0	0	2	0	0	neutral	1	-0.04486845147066987	4	0.377220451891073	0	neutral	-1
@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying	2011-10-17 04:35:50	125792107930714113	noUser	apple	2	3	1	3	2	0	0	neutral	1	-0.125	2	0.69140625	0	neutral	-1
Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.	2011-10-17 00:36:14	125731810733867011	noUser	apple	2	4	2	6	3	0	0	negative	3	-0.03515625	5	0.9349074512720108	1	negative	-1
@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.	2011-10-17 00:27:57	125729727653756928	noUser	apple	3	2	1	2	6	1	-2	negative	0	-0.533599853515625	3	0.15484619140625	0	neutral	-1
Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness	2011-10-17 00:23:56	125728717942161408	noUser	apple	4	3	2	5	2	0	0	positive	2	-0.40625	7	0.8150634765625	0	positive	-1
Hey @apple what is going on with @iCloud? #iCloud is failing big time!!!	2011-10-17 00:22:05	125728250579259392	noUser	apple	2	2	1	1	0	1	-2	negative	0	-0.25	3	0.17427825927734375	1	neutral	-2
#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps	2011-10-17 00:20:34	125727869363163137	noUser	apple	3	2	1	4	2	0	0	neutral	0	-0.21240234375	3	0.1826362358260667	0	positive	-1
S/O to @apple for replacing my phone for freeî€Ž	2011-10-17 00:19:37	125727629012770816	noUser	apple	1	1	0	0	1	0	0	positive	0	-0.15625	0	0.0	0	neutral	-1
hmm it seems i should have checked the identity of @apple firstâ€¦	2011-10-17 00:18:30	125727349034598401	noUser	apple	2	1	0	0	2	0	0	neutral	0	-0.15570354461669922	1	0.0625	0	negative	-1
@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seenâ€¦ http://t.co/xNKwgxme	2011-10-17 00:17:17	125727044263874560	noUser	apple	5	3	0	0	2	2	-2	neutral	1	-0.4314908981323242	7	1.304931640625	1	neutral	-2
#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps	2011-10-17 00:16:12	125726769297891330	noUser	apple	3	2	1	4	2	0	0	neutral	0	-0.21240234375	3	0.1826362358260667	0	positive	-1
@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??	2011-10-17 00:10:15	125725274317914112	noUser	apple	1	1	0	0	1	0	0	neutral	0	-0.0625	5	0.17912673950195312	0	neutral	-1
Must watch documentary on @Discovery Channel about the life of #SteveJobs hosted by the 2 guys from @Mythbusters! #Apple #iPhone @Apple	2011-10-17 00:09:15	125725019178409984	noUser	apple	1	2	0	0	4	0	0	neutral	0	-0.25	5	0.477569580078125	0	positive	-1
Must watch documentary on @DiscoveryChannel about the life of #SteveJobs hosted by the 2 guys from @Mythbusters! #Apple @Apple	2011-10-17 00:07:17	125724524732882944	noUser	apple	1	2	0	0	3	0	0	neutral	0	-0.25	5	0.477569580078125	0	positive	-1
Loving the new iPod update @apple	2011-10-17 00:00:13	125722746100531200	noUser	apple	0	4	1	2	2	0	0	positive	0	0.0	2	0.8258056640625	0	positive	-1
@Apple Your new Mac update for iCloud has been working very poorly on my 4 gb late 2011 macbook pro. I restarted and everything.	2011-10-16 23:59:40	125722610179907584	noUser	apple	3	1	0	0	5	0	0	negative	1	-0.7322998046875	4	0.3609619140625	1	negative	-1
what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles	2011-10-16 23:57:40	125722107710672896	noUser	apple	2	2	0	0	0	0	0	negative	0	-0.2280864715576172	7	0.5143010914471233	1	negative	-1
What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0	2011-10-16 23:54:03	125721197437648896	noUser	apple	6	1	0	0	6	0	0	neutral	0	-0.7743758027152908	3	0.28125	1	neutral	-1
@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.	2011-10-16 23:39:51	125717622728818688	noUser	apple	2	1	1	2	4	1	-2	positive	3	-0.03515625	5	0.660888671875	0	neutral	-1
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.	2011-10-16 23:38:01	125717161531551744	noUser	apple	2	1	0	0	7	1	-2	negative	1	-0.0174560546875	6	0.9699707329718881	0	neutral	-1
In arrivo per le ore 10 circa un articolo sui software per Mac. Non perdetevelo! #RT via @Apple TribÃ¹	2011-10-16 23:29:19	125714971261812736	noUser	apple	2	2	0	0	6	0	0	neutral	0	-0.875	0	0.0	0	neutral	-1
RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp	2011-10-16 23:26:28	125714253452812288	noUser	apple	0	2	0	0	0	0	0	positive	0	0.0	1	0.1875	0	positive	-1
@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed	2011-10-16 23:25:12	125713935344214016	noUser	apple	2	3	2	5	2	2	-5	positive	3	-0.576171875	5	0.8985595703125	1	neutral	-3
It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5	2011-10-16 23:21:53	125713100782575616	noUser	apple	2	4	1	4	3	0	0	negative	3	-0.12738418579101562	5	0.49485015869140625	0	neutral	-1
Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT	2011-10-16 23:19:14	125712433087123456	noUser	apple	0	2	0	0	0	0	0	positive	0	0.0	1	0.1875	0	positive	-1
@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.	2011-10-16 23:17:55	125712104253702146	noUser	apple	7	3	0	0	6	0	0	negative	1	-0.921875	5	0.5650672903138911	1	neutral	-1
Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple	2011-10-16 23:17:30	125711996074209280	noUser	apple	4	1	1	3	2	0	0	negative	0	-0.1875	1	0.01171875	0	negative	-1
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?	2011-10-16 23:09:55	125710089716899840	noUser	apple	7	2	0	0	4	3	-7	negative	0	-1.160597801208496	3	0.16064453125	2	negative	-4
Loving my new #iPhone4S thanks @apple for #ios5	2011-10-16 23:04:09	125708639607599104	noUser	apple	0	4	2	4	1	0	0	positive	0	0.0	2	0.8258056640625	0	positive	-1
@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU	2011-10-16 23:03:18	125708425752612864	noUser	apple	5	1	0	0	3	0	0	neutral	0	-1.7499656677246094	2	0.39453125	1	negative	-1
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made	2011-10-16 23:03:00	125708348237680640	noUser	apple	1	2	1	2	4	0	0	negative	1	-0.03125	4	0.6328125	0	neutral	-1
@Keke71 @blackberry @apple haha I know. So sad.	2011-10-16 23:02:34	125708240225959936	noUser	apple	2	2	1	3	1	1	-2	neutral	0	-0.5625	1	0.08087158203125	1	negative	-4
i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX	2011-10-16 22:56:54	125706813583798274	noUser	apple	1	3	2	5	2	0	0	positive	2	-0.03125	2	0.625732421875	0	neutral	-1
Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple	2011-10-16 22:54:39	125706246056706049	noUser	apple	2	1	0	0	3	0	0	negative	0	-0.06640625	2	0.0081787109375	1	negative	-1
@stefGDMG - Did the @apple store have any 16gb Iphones?	2011-10-16 22:54:10	125706125764083712	noUser	apple	1	1	0	0	2	0	0	neutral	0	-0.12445354461669922	0	0.0	0	neutral	-1
@Apple needs to give me a contract deal i get them new customers all the time #teamiphoneî€Š	2011-10-16 22:43:53	125703536632807424	noUser	apple	4	1	0	0	2	0	0	neutral	1	-0.11016834356428262	5	0.6893959054577863	0	neutral	-1
Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!	2011-10-16 22:36:55	125701785540235264	noUser	apple	3	3	3	5	4	0	0	negative	5	-0.26171875	6	1.0161132793873549	0	neutral	-1
@apple the iPhone 4s is great #genius	2011-10-16 22:34:27	125701161926930433	noUser	apple	0	3	1	3	0	0	0	positive	2	0.0	2	0.44140625	0	neutral	-1
@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.	2011-10-16 22:28:08	125699573799845888	noUser	apple	3	2	0	0	7	0	0	positive	2	-0.062744140625	4	0.1641845703125	0	neutral	-1
@HTC vs @Apple who winning	2011-10-16 22:24:48	125698733768843264	noUser	apple	0	1	1	4	1	0	0	neutral	0	0.0	1	0.21875	0	neutral	-1
Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG	2011-10-16 22:11:45	125695449423286272	noUser	apple	1	1	0	0	1	0	0	neutral	0	-0.125	1	0.0703125	0	neutral	-1
@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead	2011-10-16 22:10:23	125695107734319104	noUser	apple	2	1	1	1	2	0	0	neutral	2	-0.0390625	6	0.4126600083109224	0	positive	-1
Absolutely despise that @apple took the zoom feature off the camera on #ios5. Wish I hadn't upgraded. #iPhone totally sucks!!!	2011-10-16 22:09:14	125694815743651840	noUser	apple	4	1	1	1	2	1	-3	negative	1	-0.818359375	4	1.09375	1	negative	-5
Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN	2011-10-16 22:01:35	125692890474233856	noUser	apple	1	2	0	0	3	0	0	neutral	0	-0.1875	3	0.2041015625	0	neutral	-1
Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72	2011-10-16 22:01:24	125692845054115842	noUser	apple	1	3	1	3	4	0	0	neutral	1	-0.03125	3	0.414794921875	0	positive	-1
@Apple why my new iMac is so slow for web browsing? My previous Snow MB was faster! on the same Cable home network. Please help.	2011-10-16 22:00:46	125692685033021441	noUser	apple	4	2	2	3	7	0	0	negative	2	-0.27239990234375	6	0.3941650390625	1	negative	-1
@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade	2011-10-16 22:00:09	125692532750430209	noUser	apple	4	4	3	6	4	0	0	negative	3	-0.375	9	1.5263671856373549	0	positive	-1
Comparing the @apple &amp; @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally	2011-10-16 21:57:56	125691975474229248	noUser	apple	3	1	0	0	2	1	-3	neutral	0	-0.5619535446166992	1	0.014000000000000012	1	neutral	-3
@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems &amp; freeze.	2011-10-16 21:54:21	125691072398639104	noUser	apple	1	1	0	0	2	1	-2	negative	0	-0.0620269775390625	1	0.03125	1	neutral	-2
Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh	2011-10-16 21:53:08	125690764331196416	noUser	apple	0	1	0	0	3	0	0	neutral	1	0.0	2	0.25	0	neutral	-1
@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE	2011-10-16 21:49:43	125689905954299904	noUser	apple	1	1	0	0	2	1	-1	neutral	0	-0.1484375	1	0.046875	0	neutral	-1
@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.	2011-10-16 21:48:52	125689691927351296	noUser	apple	3	2	1	1	3	0	0	negative	1	-0.43865966796875	1	0.09375	0	neutral	-1
Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple.	2011-10-16 21:45:48	125688922410975232	noUser	apple	3	3	2	5	6	0	0	positive	3	-0.28125	7	1.1725502023327863	0	positive	-1
Siri wasn't able to help me find the g-spot....bush league @apple	2011-10-16 21:41:00	125687710705926144	noUser	apple	2	1	1	2	2	0	0	neutral	2	-0.01726055145263672	1	0.1875	0	negative	-1
@Apple MacBook Air.. satiliktir.	2011-10-16 21:36:45	125686643960193024	noUser	apple	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0.0	0	neutral	-1
I can really utilize my time well at the airport! Thanks to @apple http://t.co/vtZcUDxe	2011-10-16 21:32:50	125685656415510528	noUser	apple	1	2	1	2	5	0	0	positive	1	-0.03125	3	0.6462633628845215	0	positive	-1
RT @Porter_Anderson: &quot;3 principal global players will be active in every market...@Amazon, @Apple, &amp; @Kobo.&quot; #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1	2011-10-16 21:30:17	125685016389894144	noUser	apple	1	3	1	1	1	0	0	neutral	2	-0.125	5	0.2634410858154297	0	neutral	-1
@apple Siri is amazing	2011-10-16 21:17:17	125681742760771584	noUser	apple	0	3	1	4	0	0	0	positive	1	0.0	1	0.5	0	neutral	-1
Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.	2011-10-16 21:15:49	125681375058735104	noUser	apple	3	1	0	0	1	2	-3	negative	1	-0.984375	2	0.0040283203125	2	negative	-2
Iphone 4s siri doesn't work for shit @apple	2011-10-16 21:14:49	125681125376000000	noUser	apple	1	1	0	0	0	1	-4	negative	0	-0.1669921875	1	0.007873855764046311	0	negative	-2
@rygurl you need an @apple iphone4S with Siri!	2011-10-16 21:10:33	125680049478316032	noUser	apple	2	2	0	0	0	0	0	positive	0	-0.208984375	0	0.0	0	positive	-1
@apple http://t.co/2YcsCG68 via @donorschoose	2011-10-16 21:10:20	125679996420374530	noUser	apple	0	1	0	0	0	0	0	neutral	0	0.0	0	0.0	0	neutral	-1
Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back â€œsave asâ€! #autoSaveSucks	2011-10-16 21:07:02	125679166015283203	noUser	apple	2	2	0	0	4	0	0	negative	1	-0.15570354461669922	4	0.5274658184498549	0	neutral	-1
I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol	2011-10-16 21:01:46	125677838295764992	noUser	apple	6	2	1	3	0	2	-7	neutral	2	-0.91796875	1	0.172607421875	2	negative	-2
Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple	2011-10-16 21:00:07	125677424565424128	noUser	apple	3	3	1	2	3	0	0	positive	1	-0.8749656677246094	6	0.49103546142578125	0	neutral	-1
i officially HATE @apple... fix your damn itunes.	2011-10-16 20:53:41	125675806977556480	noUser	apple	4	1	0	0	1	2	-7	negative	0	-0.78240966796875	0	0.0	2	negative	-4
Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?	2011-10-16 20:47:00	125674121722998785	noUser	apple	3	2	1	2	5	0	0	neutral	2	-0.18746566772460938	5	0.5085365780396387	0	negative	-1
Dear @apple your staff at the Little Rock store answered my first 3 questions with &quot;I don't know.&quot; they weren't hard questions.	2011-10-16 20:43:58	125673358418391041	noUser	apple	3	2	1	2	4	1	-1	negative	1	-0.7197263836860657	3	0.3789253234863281	2	neutral	-1
just my man @apple store in @schaumburg, whoops!!!!	2011-10-16 20:42:33	125673004511412224	noUser	apple	0	2	0	0	2	0	0	positive	1	0.0	2	0.173583984375	0	neutral	-1
You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan	2011-10-16 20:29:58	125669834922008576	noUser	apple	4	2	2	5	2	0	0	neutral	1	-0.63427734375	6	0.30261993408203125	0	neutral	-1
&quot;3 principal global players will be active in every market...@Amazon, @Apple, &amp; @Kobo.&quot; #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1	2011-10-16 20:20:01	125667332931596290	noUser	apple	1	3	1	1	1	0	0	neutral	2	-0.125	5	0.2634410858154297	0	neutral	-1
So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac	2011-10-16 20:19:39	125667241978114048	noUser	apple	7	2	0	0	8	1	-3	positive	0	-1.5736722946166992	3	0.05004724230093416	1	negative	-3
#windows sucks... I want #imac so bad!!! why is it so damn expensive :( @apple please give me free imac and I will love you :D	2011-10-16 20:19:20	125667159547461633	noUser	apple	7	3	4	6	6	3	-10	neutral	5	-0.9286955652439701	5	0.989722728729248	3	neutral	-3
If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri	2011-10-16 20:18:20	125666909080387584	noUser	apple	4	1	0	0	2	1	-2	neutral	1	-0.609375	4	0.912109375	3	neutral	-1
@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens	2011-10-16 20:14:27	125665930339565568	noUser	apple	6	2	0	0	1	1	-3	neutral	1	-0.410888671875	2	0.6245348472595215	1	negative	-1
Two things I'm forever grateful are @Apple and @Starbucks. They both are great in their own way.	2011-10-16 20:13:10	125665606853861376	noUser	apple	1	3	2	6	8	0	0	positive	2	-0.03125	3	0.2548828125	0	neutral	-1
@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!	2011-10-16 20:11:07	125665094561574913	noUser	apple	4	2	1	1	7	0	0	negative	0	-0.06842803955078125	2	0.00974273681640625	0	neutral	-1
The folks at @apple are awesome! So glad I a #mactard	2011-10-16 20:10:45	125664999036301312	noUser	apple	2	4	2	7	4	0	0	neutral	2	-0.09375	2	0.8515625	0	positive	-1
Waiting at end of 20 person line after checking in on time for my &quot;genius bar&quot; appt. @apple store...I do not find this system &quot;genius&quot; #FAIL	2011-10-16 20:10:19	125664891691474944	noUser	apple	5	1	0	0	6	1	-2	neutral	0	-1.139235496520996	4	0.16235351933937636	1	negative	-2
RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit	2011-10-16 20:08:48	125664507757461504	noUser	apple	4	2	0	0	1	2	-8	negative	0	-0.2940483093261719	2	0.03125190734863281	0	neutral	-2
I â™¥ @Apple http://t.co/a8on3IAa	2011-10-16 20:08:17	125664375364255744	noUser	apple	1	1	0	0	0	0	0	positive	0	-0.03125	0	0.0	0	neutral	-1
While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken.	2011-10-16 20:06:39	125663967296229376	noUser	apple	2	3	1	3	7	1	-1	neutral	1	-0.0225830078125	2	0.09765625	0	negative	-1
Apple Store is buzzing again: http://t.co/8cTWhjf5 - RT @joeywolf_ Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Ap...	2011-10-16 20:06:26	125663914552868864	noUser	apple	0	4	3	8	7	0	0	neutral	2	0.0	3	1.1953125	0	positive	-2
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.	2011-10-16 20:04:42	125663477573500930	noUser	apple	5	2	0	0	5	1	-2	negative	2	-1.1953125	3	0.3557509765625	0	negative	-1
@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry	2011-10-16 20:00:25	125662399217930240	noUser	apple	1	3	2	5	1	0	0	positive	3	-0.00390625	4	0.59716796875	0	positive	-1
@Apple can suck my dick gotta restore my ipad #annoyed	2011-10-16 19:55:25	125661140939321344	noUser	apple	3	1	1	1	1	3	-9	negative	1	-0.6328125	1	0.015625	1	negative	-3
@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either	2011-10-16 19:55:00	125661036891226113	noUser	apple	1	1	0	0	9	0	0	neutral	0	-0.12496566772460938	2	0.0316162109375	0	negative	-1
@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.	2011-10-16 19:51:09	125660067482697729	noUser	apple	8	1	0	0	3	2	-3	neutral	0	-1.9598445892333984	1	0.125	1	negative	-2
The line at the @apple is just STUPID	2011-10-16 19:47:24	125659125886623744	noUser	apple	1	1	0	0	1	1	-2	negative	1	-0.265625	2	0.17260742558937636	1	neutral	-1
RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage.	2011-10-16 19:42:44	125657950185463808	noUser	apple	0	3	1	3	2	0	0	neutral	1	0.0	3	0.133026123046875	0	positive	-1
@nansen Man, that sux! @apple io5 upgrade a total #fail for you!	2011-10-16 19:40:23	125657359841361920	noUser	apple	2	2	0	0	1	1	-2	negative	1	-0.3946533203125	2	0.2872314453125	1	neutral	-3
RT @nansen: warning @apple iphone friends. I updated to iOS5 and thought i loved it. Now cant send SMS. total #fail with restore. phone freezes!	2011-10-16 19:37:27	125656618326175745	noUser	apple	9	4	2	4	2	2	-5	negative	2	-0.8360595703125	2	0.625	2	negative	-3
Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.	2011-10-16 19:37:12	125656559190683651	noUser	apple	4	2	1	2	3	1	-3	negative	2	-0.75115966796875	3	0.664794921875	1	negative	-4
Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk	2011-10-16 19:29:11	125654540455378945	noUser	apple	2	1	0	0	1	0	0	negative	0	-0.33187890625	2	0.275390625	2	neutral	-1
Loving #iOS5 !! #awesome @Apple	2011-10-16 19:21:45	125652668080336896	noUser	apple	0	4	2	6	0	0	0	positive	1	0.0	2	1.5	0	positive	-1
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often	2011-10-16 19:18:10	125651769261965312	noUser	apple	4	1	0	0	2	1	-4	negative	0	-1.03125	6	0.3399391174316406	0	negative	-3
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!	2011-10-16 19:08:18	125649285667749889	noUser	apple	8	2	1	2	3	1	-4	negative	0	-1.609375	1	0.125	1	negative	-4
RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}	2011-10-16 19:03:18	125648027045199873	noUser	apple	4	2	1	2	1	0	0	positive	2	-0.333734806652501	3	0.1993408203125	0	positive	-1
Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!	2011-10-16 19:00:10	125647236418912256	noUser	apple	4	3	3	6	6	0	0	neutral	2	-0.11694145202636719	3	0.565521240234375	0	positive	-1
hey @apple do you wanna fix my fucking playlist order, you piece of shit	2011-10-16 18:54:30	125645811903250432	noUser	apple	4	2	0	0	1	2	-8	negative	0	-0.2940483093261719	2	0.03125190734863281	0	neutral	-2
