mean pos	mean neg	Comment (All)
2	2	Although its a UK issue it has resonance across Europe.  As far as I know the UK is the only country that published Sharia friendly finance law in its recent budget.  It states: Shariah Finance 5.93 Building on the success of the measures introduced in 2005 and arising out of ongoing consultation with industry, the Government will introduce measures enabling Shari’a compliant business finance by ensuring that: • wakala (agency), diminishing musharaka (partnership finance) and ijara wa’iqtina (hire purchase) will be taxed similarly to their conventional equivalents; and • the existing stamp duty land tax reliefs for alternative property finance products will be extended to all entities, including companies."  Interesting or scary?
2	1	  <blockquote class="quoteFirst">  <blockquote>  <blockquote>  <div class="extraquotes2"> But atleast they are playing their part, sending the message that they belong to France.  
1	2	Look's like Jingles is unable again to answer my posts with any facts to the contrary...
2	2	"You people are always telling us it's a war zone. So as such, POW are taken. Get over it already."  The IDF have a different view,if they decide to act then Hamas will suffer.
2	2	     I think not Grant. Many governments around the world are struggling to get big business to obey basic laws. In democracies governments that break the law are exposed and if the voters feel strongly enough they are punished at election time. Business just plays one country off against another and threatens to move its head office to a different jurisdiction if someone demands it sticks to the rules.  And we see from the sub-prime scandal that business doesn't like sticking to the rules
2	2	Well Lord Seb, maybe I'd argue with you if I wanted to praise Castro to the rooftops, but since that was never my aim, I'll let your assessment pass with a measure of agreement. As long as Cuba, and Castro's regime, is seen in a proper context then I am satisfied.
1	2	     Yes, much like the "hear, hears" from supporters and rumbles and grumbles from those who disagree and the various sitting and standing and shifting around in one's seat that you see when watching British Parliament.   
1	4	Pit-man,  "It seems that jj has started two threads on this subject in an attempt to portray Europe as somehow being the only culprit in this business which is far from the case as I've already proved on the other thread:"  You proved nothing, and Europes dispicable behavior speaks for itself, especially in light of your "Agreement" and posturing to the contray...your hip deep in current Toxic waste disposal business and it's killing people.   "The point is that Europe has passed laws and entered into an international UN backed treaty to stamp this trade out."  That agreement was 7 years ago, how long do you need?  "Obviously it will require some effort and take time but the US has refused to ratify the same treaty in fact it's the only major nation which refuses to do so,.."   I'll look into Why the US , Austarlia and number of Countruies didn't sign, but once again Euro's did sign but continue to dump...whats up with that? in fact it's the only major nation which refuses to do so, which weakens the agreement and makes things harder for everyone.  .."...which weakens the agreement and makes things harder for everyone.""  What , You need the US to behave correctly...typical...LOL  "Yes it's bad and unacceptable but jj ought to do some research before he launches into another of his inadequate Euro-bashing tantrums."  It's so easy ...as you are Euro hypocrites... 
2	2	" but it doesn't change the the fact America hire the best minds from around the world for those advancements"  And are you angry? too bad! BTW, the 6 Nobel Winners this year are all American born, raised and Breed...  
1	3	     Yeah.  That is right.  Those Nazis were easy push overs as we know from seeing repeats of 'Hogan's Heroes.'  A few unarmed Jews could have easily bested them.  The Russians, Brits, US, and other allies only took three years of concentrated effort destroying the Nazi war machine because they wanted to pro-long the lucrative war machinery contract buying.  Sheesh!
1	2	Regarding a plan for a resolution for UN troops:   "Any state that sponsors this draft resolution will be regarded as assuming a hostile attitude against the Sudan," he said.  That's really helpful.
2	3	     Just imagine!   Jordan is one of the few Arab States that has doplomatic relation with that arrogant state. It was the obligation of israel to inform Jordan before this sad tragedy happened.  But I believe that israel was more interested in protecting its citizens avoiding them not to visit Jordan,and that is all.  Israel is this kind of "friends"!  Peace is good for the Israeli and Palestinian children, as this kind of atrocities will sadly make many peaceful Muslims turn radicals.
1	2	As everyone knows America's only really special relationship is with Israel.
2	2	Well, mods, I have to say that now you've got me interested.  What is it specifically about Mondial that means we are not allowed to ridicule him?  P.S. Is there some way you can make him tell us what these "EU Mutuals" are and how they improve healthcare?
1	3	///The Palestinians didn't want their land taken from them. ////  "And for this very reason Palestine created The Lebanon, Syria and Jordan."  They only wanted to stay on their own land where many of them had lived for many generations.Unfortunately a lot of Jewish people flooded in and took it from them.
3	2	My great gtrandfather fought for Canada during WW1 but I do not know where he was.  Remember your soilders and the sacrifices they make for their country
2	3	The girl wants her mum, she was scared and devastated when her mum was kidnapped. And now that Yvonne has "found" Islam, she couldn't care less about her daughters feelings. If you are a parent your child comes first, full stop.
1	3	Don't lump us in the same excrement as you.  We (Europe &amp; Canada) told you all to go to hell before and we will tell you again Go To Hell !!!!! The clever tactic used by the U.S. saying that "western values" are a cheap ploy which nobody is buying.  Not even our "lap dog" p.m. !!    
2	3	I'm not convinced. I'm sure it was me. But as you have beautiful eyes I will gracefully concede. Her showbiz column is well worth reading. Not.
2	2	spottyknowsall  -  Alas, that was before 'suspicions' began showing up.  In fact, even at the beginning there were sources of 'doubt'.  However, the Truth must be found and it will be unless there are those who will do all in their power to hide it.
3	1	     It's nice to finally 'meet' someone with the same idea/thought!!
1	3	nologo  - The &lt;&lt; majority of Jewish people are arabs - dont you know&gt;&gt;  No, I do not know.... so stop trying to flatter the arabs and yourself.  Jews are not arabs - and unfortunately for them arabs are not jews!
1	3	Ruth,  OK, what I’m going to do this time is spell out my argument and supporting evidence as simply as I can. America invaded Iraq to control its oil. You ask “WHY do you think they want to control Iraqi oil?” Well, the answer is that oil is very useful to America. Why is it very useful to America? Read this article: <a href="http://www.energybulletin.net/4287.html">www.energybulletin.n...</a>.   In a previous post, you asked “please explain when you think we'll start balancing the scales against those billions already spent and the billions more to come.” I pointed out that you were assuming I thought America would “balance the scales” at all. Now you claim not to have made this assumption, but I'm afraid you did. It’s there in black and white. How am I supposed to answer a question based on a false assumption? I don’t know whether the American investment in Iraq will bear dividends. I don’t think the Americans do, either.  “If [the motive is] money…at least explain why you think the US government would think it would be profitable.”  I’ve had to cut out large chunks of your post to find this question, but I think it’s what you’re getting at. Why did the US think it would be profitable? Well, in my opinion they had a much shorter war in mind. They wanted to fight a quick war with a small army, gain control of Iraq, install military bases and a compliant “puppet government,” then leave.   You’ll notice that I am not replying any more on the Canada question. This is because I don’t think it merits any further response. If you really want me to write another post explaining in ever-increasing detail my reasons for believing that America will not invade Canada, I’ll be happy to do so. But I’m hoping against hope that you’ll just let it drop. 
3	1	Atleast I have travelled to the Pasha's country a lot of times. Thats why I know the egyptians so well. 
1	2	Err, it was a joke wasn't it?"  One mans joke is anothers "Spit in the face"
1	1	is Mr Tombe a Muslim..?
1	4	Goodness. What a stuck record you are today!  I condemn all acts of terrorism. I condemn all acts of murder.  But I suppose given, by your own admission, you have trouble with english, perhaps you are just misunderstanding these simple sentences. There are english classes available if you are having problems integrating.   
1	2	      English please. There is no such thing as the "British" judicial system.
1	3	The article points out - "While the president's sentiments about invading Iraq were known at the time ..."  So there is nothing new in this.  The article is talking about a second UN resolution and it is well known that the US were not in favour of one, believing that the existing UN resolutions were sufficient.  it was blair (the usual incompetent Blair0 who wanted a second resolution - to appease his opwn party, and Bush agreed to help him).  In a joint press conference before the wart Bush clearly pointed out the purpose was 'regime change' - this is always been clear and not covered up by the US.  The French were busy making money out of Saddam and we now know all about the illegal oil for fraud scam.
1	1	is Working Class Hero. Know it, anyone?
1	2	Marley:  It is hyphenated because some people prefer to be hyphenated...  If you are black in the US, you can decide to be an American who is black, or you can choose to be a black-American... If you are black in the US, you can decide to be an attorney who is black, or you can decide to be a black attorney...  this attitude contributes to some blacks separating themselves from being just people who happen to be black...
2	2	     There can be a positive correlation, without a one-to-one correspondence. probably because their neo-conness gives them delusions of being able to get away with it. Who knows, they may be right. 
2	3	Ah Blue Sea, nice to see the postings divorced from their context. No doubt you think you are very clever, but actually its a bit of a cheat.  However, this reminded me of something:  "The Jews have been a corpus separatum for more than three thousand years and counting."  How might that be? Jews are not the only group of people who have lived apart from their neighbours, or who have been driven from their original lands. You have the example of the Chinese communities dotted around Southern Asia, you have the Roma. Historically you have the Huguenots, the Cathars, the Alans, the Sassanid. And additionally you have  the expat communities of bankers and traders, Lombards, Venetians, Netherlanders, even Scots. They've left their traces in family names in odd places, street names, churches and houses. Historically all have been shunned and persecuted from time to time. Historically too all have eventually assimilated into their host community through inter-marriage and such. Except the Roma, whose wandering life style rather precludes assimilation. Jews assimilate too, but there must be some special reason for the supposed 3000 year "corpus separatum".
2	2	     No point in having a new toy if you can't play with it, right?  As to "illegal war": I didn't follow the machinations of the build up to the Iraq invasion too closely, but if you have a quick Google, you'll probably find that there was some argument over the need for a [2nd] UN resolution, which was sought, but not secured, prior to invasion, as I recall.  Best regards   Rad
2	2	Hi BBC thought police,  Why did this disappear for a couple hours and then after two hours of windsurfing I see it has finally come back?  I notice over the last couple weeks almost every post I make initially appears and then within 10 minutes or so it is deleted so do I have like before a new Euro Lefty staker requesting all my posts to be deleted?  BTW when you delete posts have you ever thought of actually highlighting in your email you only send about 25% of the time those lines in the post that caused you to censor so the poster knows which part of their post to take out so you BBC thought police will allow it to be read by others?  Warmest Regards, Smoker
1	2	     It has been finished for ages.They are just waiting for the radioactive goodies arriving from Russia to get it on line.
2	2	Double LOL!!!  The idea that Israeli press is not free was reported by - The Israeli Press.  You are right its sour grapes because journalists weren't allowed to enter a war zone at risk to themselves and the troops if they reported operational details.  Not suprising when you remember Bowen's and Guerin's performance in The Lebanon as Hezbollah stooges.  Bowen was recently criticised for not showing due impartiality or being accurate in his reporting of the Israel/Palestinian conflict.
1	3	Of course the men are out fighting, as are many of the Israeli men. Or are there me not allowed to fight like yours?  Every isareli bomb shelter I have seen is mostly women and children and elderly, are they human shields?
1	2	jj I don't know where you see the comparison between Nazi aggression and the present day problems with Islam. The two situations are completely different.
1	3	     Certainly did not make the Brit destruction of their nation right.  Ashanti slave trade was also exaggerated by the Brits to defend the forcible destruction of a nationstate clearly recognizeable by western standards.  
1	3	Of course we condemn Muslim terrorists.  I have never for one second agreed with anything they have done.  But did America have to become Christian terrorists in their since 9/11 actions?  America in not banning the use of cluster bombs which kill so many innocent people - are in my mind in the same category as the Muslim suicide bomber. 
2	2	      The UN Peacekeeping Force is in effect a police force, it is not meant to do anything 'militarily effective', its primary role is as observers and will only be called into action to protect human life.  I dont know where you get your facts about the UN Peacekeepers raping people, perhaps you have been reading too many Tom Clancey novels? 
1	2	"Oh dear! I thought I was getting the hang of it. Weren't the 'euroleft' supposed to be moral relativists - or was that just me?"  The two are not mutually exclusive.
1	3	 forumdude2  Shahab Darvishi was charged with organising a “corruption ring”, deliberate assault, and “lavat”, which means homosexual relationship between two men or sodomy, the official news agency IRNA reported.  _____________________________________________  Yea most probably a dinner party, don't you know even if gay meet for a purely social event in these countries that is punishable! 
1	2	"Only the most gullible fall for the lies."  What lies, wendy?  he not only wrote the name Ismail (or some reports state "Ishmail") on his arm, he also used that nom de guerre on the package containing his "martyrdom video".   <a href="http://littlegreenfootballs.com/weblog/?entry=25171_Virginia_Tech_Killer-_Ignoring_the_Elephant&amp;only">littlegreenfootballs...</a>
1	1	I wish I could hand on heart say I was a lapsed agnostic...
1	2	PS  Why `Gustav' ?  I must say my immediate thoughts went to Mahler as I am a Mahler, nut, (recent anniversary BTW), but maybe more likely is the German philosopher Gutav Hempel who emmigrated to the USA around the mid 90's.  Othwerwise google is useless and answering `why Gustav'?  Can you do better?  J
3	1	   I do love to feed the fish..watching them swim to the top of the bowl the way they do...so easy..   Was Mohammad a Jew?
1	3	Is this the Laurie Mylroie,the buddy of John Bolton,Richard Perle,Paul Wolfowitz and other right wing looney tunes politicians?Is this the Micheal Moore of the neo cons but without the facts and figurers to back the claims? Is this the Laurie Mylroie who has tried to implicate Saddam Hussain for every anti American terrorist act since 1993, including the bombing of the federal building in Oklahoma? Is this the person that politicians both Republicans and Democtrats  have recognised as being a crackpot? And you believe the drivel? Surely not,you can't be so naive.  
1	3	Israeli police have evidence that Prime Minister Ariel Sharon's family received $3m in bribes, it has been alleged on an Israeli television channel.   Police have been investigating illegal political contributions allegedly made in 1999, when Mr Sharon was running for the leadership of the Likud Party.   Last November Mr Sharon's son Omri pleaded guilty to violating party funding laws.  ************  <a href="http://news.bbc.co.uk/1/hi/world/middle_east/4579156.stm">news.bbc.co.uk/1/hi/...</a>   What is it with those criminals. They are creeping out everywhere, bribing there way...
1	2	     They don't coma back from THAT one!
1	3	     And you know this because....  ....they tell you so?  The BBC is a propaganda machine of the worst sort these days.  Sorry ozy, I know how much many people like to cling on to the idea of its greatness, but I really despise it.  We'll have to agree to disagree on this one.
1	4	84 'suspects' (people that the US suspects of something, anything really)are on hunger strike in America's concentration camp in Cuba - yes, Cuba ! The American camp guards are poking tubes up their noses down into their stomachs to force feed them, which is painful and making them sick. How many more indecent acts committed in their name will Americans put up with ?
1	3	 The U.N. humanitarian chief accused Hezbollah on Monday of &amp;#8220;cowardly blending&amp;#8221; in among Lebanese civilians and causing the deaths of hundreds during two weeks of cross-border violence with Israel.   Jan Egeland spoke to reporters at Larnaca airport in Cyprus late Monday  &amp;#8220;Consistently, from the Hezbollah heartland, my message was that Hezbollah must stop this cowardly blending ... among women and children,&amp;#8221; he said. &amp;#8220;I heard they were proud because they lost very few fighters and that it was the civilians bearing the brunt of this. I don&amp;#8217;t think anyone should be proud of having many more children and women dead than armed men.&amp;#8221; 
1	3	I think that Ms. Royal's sudden rise in popularity can be seen, from a European perspective, as a conveniant counter-balance to the new German Chancellor. Who will inevitably fall at the final fence in respect of a transatlantic tariff removal. Neither the U.S. or the French will agree to an end to subsidies to farmers, which would be prerequisite for any such removal of tariffs. Funny how the "leader of the free world" manages its own economy along the same lines as the "cheese-eating surrender monkeys"! 
1	3	"Why don't you?"  Because I didn't make this claim, you did.  "I'm sure you know what I'm talking about though"  I have no idea.  "you'll never admit it until it stares you in the face, of course".  In order to have it "stare me in the face" you're going to have to support what you said. Can you?
1	3	\\I'm really very impressed with the effort you went to in gathering those quotes, Captainlogic, and i recall most of them myself.\\  Grant, I can assure you that the effort was minimal. One minute of searching produces scores of such comments (and worse) from the US right wing, ironically the people you seem to identify with most closely.  And those quotes are recent (from the last 1 to 3 years), so your claim that things have changed doesn't ring true.   \\We are very close, and Canada couldn't want for better neighbours.\\  Thats not how it appears, at least for some. Another quote I saw was that "Canada needs the US, but the US does not need Canada"  And please don't try to speak for Europeans in their entirety. If course there are differences between EU member states, but for the most part we get along just fine. You should stop gleaning your world view from rabid right wing media and actually come and visit us over here some time.
1	1	Aargh Lou Ceepher, and to all others who mention claims by the Lancet, this was a study by an institute of Johns Hopkins University, which was published in the Lancet, the lancet is an academic journal it publishes other people's studies, it does not usually do its own.
1	1	"We" as in residents of the UK.
1	2	And I am not even from britian...and I dont believe there is multiculrism in britian....Just thought we should get the records straight.
1	3	"On the other hand, Socialism puts a premium on social and economic rights - a full belly and a roof over one's head. "  Not been puffing on more of that delusional weed have you? The bye word of command economies is shortages, shortages of everything, including housing and food.
1	1	   I'm not talking about new recruits, but soldiers who ahve already served in Iraq.
1	2	     Obesity is spreading because the American way of eating - the burger - is spreading all over the world.  Not what one would call healthy eating....
1	4	This is incited mass hysteria and nothing else. To compare some line drawings with threats of physical violence is laughable. The German consulate was attacked today ..furniture was smashed, the office was ruined, people were threatened and shots were fired.  This was an office promoting cultural exchange, a peaceful part of the help that Germany gives the Palestnians. And you think this is fine? You think this is justified because some minor Danish newspaper exerted its right to print cartoons? You allude yourself if you think that you are not being manipulated.  However, if this is really what you think, colonel you are indeed my political enemy: you have no concept of how a peaceful society is supposed to work, you have no clue about what is important in the way how people live together and you have no idea how democratic societies solve conflicts. You should be thinking what all the fuss is REALLY about and what the likes of you are being used for.
2	3	UK Member of Parliament George Galloway has received a Palestinian passport from a Hamas leader in Gaza.   Mr Galloway was part of a convoy which delivered financial and material assistance to Gaza through the Rafah crossing with Egypt on Wednesday.   The aid convoy was organised by the Viva Palestina group and supported by Mr Galloway.   He personally donated £25,000 and a fleet of vehicles. The group visited sites which had been hit during the three-week offensive.  Mr Galloway said: "The material destruction is very great, the suffering is very real, but the spirit of the people is strong. If anyone is calculating that by starving and sieging and bombing the Palestinian people that they will one day surrender, I'm sure that they are wrong, the spirit of the Palestinian resistance remains."     <a href="http://news.bbc.co.uk/1/hi/world/middle_east/7939480.stm">news.bbc.co.uk/1/hi/...</a> 
2	3	Actually, I think you'll find that alot of Israelis do not spout hatred about the Palestinians, in fact, not all Palestinians spout hatred about the Israelis. It tends to be outsiders who are most likely to spread hatred.
1	2	thats why the meeting may well be just a joke...
1	2	     aaaahhhhhh  
2	2	Mini Israeli is great,  it's 30min from both Tel Aviv and Jerusalem ? go see the real thing dumbwit. we should have a legoland holyland.
2	2	Interesting that they kept the script but abandoned the stars.  As I understood it the script was introduced by Saddam to mark Iraq's "victory" over Iran in the original gulf war (now called the Iran/Iraq war).  I'm pretty sure the three star pre-date Saddam and are to do with pan-Arab nationalism, they appear on the Syrian flag as well. The plan was to join up with Egpyt and Syria apparently:  <a href="http://en.wikipedia.org/wiki/Flag_of_Iraq">en.wikipedia.org/wik...</a>  So the stars that were dropped were nothing to do with Saddam, yet the script that has been kept (if altered) was introduced by him.  Funny old world.  Red
2	2	MadameCargoes...  I never aked for Jews to be expelled from Jerusalem... But I think that a land, a town, a city or a country should not belong to one group in fonction of their belief...  Also madame, you should take into consideration that Jerusalem is an important city for Christians and Mulsims as well, and that it seems very unfair that it should belong to one group only... Specaily if we consider that lage numbers of Christians and Muslims were Jews before Jesus and Mohamet came and created new religions...     
1	3	Moshe.  ...all leftist.  Puy   Rubbish. They may have been floating round the sidelines and happy that Pinochet led the junta but they had nothing to do with Allende (albeit democratically elected) putting the country on the road to ruin which was the major cause of the coup (apart from Cuban militias etc doing his dirty work making the route to another Cuba even more obvious)
1	2	defending you country comes in many shapes and forms  a land based invasion of the US is not a realistic threat  overseas wars are all that america will fight in the near future  you can't pick and choose, you're in the army   
2	3	otter:  the Dutch are not racist--Muslims are not a "race..."  The Dutch are obviously very intelligent people--they have the capability to recognize a rat when they see it, and they have the courage to call the rat a rat...  Why would you object to truth and reality?
1	1	Weather and temperature has always flocculated.  And we have multiplied in numbers. 
1	2	   Not at all.  That's why I answered your question.  What I do mind is people starting discussions but refusing to discuss anything.  You asked a question and I answered.  If you're just taking a poll, you should have the courtesy to let people know that when many (like me) initially assume that you're starting a discussion for a rather different purpose -- odd as it sounds, to discuss things.
2	3	How nieve that people here think that handing over the soldier will mean an end to the problem? Israel has been holding Gaza and the West Bank hostage for 66 years!   Will handing over the soldier mean that Israel will withdraw to the pre-67 border? Will it mean the right of return for the Palestinian refugees?   Will it mean the release of the Palestinian kids and women from Israeli prisions? Will it mean that Israel will stop the incessant shelling on the occupied territories and stops arrresting Palestinian freely? I think not! Israel must stop its arrogant wrong policy and seek for peace through DIPLOMACY and not BULLETS,if it wants to live in peace among its  Arab neighbours! Say to Israel, ENOUGH of BLOODSHED and be civilized!. 
1	4	"You are racist "  And I know I am not.  As the forum's arch anti-Semite, the irony of you accusing others of racism simply beggars belief.  You KNOW you only defend radical islam because of its virulently anti-Jewish stance.
2	3	What about the people who claim to have been abducted by aliens? Do we believe them because we can't prove otherwise? How about if I start a petition and get the whole country to sign it, we'll tell the world we can walk on water - it'll be true becuase millions of us said so.  What a rubbish argument. It's like I said, in times of desperation, people need something more, so convince themselves there is a purpose, someone looking after them. It's comforting, nothing more.     
1	2	    Dream on, boys, dream on.
2	3	     Yes, this is a hugely good point. 'No goggles, No singing!' I'm making my placard as we speak. The slight weaving from side to side like a circling Lancaster adds to the effect as well. Still, while our lads are getting kicked out for having a dry sense of humour, the Italian Ultras can knife anybody who beats Italy.
1	2	     Obama's links to Islam?  Do please tell me that you are talking about his Muslim relatives, and not anything else?
2	3	     I don't think they are planning anything at the moment.  The Russians have vested interests in Iran as has China so an attack on them SEEMS unlikely.  We are slowly getting back to a Cold War situation as China and Russia get more power.  To cut down on any Western defence or missile system would be a big mistake in my opinion.
3	2	     Well as long as people keep volunteering to go. Honestly, any time your work training manual has instructions for handling an M-16, you have to know there is danger involved. And the majority of enlisted soldiers (they do 4-year tours) signed up after the war in Iraq began. So to answer your question: thousands upon thousands. No one is forcing them to go there. They do it because they are brave. 
2	1	 Malchrome  Re you two posts here - good to see a few home truth's.  You seem to post less these days. I do hope that's because you have better things to do and not beause you've given up on your campaign for common sense here!  J
2	2	"The rationale is to deny an area to the enemy, and the best way of doing so is to leave booby-traps spread around".  Then perhaps a remote control is the key.  American technology will certainly come up with the answer if we continue, like EBD, to apply enough pressure.
1	2	This heart and mind term is racist...its time to get rid of this stupid term...
2	2	     No but both senators will be well used to telephone conferencing as part of their normal mode of business in the Senate. I'd be very surprised if the Senate act different to any other modern business, which is to have a committee working on the details and then checking with small groups of interested parties to see who supports what or who has additional input. Most of the work being done on Capitol Hill on the bail out plan will be done on the phone - as anyone who works in business knows.
2	2	Yes, I have explained it over, and over again. One can't even condone one crime no matter how big or small!
2	3	     Ah well Rita, you'd better stay in Jerusalem where this kind of excellent entertainment is available. I'm sure you're new Hamas mentors will be sentenceing to death those who wish to have a good time in the palestinian territroies. 
1	1	"Just their fellow countrymen".  Along with the Iranians and Syrians.
1	2	Greymatter is dumber than a fence post.  Happy Now.   
1	2	"The land was taken in a war that was not started but was won by Israel"  Well there is a little more to it than that. Liek I just told you opposite on here...I have to get out of this argument on who is the bad guy. Silly me sticking my nose in it again. 
1	2	Sorry, to clarify, maybe the word"modern" was misplaced. I was referring to Muslims. And to answer P&amp;S, yes, I`d call them both. 
1	3	     Possibly so, but it still represents only the WSJ and not "America"     Oh dear. Trying to yoke together the idea that anti-business is the same as unreliable ....... Anyway I'm not trying to argue that the WSJ is a shabby rag, I quite agree that it has a solid professional reputation. I'm merely pointing out that it represents only one strand of opinion.     Actually yes, or at least it was heading that way. Europe was in the process of recovering from WW2 and withdrawing from its various empires. Europe's R&amp;D was falling behind the Soviets, never mind the Americans and Europe's economies were stagnant. Back in the 1950's the Deutschmark was mickey mouse money and the French franc traded at 1000's to the dollar. And the British pound was part way through a long decline.     No, but a Europe of mutually suspicious nations that can be played off against each other might suit. Not so suspicious that another war was a possibility but certainly the WSJ would approve of a Europe where the various nations competed in lowering taxes and regulations on business. Business always likes governments to engage in a race to the bottom on workers rights, environmental protection and corporate taxation.  (If you think states should race to the bottom like that then maybe you should do the decent thing and tell us why you think workers should have little or no job security, why polluters should get away scot free and why the burden of taxation should fall disproportionately on the middle incomes and lower)
1	3	colneljihadist  'The reality is he said in 2003 that he didnt have WMD, '  The fact is that he would still be alive today if he had let the weapons inspecters have full uninterupted access to all the sites they wanted to inspect. If he had nothing to hide then what did he have to lose? He gambled and lost. Tough.
2	1	     What makes you think that there is such a stance?  "An NBC/Wall Street Journal poll from last week showed 68 per cent of respondents supporting a Senate bill that would allow illegal immigrants to join a guest worker programme en route to full citizenship."  From here: <a href="http://news.independent.co.uk/world/americas/article361313.ece">news.independent.co....</a> 
2	3	All you are interested in doing is attacking my posts and me. This discussion has ceased to be productive, and as such i'm withdrawing from it.   Have a lovely day. 
1	3	Insultan  The new palestian PM could shoot another arab in the head and huindreds of pals could be eyewitnesses and watch it happen and it could be on live tv.  If they were later told by the PM that the man with a bullet in his head was killed by an Israeli <a TARGET="_top" HREF="/dna/mbfivelive/F16">F16</a> most of them would buy it.  
1	2	     Pillock.  What is the "intrinsic relative value" of anything?  That's just gibberish.  P.S. Why don't you get "EU Mutuals" to organise the bartering.  P.P.S. Don't bother whining to the mods, they've already ruled that "pillock" is acceptable.
1	3	"so its ok to post anti-Muslim posts ?"  No. Anti-ISLAM posts.  It is important to understand the difference between opposing an illiberal ideology, such as islam, and being racist. 
1	3	     Tell me ms.McNeil what is you prefered news source?  Your leading questions are making a lot of assumptions that give readers rather more of an accurate insight into your particular view points than mine! You'll have to get down off your high horse and  take a deep breath before I can have a rational debate with you ms.McNeil.
2	1	     They could be someone like George Galloway. (Anyone seen his beard recently? Funny isn't it?)
2	1	No I dont need to educate the people who are already highly edcuated. 
1	2	I did, and I stand by my remarks.  Your 'above' post adds even more substance to the belief that you have no understanding of the separation of powers.
3	2	     You posted it you great numpty.I have explained to you that I am on your side.I just think you could do a lot better.There was a tremendous opportunity to achieve positive things after 9/11.The world was with you.Instead Bush completely squandered all the goodwill. 
1	2	No its only the israelians who can sue. 
1	2	  <blockquote class="quoteFirst">  <blockquote>  <blockquote>  <div class="extraquotes2">  Which race are 'muzlins', Solomoron?
2	2	The President of Nigeria has assembled a team of economic advisors to work towards a sollution for Nigeria's slumping economy.  Nigeria obtains approximately 95% of its overall revenue from the sale of oil.  With the slump in oil prices Nigerians have seen a 20% decrease in the value of their currency.  Its always good to see a leader/government be reactive to economic crisis (its even better when they are proactive in avoiding crisis).  However, financial experts suggest there may be little Nigeria can do as long as the Nigerian economy is so heavily dependent on the sale of oil.  Nigeria is not known as a tourist destination so a campaign to draw tourists seems unlikely, anyone have any thoughts on new directions, revenue options Nigeria might consider?  <a href="http://news.bbc.co.uk/2/hi/africa/7830286.stm">news.bbc.co.uk/2/hi/...</a>  
1	2	One only has to look at Amnesty International's 1977 Nobel peace Prize work to see just what an intolerant regime Malaysia has. All, of course, a consequence of post-WW2 attempts to limit Chinese expansion by the British!
1	2	     In a pig's valise you have!! 
1	3	     If that is the case, then "militant" would be an acceptable term for Islamist terrorists, rather than "terrorist".  There are Islamic groups whose objections stop at demonstrations and words, they would consider themselves militant but not violent.  It is not REQUIRED for militants to be violent.  Hmm, which word, phrase or website is forbidden I wonder?
1	1	     I think thats where the thermite theory comes in.  
1	3	 m2l2j3 "It never fails to amaze me how you and the rest of your ilk try to rewrite history."  Yo Dude...the only ones trying to rewrite history are the likes of you.   Put the following in your Cafe Latte and choke it down:  Arms sales to Iraq under Saddam:1973-1990  Russia: 57% France: 13% China 12% Czech: 7% Poland: 4% Brazil: 2% Egypt, Romania,Denmark, Lbyia, and US: 1% each  Your words are haunting you:  "Nice try, but as you know, the whole world knows the truth"
2	2	Why does it need anyone to check them?  I am sure they are all healthy and in good condition.  When France, Pakistan, India, UK and USA let Al Baradei check their nuclear weapons I'm sure Israel will feel a lot easier about it.  As a purely defensive measure there is no point in checking them.
1	3	Salome Samadashvili, Georgia's envoy to the EU, has appealed to the Eu to take a stance against the Russian invasion.  "She expressed disappointment the EU has not reacted more forcefully to the crisis in her country.  "So far there has not been even a properly worded official statement that would tell them (the Russian) clearly that they have to stop and that they risk their future relationship with the European Union if they don't," she added."  <a href="http://www.foxnews.com/story/0,2933,401310,00.html">www.foxnews.com/stor...</a>  I feel sorry for this envoy, she's about to get a fundamental lesson in Euro politics that was harshly learned by the Jews 70 years ago...
1	3	Never been there.  &gt;&gt; Swimming pools in the Bankstown area are closed for certain times of the day so that Muslim girls can swim&lt;&lt;  How terrible. In the UK we have women only swimming sessions. Isn't that the same?  &gt;&gt;Driving licenses can have Muslim Woman covering there face as a picture (begs the question what’s the point then?)&lt;&lt;  That is ridiculous. Perhaps Oz is to blame for that and not the muslim women.  &gt;&gt;The Mufti of Australia demanding that the Labor party (State Government of NSW) have a Muslim in Parliment&lt;&lt;  How does that change the culture of Oz. He wants a muslim to work in an Oz system. Hardly changing the culture. We had the Black section of the labour party here demanding an all Black shortlist for potemtial candidates.  Did settlers assimilate into aborogine culture or did they demand the aboroginals assimilate into their culture? That is after they nearly wiped out all of them. 
2	3	     With all her millions she could move to a nice place with great weather where the paparazzi would no longer be an issue. Apparently its just the opposite tho, she or one of her people calls the paparazzi ahead of time to give them a heads up about her plans for the day.   If her mental state is so fragile already, just imagine what she will be like when the press no longer cares.    
2	2	Oh blimey. It was just a piece of innocent good old English black humour. We Brits are famous for it. Anyone who can't take what is a bit of obvious 'jest' is not human. Moderators included.
1	2	Looks like the civilian engineers were engaged in well-digging and reservoir engineering.  Trying to bring fresh water and sanitation to the Iraqi population merits a death sentence in azania's book.
1	3	     Straw man argument. You are defining insurgent attacks as either terror attacks or attacks on US soldiers. Then you are saying that since more civilians are dying than US soldiers, the insurgents are killing more civilians than soldiers.
