mean pos	mean neg	Comment (All)
2	1	at college lol how bout you?
2	1	whats up girrrllllllllll
1	4	Me and my dude smoke fat rocks all day if you got something to say about it ill shove a can of beans down your throat
2	1	hey cuttiiee
2	1	whats up kenny?!?!? just saying hey!!
2	2	Getting rid of the kid this weekend I hear....you two behave yourselves! No crazy games of butt darts allowed.
1	2	Not the mama! ----- not the mama!
2	1	hey how are you doing ...thanks for the add
1	1	hmmmmm what did you end up doing this weekend
2	1	Wassup, lil bit. Stoppin by to show some love!
1	1	----- Pimp Your Profile! -----
2	3	Now look whos trying to get into a frat. Its kind of weird, I mean just because some of us are in alpha beta twat doesn't mean that just anyone can get in...Maybe i'll put in a good word
3	2	i miss you!
3	1	Hey girl!!! Thank you so much for the comment on my blog I posted. You need to join us for one of our girl nights at my house....we have lots of fun. Talk to ya soon.
2	1	hey girl im good been busy hope everyone is doing good
2	1	Hey chica! Whats been up with u! Get ready for camp on Monday!
1	3	WHAT A GOOBER
2	1	Hey. How have u been? I have not talk to u in sooo long. Call me some time.
2	1	hey you love the new pics how was Ibiza?
1	1	did derek buy that 4 wheeler yall went to go look at
2	1	Hey, old roomie. ----- ----- How are you?! :) Do you still go to LA Fitness? I got hooked on the cycling class, but I go at 6:45 p.m. Tues/Thurs instead of at noon now.
3	2	k so i tried to put the pic of the cartoon saying il just pretend to hug you until you get here as a comment but you know im special and for some reason i couldnt get it to work. sorry but it was the thought that counts right? haha be good dont have too much cyber sex!
2	1	sure that would be nice ok what will we call it???respond plzz ok ttfn
2	1	happy new year
3	2	i miss you too!! merry late x-mas! we deffinatley hafta hangout, i didnt know you were back in the area. call me or send me a message or sumthin.
1	2	I got peas on my head but don't call me peahead!
1	1	hey where i'm i at on this myspace
3	1	happy birthday tomorrow!!!!!! when i see u at work i'll tell u happy birthday again ok! lol ----- ----- ----- ? nell
3	3	i am refusing 2 talk 2 you until you post some pix, mr. triathlon!! (JK...... congrats on the baby on the way!!!)
3	1	Tell Aiden that great Aunt Jen says I understood everything he said and I agree ;-)
2	4	sup cuz! nah not on this, all about facebook these days! ----- My mum being a Biiiiaaatch! thats why bullied.but goin uni soon, so not even bothered any more! Tell me whats happening in ur life then?x
2	1	dam j thats a bad ass backround
1	1	I want to put a vote down for ----- X Factor 1
2	2	I miss you, fix it.
2	3	your crazy booooomer you didnt read its ( JESSICA MYSPACE) not mike. Mikey he got his own "MYSPACE" damn you left me two commetns and not one said jessica you crazy but ill forgive your crazy ass! So what have you been up too i see im in your top 12 but that might be becuz of MIKEY!!!! lmao j/k so hit me up "JESSICA" ok !
2	3	your neva on msn you dorkazoid. *smiles*
2	1	Brandon! U never told me wat santa got u! Lol
2	2	hi loser jus adding more kommments ----- kk....ily :]
3	1	hi cousin how r u? did u still remember me? we stay in yur hauz before me and my brother and sister leah in clark air base remember.god bless u!!!!
4	1	Thank you. Yeah it is crazy! You prob dont know this, but Zack and me have been very close the last 5 years. He came to visit me and asked me to marry him. So I said yes. He is my very best friend. We have been through it ALL! We are having a small ceremony here in Nashville during the Holidays, but we are going to have a wedding up north when he gets out of the Army. You gotta come! Dont quite have a date, but I will let you know. So What have YOU been up to love? Tell me about your life now...
3	1	The monster is excellent :) He was late too and was supposed to be induced, but we kind of helped him along. You know, the way you got him there is also a way to help him along, get it? That, and take some long walks. Like 2-3 miles at a time. But bring a cell phone! BTW, child birth, so not bad, just get the epidural :)
2	1	Hello ----- Just wanted to let you know that we are having a get together on Saturday. We plan on cooking out, It is bring your own food and drinks and then later on in the evening we are having a fire. Let us know if you can make it.
2	1	hello mate, thing are good thanks, good to see your still on the drums, and doing well I checked out your band they look good i'll have to check you out when your playing over this way, ----- been speaking to a few school mates on here should get some sort of reunion together.
3	1	Hey girlie Wats^ havent talked to you in forever--how r u and Brent and Owen doing? ttyl love ya tons
1	1	yo, village! gotta git me some village!
3	1	hey sexy bum!! love u!!
3	1	you definitly have a good chance, last i heard not a whole lot of people are even coming back next year.. youd be a good staff member too
2	1	Happy Birthday Mike. Don't forget to drink a beer for me.
3	1	I LIKE YOU AND YOUR SON
3	1	Glad to hear that all is going well. The cutie, Logan, is my cousin Becky (Klinkenberg, Melissa's sister) that is her little boy. The pic is older...he is 3 now. You should be biased that your kids are beautiful....but coming from me, I much agree with you...they are beautiful. You are very fortunate to have such a great family.
2	1	not really, i think a bit of socialising is in order so goin out tonight is defo on the cards! ----- still gonna have a quiet one? xx
2	1	hiya what's up? i dont know if you remember me but im your cousin samantha bestfriend. well anyway, i love your page and the music is hot. ----- ----- $ladyrose$
2	1	Hey hunny! Havent seen you in a long time! Im having a jewelry party what is your address?
2	2	Hey man how you doin? its been a long time. well I am living in Brussels Belgium now I will be here three years and then I will be done with College. Took me long enough! ha ha well let me know how your doing and how your family is. later
2	1	Hey Buddy!!! We miss you, hope you come home soon...
1	1	Its what Jamie and John Collins named me. I have no idea why.
2	1	hey!
1	1	God, are you alive.
2	1	Hey CUZ!! Just dropping by to say,"HI"" Peace
2	1	Ah thanks! ----- I look ok. Another 46 to go. Down 70 so far. ----- Happy Birthday, btw!
3	1	texas totally kicks ass ----- ha ----- its pretty fun i guess ----- love uuu
2	1	haha hi daniel
3	1	hey whats good thought id come by and show you some love. so you better return the favor. It should be nice to have me the infamous AYE bless ya page!!!!!!!!!!!!!
3	4	Carl, we are just lame. It's always mainly because I don't have credit, plus I'm lazy and work takes ALL my time away! It's an arse. ----- ----- Ah, you don't need uni, it's for losers ;o) Are you gonna go next year? My job is okay, just a tad boring and I hate working every day! ----- Nick was telling me that the new garden centre get £7 an hour on a Sunday, SEVEN POUNDS. I was nearly sick in my mouth! I miss it too, especially as Sndays would have made us rich. Does anyone we knew still work there? ----- ----- I do often think about Maureen, I hope she is well. And I hope you are well my friend! Do you still go out in Farnham and stuff? ----- ----- LOVES xxxoxoxo
2	1	OMG your birthday is comng up! What're you guys gonna do to celebrate?
3	1	Yea the wedding and everything went really great. I hope the best for you three. I cant wait for my new life to start even tho it has already. lol I hope alleria is doin ok. I know i spelled her name wrong you will just have to tell me how to. Ttyl
3	1	haha yeah i cut 6 inches off... it feels SO much better though! hows everything going?xoxox
2	1	have a listen to my new profile song, fan bloody tastic!!
2	1	what's up hammond? how's life treating you brother?
4	1	HEY MA SEXY BABY CAKES...LOL...IM PLAYIN BUT ANYWASY IM JUSS SHOWIN YA PAGE SOME LOVE AND I JUST POPED YA MYSPACE.CHERRY....LOL...WELL IM FINNA CALL YEW IN A MIN..SO I CAN TALK TO YEW BOUT WAT I SUPPOSAH YESTERDAY.. :).. ----- ----- LOVESZ YA, ----- ATAVIA
3	1	hey, I think I just saw you...weird... ----- umm..I like your background! who ever helped you with your page is pretty cool. ----- :)
1	2	4 real though, we haven't talked in a long time!
2	1	its come natural. no trying involved! ----- lol
3	1	Whhey Up Gawgus!!!! ----- ----- Must Meet up Soon! ----- ----- Hows You? ----- ----- Wubu2?? ----- ----- Love You Loads! xxxxxxxxxxx
2	1	Happy early birthday! Love your bargain alerts!
1	2	That sounds Perve-like...
4	2	CONGRATS!!!! I'M SO HAPPY FOR YOU GUYS, BUT NOW YOU CAN'T RIDE THE BULL!!!
2	1	i like ur page,u movin up in myspace ----- ----- <-JUICE->
3	1	thank you aaron! and i did have a good time. oh and u already know what i want...didnt we talk about this before ;)
2	2	Anna, you need a computer woman!!! Go hit up rent a center or something :)
3	1	darlin', i'm gonna buttah yo bread.
3	1	That was super sweet!
3	1	Hey!!! Happy Birthday!!!!!!! hope you have a great day!
2	1	hey luke how u been???...i like ur headline...lol...thats real
1	1	Hey where do I kno u 4rm?
3	1	hey girl how have u been,i miss ya happy birthday!!!!!!!!!!!!!!
2	1	Hey Josh! I sure hope you are doing well up there in Jacksonville. Don't be a stranger, alright?
2	1	cherrybomb was asking if she could come visit you, she was out this weekend and wanted to stop by to say hey. i told her we'll have to give you a call next time she's out here so we're not invading!
2	2	HEY girl, how have you been? Are you still getting married? When? Sorry I'm hardley ever on here my computer is too slow,I hope everything is good for you! Where are you working now?
1	1	like hows it going what new
1	2	hey chris. whats been going on. no alot on my end. just tryin to take things one day at a time. well get up with me sometime.
2	1	Hey whats up? How is everything up your way?
2	2	hey chick whts good? yeaaa tht movie was brokke and when i came to findlay i really didn't except to check ma myspace lol so i didn't kno bout the football game or ne thing til i got home well yea i dunno when ill b up again so yea hit me back im out ~1~katie aka real
2	1	I know we do not really know each other that well, and I really shouldn't be asking you this, I feel shy, but I want it so bad, don't get me wrong it's just that I haven't had it for a long time. I could already feel it going in so hard and coming out so soft and wet. No one has to know about this. I need it. I'm desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this, but I can feel my tongue around it sucking all the juice out until there's no more left, this has been on my mind all day long and I hope I'm not being forward, I'm usually not like this, but .......can I have a piece of gum???LoL
2	1	YO WUT UP JUST RETURNIN THE LOVE LATER! ----- ----- -MR. LAZY-
3	1	JOHN BABY;; I LOVE YOU =D ----- ----- i deff. can not wait till ----- ----- we get to hang out again ----- ----- like old times =]] ----- ----- remember that ill always ----- ----- be here for you no matter what ----- ----- cause you mean the world to me ----- ----- ----- ----- ? ----- ----- Sammy -----
2	1	yo whats up man i aint at work i have been chillin at the crib all day i got that big check you know what that means its time to get fucked up later D-Mo
2	2	MY COUGARS ARENT AFRAID OF ANYTHING THEY WILL PUT YOUR TIGERS TO SHAME ANYTIME! LOL
2	1	I been doing great...
2	1	Everybodys good! How about you guys? I tried to make it down a few weeks ago but got a little busy due to the Ole Miss games. TTYL! ----- ----- P.S.Happy Birthday
2	1	u finnally added me from the past minn lol
2	1	how u doin.thanks for the add
3	1	hey cutieface... ----- ----- you defult pic makes me wanna dance and smile and giggle and DANCE somemore ----- ----- but yeah ----- ----- hehehe ----- ----- <33 Anna
2	1	Are we still on for Burning Man this year? I've got a great unicorn costume. You should be a satyr again.
4	1	I LOVE U SO MUCH BOO
2	1	hey jake what's up playa? how's school goin?
3	1	AWW WUS UP BLUD I CNT BELIEV I AINT BEEN TA DA PAGE YET TA SHOW SUM LOVE BUT YEA IM DOEN SO NOW!! SO GET BK AT ME!! LOVE ALWAYS! ----- ----- ----- *NIE*
1	1	HEAVy SLiDdN!
2	3	This is a little message for NASTY, are we going to fight on Kellen's profile (that he never checks) or are you going to be a man and fight with me on my profile?!?!? just kidding, bitch! get rid of Tom!
1	2	i aint forgot about my niggy. whhat it is kid? ----- get at me fammo im in nap town now cha lee. ----- ----- ----- ----- 2 fingas to the left kid ----- C Bake
2	1	nuffffink:D jus urself:):) lol.xx
3	1	Wow, nice layout! Looks awesome ... oh, and I promise I won't tell mom what song you posted ... (^=
2	3	yo beatch!i forgot u actually sent me a message on this, it was aaaages ago, but i am mentally retarded and did mean to send one back but never did!wot u been up2 lately??parpxxx
3	2	hey bobby! ----- sounds so weird after all the different names ive made up for ya anyhow cheer up sis will b home soon and i hate down ppl hurts the wittyness that i hav as u call it ----- cheer up plz-ill buy u sum chocolate byexxx
3	1	Be safe today! Hope you guys have a great 4th of July! Much love to you my brother! Miss you man.
3	1	HAPPY THANKSGIVING!! I HOPE U HAD A BLESSED DAY...HAVEN'T HEARD FROM U IN AWHILE---HOPE ALL IS WELL.
1	3	B**** I dont have a scaner to put my baby's pic.
1	3	call a nigga son
2	1	Just went to Kokua Festival. It reminded me of that time we went and saw Jimmy Buffet. I think we were drunk that day. I don't know I was too drunk to remember.
2	1	hey whats up i just wanted to write and say thanx for the add but anywho write me back and i guess ill talk to you laters
2	2	Hinkle!! what is this craziness of you not coming back? im graduatin baby and comin back for business, you cant miss that!
2	2	----- This will add some spice to your page but will probably get annoying quite quickly as well. ----- ENJOY
3	1	Finally!!! And where the heck is Georgia!? LOL ----- Can't wait to catch up with you guys!
1	1	wut up
3	1	HEY B.READY ... YOUR PROFILR IS SO NICE !!! I LOVE IT !!! WELL GOD BLESS..SEE YA AT THE BANQUET TABLE !!!
5	1	Hey Tay!!! I love u soooooooooooo much!!! You are sooooooooooooo beautiful :)
3	1	Happy Birthday!! I love you...I need your cell # ----- Hope you're feeling better!!
3	1	Hey there you sexy beast!! So I haven't talked to you in like forever... you should come out to starved rock tomorrow night and root me on in the competition. Take care buddy!
1	1	kk just tell me when the try out rkk
2	3	your a homo lol jp but wut u doing damn ur still asleep i bet
1	1	hi bosley
3	1	What they do? I was just stoping by your page. MUCH LOVE. MS. FELISHA
4	1	HEY, I THOUGHT I MIGHT NEED TO SHOW MY FACE JUST THAT I WOULD SHOW YOU SOME LOVE!!!!!!!!!!! ----- LOVE YOU BOO!!!! ----- "MRS, U ALREADY KNOW"
3	1	Hey Hom[eee]...lol! Whats up? You needs to come with me and AAron to the mall whenever we go...otay! U gotsta come over sometime....k? adios...hasta la BYEBYE! [nia]
1	4	stop being a pussy your whole life and find a way to get to jersy!
3	1	woohoo! #1! why am i #1? ----- ~julie
2	1	hey i was just stopping by and you don't have nobody that gave you a coment so iwas just stoping by to give you some love
2	1	hey you wats up?? long time no talk!! how have you been??
1	1	sure
3	1	HAPPY 18TH BIRTHDAY VICKY I HOPE U HAVE A GOOD DAY DARLING SEE U SOON LOVE YA AS A MATE LOVCE SAM
2	1	Have a Great Birthday!
1	1	CHEK OUT OUR NEW VIDEOS ----- D LOS POLVILLEROS IN MY PAGE ----- MY DAD STARS DANCING
2	2	Hello Leeroy, how are you? Was so battered the other night! Did you find Paul?
2	3	ohh well arent we just an over achiever..heheh just jokin thats a good thing... andddd i am about to go but i will call you when im done cleanin...i gotta clean the kitchen and dinnein room and living room....so i gots alot to clean for only 20 freakin dollarsss!! but ill call you babe.
2	1	Hey hunny, just wanted to say hi & see how you've been. Hope all is well ttul xo
1	2	okay you need to pimp your page girl
1	4	i think im going to keep dispatch to myself, you can have my kids in 20 years i dont car ill probable be sick of them by then anyways...wait what was i going to say o yea your an asshole
1	2	im not gunna put u in my top because u dont have me on ur top
2	1	Hi Rachel, How RU? Hope you are doing good!! Talk to you later! :)
3	1	i love you uncle donnie
2	2	Hey up Neil! ----- You had a good weekend? Im still recovering. Went in Crown last night for a couple of drinks. Two bottles of wine later.... Ended up in V bar I was a wee bit drunk. All good fun :-)
3	1	que laa?!?!? hey babe...look i finally put up a new pik of me. lol. yay 4 me. anyways jus wanted 2 stop by n sho ur page sum luv. so yuh. im out. dale. i luv u. mwahz
3	1	thanks i'm glad to have you too as a friend.love melanie
3	4	Hey you fucker! I'll see you friday! Me and Mel are comin out! If that's ok. Seth said we could come so we are whether you like it or not bitch! LOL! LOve Ya Quickie!
3	1	heeey, ----- thanx 4 acceptin the add, ----- did u have a good weekend? ----- x x
2	1	hey hows it going? thanks for the add
2	2	IM REALLY MISSING YOU GUYS!!!!! HOW ARE YOU DOING??
3	1	Just was stopping in to say hi. Hope all is well, love and miss you!!! ~kisses~
2	1	Great seeing you this week Devin. Hope all is going well.
2	1	heyy alex how are u doin u knw who this is shaquanna
3	1	HAPPY bIRTHDAY! dude!!!
4	1	Hey Papa, ----- ----- I love your layout! It is auesome!! ----- I am so glad you have a my space now! ----- Its it fun!
1	4	who the fuck are you!!!!!
2	1	Happy Thanksgiving!
1	2	AnthOnY! ----- Oh No i DonT knOw whAt iS on Mr.TecHz FinaL!!
1	1	..
1	5	Fuck You
1	1	And the story behind the (really very hot) carhart's is..........?
3	1	Yay! ^_^ It's gonna be so rad. Ha ha. What color are you going to do?
3	1	im in love with andrew bird and beirut too :]
2	1	so...how the heck are you?
1	4	Hey... whats up? you know what fuckin sucks? i won't have any money for the app. and shit for the apt. for 2 weeks, it's pissing me, off, and i'm gonna try to get it soon... i'm so pissed, my check was only $100, but, don't worry, my next 1 will be about$350. so it's all cool. well, later.
2	1	Thanks for commenting my page. Your a cutie as well.
3	2	Dewd. People are going to think you are a total bitch automaticly with that blurb! You should let them come to that conclusion naturally....lol. "psych!" Anyway, so glad you are back, love working with you...love kickin it! This weekend...on like kong...literally.
1	1	hey is this kacy???
3	1	I love you too!!!! Glad to see you "friend" is no long your friend lol
2	1	lol hmm lets see, probably about mid way through the summmerr haha
2	1	FIRST COMMENT!! Heheh I win. Do I know you?
1	1	Hey do we need to go toward knowxville to get home. or how bout through hot springs
2	1	HELL YA. WELL GOOD LUCK ON THAT.
1	5	yea i would have crushed that mutha fucka's skull in...i cant believe that shit...i would have killed him
2	1	:o)
3	1	thanks calvin love you sexxxxy ----- ----- mwahhhh<33
2	1	Aye What Up Boi...Holla
3	1	wow i love ur songs but u have to go here mine it is so kool....lol
3	2	MISS YOU! We want to know when you are coming back to chat???? Hope you are having a great time! ----- Love ya ----- Aim and Ali -----
2	1	my parents want me to go to concord carlsile.. they heard good stuff about it, so i'll just be driving there.. no biggie.. oh, are u on varsity football?
2	1	yea. some time i would like to play volleyball with you guys.
2	1	thanks for the add
3	1	I'm in love with a Shin. Don't tell! ----- xoxo, ----- ----- kwm
3	1	WOW!! I guess I am sooo cool! Thanks! Don't forget Micro this Sat. Wear white!
2	1	i want to watch video.what is malt?
1	1	hi
1	1	so how was Kings Island and yo when do u work?
2	1	heyy eddie...was up long time no see! ----- ----- hows your summer going?? ----- ----- catch ya later buddy ----- ----- ----- ?anna
2	1	thanks for the add mate
2	1	Just came by to say HI!
2	2	sorry you gettin all you in your grill nikkie peace out
1	1	check out my myspace somebody did something to it sould i leave it like that with all the music vidoes
3	1	Kisses come see us at the mall...
2	2	How about i leave a msg for ya ----- COME TO MILLERSBURG NOW... MILLERSBURG...MILLERS...BURG UMMMMM YUMMY MILLERSBURGER MILERSBURG RIGHT NOW MILLERSBURG I KNOW YOUR FAT AND WANT some millersBURGERS
1	3	You suck at the internet. Just a friendly FYI.
2	1	hello how are you?
3	3	hey dork brain!!!! wow was a lil surprsisin seein u on my thingy long time no talk!!!!! i heard ur datin danielle which is awesome!!!! hopefully ur good to her as well is her to u!!!! well hope all is well and ur life is good!!! where u livin now???? n e ways hit me back when u get this k!?!?!?! i since u got a girlfriend now that means well prolly see eachother at joce's party tomorrow night so no hard feelins!!! i wish the best for u guys!!!! ----- xoxoxTara
2	1	Hey, how are ya?
1	1	Hey Kat what you been up too?
3	2	Hey, Crystal! ----- I hope you had a wonderful Christmas and that your 2007 is your best year ever!!!! Miss you lots!
1	2	when did i ever tell her that, i honestly do not recall.
2	1	yea we can
2	3	chillin chillin u no tryna keep up on da finals man even though im bout to die!!!!!!!!
4	1	Awww you had the baby??? I bet she is just beautiful!!! Big hugs for you and the baby!!! Can't wait to see pictures! Love ya!!!!
2	3	lol yeah true. im not looking forward to the shoping or the actual pictures at all
3	1	Hi Conner Reede Grandpa loves u
4	2	hey wats up dude we miss u sosososososososososososososossosososossososososososososososooooooooooooooooooooooooooooooooo much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! luv ya man peace nigga
2	2	cry me a river...I need more rain around here...j/k. There I added your pics...happy now??? luv ya
2	1	thank you my good friend
1	1	Hey Man ----- You Marching at SC? ----- I didnt see you after the game!
3	3	Thank you very much. I miss you too. You know, this Thanksgiving and Christmas is going to be very hard for me. Miss you...
3	1	Dude we won a game. ----- We beat Hudson by 11 points haha ----- so now we have an impressive record of 1-6 haha
3	2	Hey, I wuv oou 2, Miss you lots, see ya soon. Awesome pic. Haven't heard the tune yet don't know what happened will try to fix speaker.
5	1	Hey girl!! You know that I will always be here for you and those three beautiful boys!! Let me know anytime I can help. I will be there in a flash!! Be strong and know that you have people that care and that are praying for ya!! Love Ya Girl!! See ya soon!
2	1	ROW ROW ROW MY BLUNT ----- TWIST IT @ THE END. ----- LIGHT IT UP AND TAKE ----- A PUFF,AND PASS IT ----- 2 A FRIEND!!! ----- KEEP MY BLUNT GOIN... ----- DONT SKIP ANY HOMIES!!!
3	2	yay!!!!!!!!!! im elissas first comment!!!!!!!!!!! hmm i still think you should of gone with allisoncurboismyidol but whatever dude!!!!
2	1	cool and worrd u right u r da only 1 lol ----- will joe start in football lol da coaches said dat about u
2	1	i had a great day thanks. been working all day today nd ive just come on here for a few mins b4 i go back 2 work, how about u wubu2? x
3	2	Whatup Hobag? Awesome time this weekend! Come to LA
3	1	happy hump day. I luv u!!!!!!
3	1	HHHEEEELLLLLLOOOOOOOOO.....AAWWWWW BABY'S GETTIN SO BIG!!!! DAMN WE GOT ALOT OF CATCHIN UP TO DO....
1	2	if it doent get called off
2	1	URBAN PARADISE!!! ALL YOU BETTER COME! HAHAH INFO ON MY DEFAULT =)
1	2	hey noodle brain!
2	3	Thanks! I'm doing ok.Really anxious for ya'll to get back! I miss Rob!! How are you doing?
1	1	watz gud? c/b
2	2	Hey kids whats up i will be your mother if you dont have 1
1	1	that is my 17 year old brother n law
3	1	hey u congrat hey but i am glad u had it ok well tell ur mom hi and britt and u dad and mike love u lots later ----- ----- heres my number so u can call me 719 474 9862
1	3	hey I'd pay Huey, Dewey and Jigbooey , to shank u but, your safe in your little fag ward, so let mother nature take her course.
3	2	That is funny that you should leave that comment, because I just left one to my roommate making fun of the Giants (her team)! That was a pretty sweet score and I wish they could do that all of the time.... that would be amazing!!!!! Oh and when hell freezes over I will root for the yankees... so fat chance... I will be rooting for the Mets!!!!!!!!!!
3	1	I could totally go for some deep fried ravioli or a 5lb bad of fries!!! Oh and don't forget the cause of those wonderful meals....could go for some of that too...Good times
1	2	whats up dogg!!
3	1	YOUR SO CONFIEDENT! ----- and i mean your funny ----- and you care about people feelings ----- gaw this is makeing me like you even more!
2	1	just droping by to see how you all are and say hello. Take care
3	1	sweet thatd be awesome
2	1	hey man ill see you tomarow
2	1	Keepin it real.
1	3	Only 5 friends? ----- This is an outrage!
1	1	Give me a call
2	1	hey there hows it goin? I havent seen you in forever, and when did you have a baby?
3	1	Hello my dear!!! Sam has luckily got his hands on a room in the Bedford Park pub in Streatham, which is now owned by the owner of the Windmill in Brixton. Sam is gonna start doing gig nights there for all types of bands, and some club/party nights maybe too!!! All very exciting! Well anyways the 1st night is gonna be Sat 30th, so y'all gotta come down!! Luv Gem xxx
1	1	wasup? Jasmin from Iowa t0ld me this i~ll ringones internet-page www.mobefwerg.com
2	1	your welcome. ----- ----- oh yeah, do you remember the homework we had for extra credit for NPLUS?
2	2	thankkx!but hu r u?no afence!
2	2	FIGGUMMSSSSSSSSSSSSSSSSSS!!! hahaha
3	1	i love youu
3	1	Peterrrr get better, i <3 you!
4	1	Im fine sweetie! not seen you in ages hun what you been doin??? prob hidin from us lol!!! you havin a crazy weekend? you have missed a couple of mad nights :( my parents were away ----- muchos love xxx
4	2	Hey baby ..... i miss you to and i don't have a bed partner either isac is at amy's so i am alone too! Bj said whats up. ----- I love you baby and i can't wait to see you tomorrow ! ----- good night sweet dreams ----- i love you ! ----- oxooxoxooxoxoxox ----- Kris
3	1	i just popped your comment cherry!!!! ----- ----- ----- lol haha
2	1	thanks 4 accepting my add
3	1	hey hottie! lol ----- ----- Welcome lol lame but im colin if you need to talk to someone im here.
1	2	Check your page more often frodo!
1	3	Not much just sitting around on a Friday night.. sad huh>? I must be old :(
1	1	yo u got aim
1	3	mundelein... ----- r team sucked ass but it was better when we won ----- ----- we played u both at home.. ----- so yah ----- im danny
3	2	hey sean! how r u?! I miss u, Im so happy u got a myspace. How is everything going at college? I have to have my applications in in about a week....its awful! lol Well Ill ttys luv ya!
2	1	Evening young man.... fancy Doncaster at home on your birthday(ish) weekend? Its officially retro day so i'm sure the silver surfer shoes will fit right in!
2	1	what up baby?
3	2	Hey hunny! i'm fine and dandy thanx. i've only just managed 2 sign in on myspace cus its not been letting....computer says no!! rubbish hey! so how's the lovely university of warwick then? hope your not getting 2 drunk!! x x
2	1	happy birthday dude...
2	1	Hey, I uploaded your photo and am printing it out. Cool beans.Mom
2	1	Hey, Hey kid what is new?
2	1	hey tortilla boi..lol wat u been up 2me juss chillin well write back
2	2	Hey ya we did alright. I shot 3 and cory shot 3. Seen alot the first day but only decided to kill 3 that day, didnt see anything the following days.. thats how it goes tho.What you up to? hows school going for you
1	1	Iin my break iis your brother home....
2	2	Haha! Yeah very funny! Your just jelous cause Im shorter than you!! ----- :-] ----- ?AnGeL
2	1	Let me know where and set up people who are interested and i'll be there
3	1	Hope that you all have a great holiday!!!!
1	1	what up son
2	1	hey thanx 4 the add dude ----- ----- farnborough 6th? or just have mates that go there? ----- ----- Emma ----- ----- x
4	1	Heyahh Babe x ----- Ii Love Yuu x
2	1	Hello Josh :)
2	2	Thanks for the compliment Duane...however you need to get the program straight lol!
1	2	get your rat out
3	1	lol i wag my bum at u everyday!... wink wink** too bad u only wag it bak... lol
1	3	I think you'll find I did that on purpose. and you've used a capital letter at the end of your name instead of the start. Very Poor Gramma young man!!
3	1	HAPPY BIRTHDAY ERIC!!!!!!
3	1	Hey Mr Crab, thanks for the add. Love your hat & profile song. Have a groovy easter weekend & stay away from the DIY, you know it's a killer during Bank Holidays. Love n hugs x
2	2	QUE ONDA PUTO? ----- OH WAIT LET ME TRANSLATE THAT FOR U BLACK MAN>! ----- WHATS UP FRIEND? ----- HAHA ----- AYE WEY U WANT SOME FEATHERS?
3	1	doin good.Cute baby, but what is that next to it? =P
3	2	lol i havent had too much c/w not as much as i expected. what subjects did u take? iv just got back from the farnham college open evening, it doesn look half bad =] ----- ----- ummm tbh not bin up to much at the wkends, alot of shopping and chillin, and i now work sundays at argos! woop woop haha. hannahs party was pretty good in the end =D ----- ----- u been up to anything exciting? ----- ----- wb love u xxxxxxxxxxxxx
3	1	you are such a hottie. ----- lol ----- i heart you.
2	1	whew that was one intense game of softball on Saturday :D
2	1	Hello ----- ----- I hope you had a lovely birthday and weekend. ----- ----- Keep It Metal ----- ----- Cilgrug
2	2	I popped your comment cherry :P You need to add some words, and some pictures. I feel like i'm looking at an empty room or something
3	1	hey sup man how are ya how is life treatin u im doing good i just got done with ma colege applications so thats a big release
3	2	Hey. ----- ----- I Havent talked to you in soo long. I miss you ? we need to hang out soon. This summer you need to come to my house and swimmin. Well im glad you finally got a myspace. now we can talk :] ----- ----- ? Brii
2	1	Hello!
3	2	hi tom! hope ur okay!? looking forward to uni? kinda wish i was goin now!lol! maybe one day when i grow a brain cell!lol! hope ur good ----- faybe x
2	1	watup thuggin... how is ursuline treatin ya? u no i miss u keep ballin over there tho. maybe we'll chill one day. have funn u know ----- -vic
3	1	Ana you rock!!!!! love the slide show...
2	2	miss u guys
2	2	oh.......my........god. ----- ----- Laura has got a myspace. what was it you said at work? something like 'i dont need myspace, i've got a real life'.
3	1	Happy B Day sister I tried to call u yesterday n could not get a hold of u so this is the next best thing, LUV U
2	2	kacey! ----- i miss you! ----- call me, and let's hang out soon. ----- ?
4	1	hey chick - where you now in the world??? i'm now in laos and loving it. big love to ya xxxxxxxxxxxx
3	1	Hey you!! Hope the Holidays have been good to you and yours.
2	1	hey i like ur backround its cool
2	1	happy smurfday... -----
1	4	DAMN NIGGA U FAKE AS FUCK WIT UR FAT ASS U LUCKY I HAD YOUR BACK EARLIER BUT FO REAL TAKE THEM PICS OFF BEFORE THEY FIND OUT U FAKE
3	1	well i was bored but now i am going to dinner with tara and amen and then we r going to see the movie the pursuite of happiness! ----- so yea
1	3	dangg foo. i dont wanna enterr this one. im sorry ferr surr.
2	2	sorry how do you spell it?? lol im waiting until the spring semester to start school.
3	1	I love you Mwah!!!<33 ----- ----- you knoe who?
2	1	Helloooooooo
3	1	good day sir!! ----- you have an event to reply to on facebook!!....but a text would be MAGIC!! ----- you out tonight?? ----- hope your well. ----- ----- love ya.
2	1	hey boy! how are you doin!!gettin ready for college?
1	4	Damn Did u see that game it was fucking bad as fuck!!!!!
2	1	Thnax for the add!
2	3	I signed the Pention ----- ----- that website was soo sad ----- i cryed for like 20 minutes...
3	2	We missed you at the movies last week! Although yo did not miss a lot with that movie! I hope to see you soon! Let me know if you need anything!!!!!!!!!
