mean pos	mean neg	YouTube Text
2	2	I luv hairy bum cheeks
2	1	I was in Mitre Square on new years eve. There is an atmosphere, even today.Thanks for the video.
2	1	@Cdubzhappy: lmao....oh but acid is so much funner.
1	4	@clehneis then dont watch you moron.
1	1	I never noticed the roman numerals in the back ground
4	1	I didn't even watch gh back when helena was around, but I have seen clips of helena at her best. I LOVE HELENA'S RETURN!!!!!
2	2	i do have to say i think champ car was better series but primaraly in the 90's and i am sad to say i came into this world to late to see the rise of tracy, or remember to much of zanardi or moore. ohh and i miss turbos
3	2	Just seen these guys at Edinburgh fringe and they are fab! Definate improvement on Lady (?) BlahBlah!!
3	3	could it be that the generation that wouldn't trust anyone over 30 when they were 20 NOW doesn't trust anyone under 50 now that they're 60? Get the baby boomers out! Barack Obama not only bridges the racial wounds in this country but will be a generational shift in power... Obama 08!
1	4	dinho=atheist evangelistIf you think hitchens is not a hater you are in serious denial.enlighten yourself with thiswatch?v=GMsjWb975tM
5	1	i so agree!!! XD This may be the best anime i watched this year!!!! seriously it just keep gstting better and better every time i watch a new anime.....i wonder if this is a book? i hope so cause i would TOTALY buy it!!!! XD
2	2	lol gl with a 12a
2	2	oh no, the recap episode! (i'll watch it anyway)
2	2	the first thing i noticed is............ TIFA XDbut anyways good job and keep going la
1	2	@AndreMitStrich because andremit they don't like to hear the truth
2	1	Also viewable; SHEER PRIDE Ghost dance, VIBE Everyone's a Winner, VIBE Rescue Me, VIBE I Believe, FORMOSA Metal Guru
3	1	awesome vid =]
5	1	I love Madoka!!~ And such a nice song :P
2	2	@Tekken6WannaB True, your right. The possibility of them both crossing paths is at least 80% since no one else is near the rank level. Right now they are both DragonLords, I don't really care what rank they are cause I know once the other pros decide to c
2	2	cute - but why is this on snarkies - should we all post babies
3	1	Very pretty. What is your hair type if you don't mind me asking?
2	2	Those are his girls!!!!
5	1	A Classic in the world of Comedy, the writing, storyline & acting all come together flawlessly which very few films of any nature even come within a mile of doing.
3	1	great song
3	1	this is y i LOVE maryland football
1	3	@666fannyfart what rubbish. you are not a doctor.
4	1	By the way, your opening is awesome.
1	5	Stupid ass bitch ass mother fucken ass reporter
1	3	I dont like this album much at all, theres only 4 or 5 songs on it that really stand out to me.. Theres not enough heavy stuff on it
5	1	best show ever!!! he's sarcastic and hilarious!
2	2	Adam Sandler is from Manchester New Hampshire...Anyway Eli was good in this movie.I like this interview side to him better than all the "torture porn" shit...
2	2	hate to say it but none of us live forever. some people die, not everyone can be saved. i would def support a private fire dept, prob be included in ur mortgage. would prob be cheaper, but i also not against public depts either.
3	1	Gorgeous
1	1	does it work well with the bumper?
1	3	he can die from that he can overload his stomach causing it to push his lungs and ribs suffication and it pops
1	1	I don't know anything about the drummer, but is that Jo and Danny in this band?
1	2	@TimothyParadox1 It should involve Gordan, but just in basic speech. It should follow the basic storyline of HL2, but focus on the soldiers life, not the actually game.
1	1	oh my god... esta cancion la escuche en el verano del 97 y me enamore de esta cancion, la he buscado por muchos medios y no la encontraba... pense que solo era un promo que no dio bola.
3	1	Can I move in with you guys??? :3
3	1	R u a mac professsional artist? Cause ur really good!
3	1	may allah bless him jannah may it give reflect humanity peace and light
1	2	he needs to start doing stairs
1	4	are rude comments by ignorant people really needed? there's an option known by most people to put the volume on 'mute' or turning the sound off. hope that's not too difficult for you to figure out.
4	1	thank u 4 uploading!!!! P.S i am makeing flan now!!!!!!!!!
1	1	Yeah Im pretty sure because before I changed it it was always "industrial/techno/gothic".
3	1	Just once I would love to do the Monkee walk with some friends like this -- just for the fun and laugh of it (can we throw in the Monkees too? -- LOL).
1	1	where he from?
3	1	like itt<3<3
4	1	GO CHUCK GO CHUCK GO GO GO CHUCK!
2	1	female seeking a married sugar daddy
2	4	@vanityvideo just because i dont have a mac doesnt mean im not smart. i bet you can barely grasp basic 10th grade algebra. i never said about the right thing, you said the population is dying when its clealy not
2	1	My pet ferret is named 'Charlie' because of that video
2	2	And he was forced to flee Jamaica after one of his early concerts, later returning to join up with the Wailers. SO it isn't crazy to think he was assasinated, but as it stands right now, most of the evidence points towards a natural death (cancer). Unless someone has turned up new evidence, which I would REALLY be interested in hearing.
4	1	Freakin' Awesome. <3
3	1	And remember...selena luved donna summers & janet jackson and they were african american so selena is the best person wen it comes 2 lovin different kinds of races
1	5	Langue...langue..... We all have the government we deserve. Somalia is a cesspool, so you have a cesspool for a government. It's at the point that Somalia's Neighbors had to intervene because off cross border raids and the West has too shoot pirates to protect global trade routes. Somalia Is like Retarded child spreading shit all over the walls, which others have too clean up!
2	2	ahahhahahaha
1	1	Thai Male girls for marriage gettop5.info
4	1	I love this, U keep Me Fallin Head Over Heals :-)
2	1	Send me your direct email in a private message on youtube, and I will email an mp3 to you.
5	1	LOVE the Movie LOVE the Song LOVE Tanner and Nathaniel and LOVE what you have done with IT!!!
1	1	how much does it cost u downloading this game
1	2	guess that car that will end up splitting in half shouldnt have been there at the time.
2	5	First thing first you should learn how to spell .Second who cares that he is bi racial i don't care he is the best man for the job and Powell is free to support whom ever he see fit too i could care less about repbu==lick==ass there the ones out of touch that's why their not in charge any more because there so out of touch? Get a ged then talk too me inbred white trailer trash cunt
2	1	This is the winemaker.Always discard the
2	1	In Sickness and in Health is Pending DVD release. Spread the word to other fan's so we get all 6 series and the 5 christmas specials on DVD. Series 1 will be released soon, as soon as I get the release date it'll be on here...
3	1	Gosh , you can feel her Voice !!
4	1	totally awesome
2	1	@sky466 its a guy called johnny rose, i can't find his version on youtube either though, if thats what you mean
1	2	it look lie a monopod
1	4	4 weeks prior to 9/11 my son and I flew to Brazil, we saw no high security in the 2 US airports through which we passed. When we arrived at GRU the airport was filled with Military, Police, sniffer dogs, security was intense. I asked what was going on, they said there are terrorist threats to airports! Everywhere we went in SP we saw high security, embassies, public bldgs, shopping centers, etc. We returned 5 days before 9/11, still no high security in the 2 US airports...who dropped the ball?
5	1	group hug! :D!!!
1	4	Can't quite see the strings! But, they are puppets! Do they Fly? Do not think so!
1	1	se escucho bacan ese dia en el estadio ya que estaba lleno
4	1	what is this song called btw i loved it ive watched it so many times before
4	1	Thank you Diana for all of them. Loved ithem yesterday and love them today
4	1	I saw Roger Waters performing Dark Side of the Moon and others on July 12, 2007 at Darien Lake, NY, best show ever. He opened with this song, but the visuals were different; in my opinion, way cooler, because instead of a picture, it was the video of the hammers marching along with the rhytum of the music, occasionally changing from white to red, and back. To agree with you, perfect song to open with!
2	2	an i swear this track says amilli so much that it can get annoying lol check out chamillionaire's swagger like us rmx... NASTTTYY
1	1	afiurfcuvv98mupuugo
3	1	I was 6 yrs old and my Elementary School bus driver would play it on my bus to school....Cool huh....
3	1	first view comment and rate good video
3	1	The beautiful story of our origins is bringing us together as the people of the one race... the human race.
1	1	Ron Paul 2012
4	1	Nekoooooooooooooooooooooooooooooooooooooooooo my case
4	1	The greys are real, this is proofreally nice song 5/5
2	1	i was looking for this tutorial from a long time actualy i was knowing all the steps untill you load the shader color with the image i didn't know maya actually figure out to load automaticaly all the image sequence to be corespondent with frames , and i ceck lots of tutorials and you are the first one ho do this thanks alot ,i configure the plane diferently and maya does the calculation for me ,i drop the plane then i go in inputs with 3 height 2 and after i scale x and z:8 to optain 24/16
1	3	what a horrible dream!
4	1	Now live in USA , but proud to say I come from a good English navy family. Both Grandfathers Father and about eight other family members.
2	3	Actually, if you can't tell that my text, containing four words, was sarcastic, then there's no point explaining further... 9:24 wasted of both our lives dude. Peace.
1	4	Americans are thick...believe me, I've been living amongst them for the past ten years.
1	3	sad thing is, is that this will probly happen in real life
5	1	wow what a super fabulous Mum you are..your children are sure to have some fantastic keepsakes..you are so creative and talented i love all your work
4	2	It realy touches u if u think how much theyhave and how much we have today in america...I saw it at church a week ago and I cried its realy sad...my church is rasing money to build and fill a fresh water well in Kenya...and we are almost there!
3	1	@10cx thank you :D
1	1	so what does gquit meen game quit?
1	5	get fucked yankee boy i aint no helpless woman or child you think you can bully so go fuc yaself...ok YA!
1	2	No kidding, I remember my first video camera, lol!
2	1	What would be the first step to ask a girl out ?
1	4	Just because something affects society doesn't classify it as a "social issue." Every issue affects society, so by that logic every issue is a "social issue" and why even put "social" in there, just call them "issues."lol fuck semantics anyways.Capitalism may be greed based, but that's because we're greedy by nature, civilized or not. Also, calling people idiots for not bowing to your beliefs does nothing to convince anybody.
1	3	@Catherine8raw His immune system was already low before the TB and Hepatitis hit. He had an accident where he cut his knee I believe, when he was a teenager, and he got the HPV infection. But unfortunately his immune system was unable to beat it so he gre
1	1	The story was on We Got to Do Better (Hot Ghetto Mess) this week on BET!!
1	3	The show in general is well... stupid and Michelle just makes it all much worse she's such a loser wannabe Feminist.
3	2	i have to do this before i die!!!
3	1	Thanks Pascal
3	1	You guys are legittt!
2	1	the weapon... the foot ahhh this guy cracks me up.
2	2	Thats not a 08, thats a 06 or 07 Classic, this body style was completely phased out in 08 for the GMT-900 Platform.
2	2	@TheSpazmAttack you will get the hang of it
1	3	Hope she catches fire. Her opponent sure handed her a sure fire shovel to bury him with.
1	2	I'm going to take a wild guess and say Eddie long ain't gonna be there
1	2	yuppie flu?
2	1	this was very informative could you make one for (please come to boston) by kenny loggins?!
1	1	2 hours and 35 minutes.
1	2	I think you're refering to Rosie O'Donnel sitting next to her.
1	3	@EvilDoR wow. they had better make it so all classes are open to all genders quick or their reputation is going to take a hit
2	1	Sounds like your tomatoes aren't being pollinated. Do you have enough bees in your area? You can pollinate your tomatoes yourself with a small paint brush. Just touch each tomatoe blossom with the tip of the paintbrush as a bee would do. You should get a better yield. Also, thin out the bloooms so you only have two tomatoes on each stem. This will allow them to develop into bigger, more tastey tomatoes. Good luck.
3	1	Mises' Cable network would be awesome.
1	2	@varunlele lots of rebuilds :S thats wut happeneds in a 2 stroke
3	3	Sickkkk!!!
1	2	what the hell was she doing with her underwear down?
4	1	She had the voice of an Angel. The moment you hear her you fall in love with her.
4	1	that park looks amazing
4	1	what a beautiful song.
1	1	@biggayal1992 Next to Victory with a bronze statue of ADM Jellicoe on the bridge.
2	2	@Cr3ater yea it does look a little dry huh? I BBQ mine, glaze it, and keep the fat on to keep it juicy
3	1	dude this is sweet this made is so ultra fast its unbelievable thanx XD
2	2	how he die! he looked in good shape!
2	1	my little girl cant stop watching
1	1	o_o
4	1	i love deidara and sasori!!!! *fangirl squeal then faints*
3	1	tru genius
2	2	Noa: yea, you woulda been OK as long as the roux was in the same temperature range as the stock AND the stock was not too "greasy" to begin with (SUBSCRIBE! see "magic dinner party video" for stock scumming & degreasing techniques). For demi's- I still MUCH prefer: 1) au natural 2) Arrowroot slurry over roux. keep it up, Kid, your gonna do fine.
1	1	What song is this??
2	1	thats right man homey
3	1	Still my favourite album from Esem.
3	1	I love this video production, even though it may be "amateur". It definitely struck a chord with me, and the narration is perfect in my humble opinion. Great job!
4	1	i have a twin sister and her name is rosemary hope miss rosemary gets well soon she is just a sweetie and sooo is rickey !!!! :0)
1	2	Then Mary's head is lit on fire
1	1	guygiuybhb bbhjui
3	3	Respect lads!That guy was full of shit.Anyother way yuo can remove one without removing the vehicle?
2	3	ITS ABOUT TIME!
4	1	ahh man, thats how im gonna propose to my soulmate :)
1	1	trimakasih mas riyanto 2000 atas uploudingnya hj karisma saya juga orang madiun kok yg skrng berada di usa.
1	5	who the fuck said fuck oy nope nigga fuck u oyyy night was gooody 
1	3	the diffrence is in america its not a god in japan it is america changed it to burning gundam becuz it might be offending some ppl calling gundam a god
2	2	BBBBBBBBB lol please
2	2	@scudFDL i just wish they showed it a bit clearer..
3	2	love the song..da video is kinda dark
3	1	Another great video. Thanks!
1	1	505!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1	2	And then it got quiet
3	1	I wass theree! (L)
1	4	You asswipe.
3	1	Thanks for your kind comment! I picked this little whistle up in a thrift store for $2 about three months ago, sanitized it, played it once and set it aside - it sounded REALLY rough. Today I took it out and tweaked it a little and I was pretty pleased with the tone. Again, thanks! Looking forward to more videos from you as well!
3	1	this my straight issh.. she went hard on this.. big ups to pharell for helpin her make this! two geniuses at wk!
5	1	AWESOME THANK U :) NAMASTE SUNSHINE SMILES :)
1	1	do you need to be a specific class to do this glitch like soldier or adept etc?
1	1	what album is this one? anybody?
3	2	omg i miss you too. holy crap Nique (i know how to say your nickname but not spell it lol)im gonna send you a note
1	2	sneaky! but not very good loot>.>
2	1	please upload this movie
2	3	He says multiple times that an angel said that he's going to see Jehovah. Fascinating. An angel uses a mistranslation of the name YHWH (Yahweh) from the middle ages (1500 a.d. or so). I don't see why an angel would use a mistranslated name when referring to Almighty God in His Heaven.
2	1	@philosophic9 we are just starting to show it at festivals so hopefully sometime next year to the public... you can follow the film on Twitter (@rubblekings) for screening updates...
2	1	There are Anderson PowerPoles that go up to 75W... I try to use Anderson's for everything I do. Just makes everything universal.
2	2	Because it's hard to save up money in the original. Besides, you're always gonna buy new weapons because the enemies get tougher. For example, you don't need to buy the Walloper (though it will help in Gaspar), you absolutely need to buy the Devastator, since it's gonna have to be your first big source of damage UNTIL you buy the R.Y.N.O.
2	1	It's "From Yesterday" by 30 seconds to Mars
1	3	this video is boring
1	1	also, does this video make the showwx look brighter, darker, or the same as in real life?
4	1	I love O Fortuna, its such an epic peice of poetry. I am gonna use it as a trailer for one my videos. I'm not trying to advertise my channel either. I'm just saying how cool this song is. I first heard it on Son of Jackass. I thought the way they used it was halarious XD
3	1	oh man!..... batista and undertaker are two of my favorite wrestlers!!!!
1	1	gracias por subirla..hace tiempo la andaba buscando...pa primera vez q la vi fue hace un a?o en estados unidos y por desgracia fue en hallowen...estaba q me cagaba el 30 de octubre para salir al desfile de disfraces...pero esta perra esta pelicula..pinche ni?o asesino..
1	4	omg, she is so dumb.
3	1	Thank you for this beautiful song. Rest in Peace Monsieur Brel.
2	2	@WhoYouCantSee SWIM has had long lasting residual effects with DMT....... people need to face it, no mind altering drug is ever going to be good for you, however there many people who can put their mind under continual abuse via psychedelics and be fine,
2	2	i was talking about p2p genius. have you seen all the famous pkers they train range up first? range of ish,kids ranqe etc? then they get melee stats.
2	2	Glad that 10cc, Suzi Quatro, The Sweet, and Wizzard are coming up soon - the major Glam rock bands than Gary Glitter!
2	2	I saw this tour in Boston and I swear the beginning of Stand Back was different. It was a sound a wave that started out soft and no one knew what song was coming till it got louder and louder and then the synths kicked in. Does anyone else remember this? No-I wasn't high!
3	1	Awesome, I needed a guide on this achievement.
2	2	lol haha and then the double back and they wont even be able to do it
3	2	Baddest assed beat ever heard.. Kinda like that Young Jeezy beat...
1	1	@KFCNYUKAA lulz.
1	2	only one lyric I'm not sure about that may be wrong due to watching his live performances change in brackets [ ]:You're my bad habit babyYou're myYou're taking my souldown to the level [O]
3	1	1:00 i eat grilled cheeses with a sliced pickle also , i love the contrastin flavor of the dill pickle taste and the crispness of it against the softy gooey and somewhat sweet melted cheese and buttery toasted bread
4	1	I absolutely love this Apron! I think I'll make a couple for my Great-Granddaughters for Christmas. Thanks a bunch!
3	1	: )
3	1	I like how you're not sponsored. Keep it real. Looking forward to what you have to offer!
2	2	how long will it last before you do it again?
1	1	my call outLondonTeyonaAllisonCeliaNatalieSandraThaliaCourtneyNijahJessica FoEliminated - Aminat
4	1	wow, my mind is completely blown. i would give anything to draw like that! :D
3	2	you are absolutely correct !!
4	1	sooo cute....! i am totally doing this
4	1	I love how you can hear people in the audience singing "Cherry blossom girl"They sound beautiful live!
2	2	@NuraHawk It wasnt that hard! :)
4	2	...and what if the world is really depressing? God didnt heal you? You are speaking to thousands of people and they are listening !!! Spiritually you hang on to Jesus like you never have before. This IS healed !!! You have to hold on to this truth- Jesus died for you when the world didnt care. Onward Christian !!! remember your love for Christ? Shine before the world !!!
3	1	Oh, yeah I subscribed and marked this as my favorite.
1	1	Is this crazy Macadoodle Fife?
2	2	godbless alex jones and dr scott whitaker
1	5	I'd fucking kick the living shit out of the driver after the race............... Track him down and pound him down relentlessly..................... Go to his house and fuck his wife.
1	5	Genies in bottles, toothpaste in tubes.... Is it too much to ask, that these "highly educated" people we elect to office can clearly literate their ideas, take responsibility and solve problems? oh wait......yes it is. People who once held these same positions 50 years ago, thought marijuana caused Blacks and Mexicans to rape white women, that "reefer madness" was real.How long can an oligarchy monkey fuck the truth and we stand around and take it? SPEAK OUT!
5	1	BEST EVER!!!!!!!!!!!!!!!!!!!!!!!!!!
4	1	I love this look! Thanks for the vid!
2	1	haha well said
1	1	booty bag?
4	1	LOL cool vid, I'VE BEEN THERE!!!!! XD u guys seem really cool!
3	1	i"m a big fan of the wall and i will tell all of you why the wall is all of me and avrey time i see the wall movey or here th cd and i just get the feling of that i belong to the wall.
1	2	Oh, Wonder boy is upset!
1	1	si asi como pelea culea puta madre
3	2	My daughter is 1/2 Khmer/Cambodian and she loves this song. She is 3 and loves to dance to it. Too bad her grandfather (Nay Koy) is an azzhole lol.
2	1	Sounds like am saturday lol
1	3	if a man talk about another man when that man aint present that man dont listen.thats true shit
1	1	...Maybe they could get Aaron for Ling?
4	1	Hee Hee! at 0:03... I see THUMB!Wonderful return bC2! This piece is *so* quirky-cool... sort of a classical-jazz audio-dada-ist set of flavors to it... I think.It's amazing to me how well what you play fits, yet is so distinctly YOU... such versatility!
3	1	@7PietroNe1 
3	1	Thanks Yeadon
4	2	I love your vids, keep em coming! Its really great for guys like me who can't get get the game right now! :)
2	2	I wana a pet pot belly piggy!
4	1	Every track on this CD is a masterpiece. Gould playing of Gibbons and Byrd is the equal of his Bach playing. The Sweelinck is also great.
1	2	I was refering to people like "charlesischuck " who obviously thinks he's a present day Einstein.
3	1	Thankyou for doing this :)
1	1	@SounzNice Where is that specified in the bible?
3	2	Nice, I like this piece. Brings back memories. (what little I have) I kinda wish I was there
2	2	@MatthiasVargas not really. while it is true in the NC case, as there are directly contradicting laws, in the case of banning christianity for example, it says, congress shall make no law, and not that such law could not be made by a state. so a state law
3	1	how much did it cost you guys to build that??? cuz i would buy one 4 sure.
1	1	cat fight at 5:30
3	1	Subhanallah, Love This So Much
3	1	Great
1	2	batgammon black????????
1	3	I tuned my greenwood and it blew up. Not whilst tuning, I mean when I got back to Ganton, some guy jacked it so I kept shooting him and the car blew up.
2	2	That was a deffo win for the boy in blue. He was robbed.
2	1	you are completely right
2	1	Thanks , looks easy but effective.....
4	1	Fantastic! I love Jack Lemmon!! Thanks so much for uploading this.
3	2	@AnneWorld no it dosent, it messes up the bow though >.> like i snapped almost all the hairs on mine.... but you can get some amazing sounds with some creativity and a wah ;D
1	2	@Nintendomanwill Of course that wasn't an experienced audience, his traditional seminar ended before this lecture, probably it should be for undergraduate students, but even today confusion between public and private are common due to keynes, it is necess
1	5	hey mk pur3...FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCK YOU
4	1	Excellent video! It does a great job of promoting the Capital District and all of its assets to high technology.
3	2	@kblank18 I agree. Man, I remember it putting the hurt on charizard o_o. I always loved that pokemon because it was so powerful. 
2	1	Cool pack....can it fit on the JUMBO VERSIPACK?
3	2	lol, the sioux deserved this win reason is because they basically outplay every team and mario lamourauex would have kicked marvins ass, mario has been in so many fights lol st cloud wont go very far with poor defense and sioux defense #3 in the country YA YA!!!!
3	2	love this song man. im a huge stoopid fan. are you from san diego by any chance? i got a waffle perc too, amazing hit.
1	1	If you can meet naughty women benaughtyman.info
3	1	Aston <3 iluu xxx
3	1	Ugly Organ is by far their best.
2	1	here's a site ya all will love video2mp3(dot)net you can convert youtube videos to mp3s for free without downloading any programs and you can get the music that you want all the time
2	2	My dad uses Sta-Sound for his dog. She was shot as a 3 year old and had a bad limp ever since. After 5 days of use, she no longer limps and can run again.
4	1	that was awesome
3	1	Thanks for the helpful video, but do you know how to make them run?
2	2	bling 989 i hope your not talkin about this song if you are listen a little closer brother peace.
3	1	Excelente el video... me fascina...gracias
3	2	wow this is a good lecture. Sorry for the facetiousness.
1	1	rong send ung isa kong comment sentido kumon pre!! ^^
2	2	its gonna end up being a draw. i wanna be a vintage wrestler, lol.
1	3	Einstein believed in God, you doubt his existance, its obious that you're being foolish right now.
4	1	i am so turned on right now i'm going to explode. thank you for this video. 8-]```
2	2	I never saw anybody working that fast at the boat school.
1	1	Troi, ban khen thiet hay gia bo vay? Muon cam on ban lam nhung khong biet ban khen that hay khen deu.
3	2	@iissyy123 Give Chris a little credit. It was his first time on the camera end and I think he did a good job. Thanks for the info and catch ya later.
3	1	FREE MY BOI BOOSIE.........
3	1	very very very very nice video add me on gunbound and gunbound, drift, and if u play luminary
3	3	@Doza8791 good too see another TRUE metallica fan! There are certain songs I dont favor but I agree with you, REAL fabns are with metallica for the ride from Metal up your ass to Death Magnetic !!
3	1	love this. great scampering music. (right, Karen??) thanks Barbara its a joy to revisit these with the lovely images
2	2	6.2 engines do have there weaknesses like overheating but u can upgrade the fan and coolent system. also the heads are known to get spider cracks in them. and cranks break from the harmonic balencer rubber rotting away throwing it off balance. and people put in stud girdles on the lower end to prevent main bearing web cracks. i know people put in gear drives to replace the timing chains too. as for the 86 sub it cracks on the frame where the steering box bolts on. but theres a brace to fix that.
2	2	Burnout Legends/Revenge FTW!
3	1	Salaam
3	1	xD I love them. And the midnight ramblers
2	1	@mbt9000 I really don't know but when it does ill put in a new serial key im sure there be more serials key in the future
2	1	anyone who knos bout lockerz pm me ur email and i'll invite you
5	1	they're awesome<33333
1	1	Presvetli Pavle ...
1	1	Pasa el tiempo y uno ya no es un chiquillo. Como adulto joven apreciaba el estilo picaresco de los Troveros Criollos pero como un duo, Garland-Perez. Sin embargo, en mi mente me titileaban los nombres de Pejovez y Ladd. Esta marinera del maestro Manuel Acosta, ha terminado por confirmar mis lejanos recuerdos. Que epoca la de los cincuenta en el siglo pasado. Cuanta musica criolla se hizo, cuantos conjuntos, solistas, compositores y autores alcanzaron la gloria. Viva la musica criolla carajo!
2	2	yay my eyes wont roll away!
2	1	hair grew in a hour !! funny looks cute!
4	1	Aww Armaan's so sweet it was so cute how he interacted with Minnie! :D
4	1	This is an awesome woman of God. I am truly inspired to do what God is requiring of me for such a time as this.
1	3	dr.weaver is just plain mean..
3	2	i really miss him today was the day the four jt kids died and it madde me tthink of paul and his amazing small i love u dude i hope i can talk to u soon again
4	1	love him his sooo gud
3	3	ummmmmmmmmmmm!
1	4	This is some boring crap. No wonder the youth in America are uninterested in politics.
1	4	like this stuff isn't market driven? also, since when has size, thickness of paint, all that "grand" oily urgency, ever been an index of how good a painting is...oy.
2	2	He could be right here. I think its too early to buy commodities here though
2	3	Okay, even his own brother suspected him while he suspected his brother. So even though it hurts that Duen suspects, she really can't be blamed, especially since she HASN'T known him that long (like his brother has) and he refuses to explain stuff to her.! arg. But, I still find her pushiness a little annoying. I don't care about her believing him, but I wish she'd believe HER brother's prediction. oh well...
2	2	@gokory no, I do not add water until day 18... If you have an automatic egg turner, you would be removing that on the 18th day and the developing eggs would be placed on the screen bottom, water would be in the trough beneath the wire screen. It does not
3	1	that is pretty damn kewl,, who woulda thought a huge aluminium bridge tough enough to support a abrams! sweeeet
3	2	@iimoneysignsii 
1	4	bitch is crazy!
2	3	@vinny1010 this means an even worse scenario of hyperinflation here. I agree it would give those who see what is happening time to prepare, but lets not forget that the longer this goes on the worse our problems will be when it is finally over.
1	2	He was almost stopped, and too slow to take off.
1	1	do they sell it in stores?
3	3	lmao hahahaha
3	1	Hell yes. Thank you for uploading this video.
5	1	saw this last night...AMAZING!! really, they all did such a great job!!! i'd go see it over and over again!!!
3	1	those pics of izzi murder is very nice i wish i could meet her great video and good coise of song u picked for the video
1	2	Check out DNA activation synchronicity, that's no maybe. The Universe is NOT a "giant maybe"- read about Unified Field Theory - Youtube search Nassim Haramein's work. The time is always NOW, you are not random and "maybe".
3	1	I've seen this shelter and it's wonderful. So much TLC for all the cats.
1	2	i put bon wen in a table of conlangs in the 'conlang' article on wikipedia but it removed it :(
1	2	my hardware installer doesnt detect it.
4	1	Agreed everyone!! JUST LOVE IT~~
3	1	thank god for the BBC
2	2	@EvanEatsPie -.- It's from audioswap lol, and what's wrong with My Shooter!?! >:O
2	2	also it's muted sirens, not a new siren. (source, lyrics in the book of lyrics with the limited edition album)
3	1	i love ha so much
1	2	weird....
2	2	1 thing plus a 2nd thing equals a third thing,yes. i saw this long ago. peace
4	1	damn Chris! Just when I thought Cosmo was my favorite song from you, I come across this and now I can't decide. Another great original song! And after a second listen, I realized "six lane highway" was a very clever metaphor haha AWESOME. Can't wait to hear more originals!
2	1	I agree with you
1	2	pedicure chairs looks uncomfortable &+ no massage..
1	2	And another thing: Where do you find these washers? Lowes and Home Depot DOES NOT CARRY these washers. I spent a half of day and about a half of a tank of gas to find a 25 cents washer. God have mercy on my soul.
1	4	that glass looks like itd really be painful for a human face X(
4	1	Just absolutely beautiful.
3	1	...Morning Musume ft. Captain Falcon XDMan you are the master of H!P remixes.
3	1	this is my 1st favorite boondox song my 2nd favorite song is sippin
2	1	4:50 kid gets EMP in care package =)
4	1	youre work is amazing. actually, at school we are doing a thing for "a person you would like to teach at your school and why" normally, when writing i rush through (about 3 lines at the most), but when writing about mark crilley i go half a page!
3	1	Very nice!
4	1	Superb on the live set too - a great song. SImone Felice has put together a great band - so good to hear his heart ticking!
3	1	this song is pretty good this is a good song so ill put it in my ipod..........
2	2	Actually, they were not made for children, but for the general public as a more affordable way to buy records. They were produced between 1914-1923. If you check out Little Wonder # 249 I have on here, there's a lot of background and history of these great records I added with that song. Thanks for listening!
2	4	STOP SITTING ON THE BILL AND BE A AMERICAN! WE NEED A SENETOR AND SENATE THAT WILL STOP THE HOA IN TEXAS AND MAKE US A PART OF THE UNITED STATES AGAIN, HOA IS UN AMERICAN!
2	3	When he said Melee was better he was obviously talking about gameplay. Yes Brawl owns Melee when it comes to features. However Classic, Allstar, Event Match and ESPECIALLY Targets were butchered in Brawl. You can't even use online against Melee anyway because Brawl was a duel laired disk and the gamecube didn't have Wifi connection. Okay here's where Brawl dies in my eyes. The gameplay...IT WAS NOOBED! FOR THE CASUAL GAMERS! Almost all of the hitstun was removed, and they added tripping, and...
1	3	lol,SHUT UP!!!writer rage
1	1	Cuireann an fh?st?ip gliondar ar mo chro?. Caighde?n ard taifeadta agus an t-?bhar thar a bheith suimi?l. Maith sibh a chail?n?!
5	1	This car is fantastic! I drove one last week and absolutely loved it! It looks gorgeous, rides so well and is so nippy for a 1.0-litre you don't need anything else! Go for the 1.0-litre manual and you won't even have to pay road tax! Brilliant!
3	1	@Turnback Good response.
3	2	Yes but losing doesnt mean dying. The Japanese had a code of honour. They WOULD win or die trying. Terrifying and Brave. Dont say cowardly as its ANYTHING but.
3	1	Great !!
2	2	y didnt joe get sick? i thought he was closer 2 nick, but glad they always try 2 be healthy
3	3	thats coming from a fag who sings into a camera in his bedroom! lol i captured this in the gym as my heaviest squat, and i was quit pleased with myself but never considered weight training as being a homosexual activity until now! so thanks for that i will call it a day and take up something more manly like playing the banjo, acoustic guitar, singing or perhaps ballet. only joking your songs aren't bad had i little listen :-)
3	1	to hear this song make me go up and dance to the music.Love tradition Khmer dance(Ramvong).
3	1	imma marry her!
1	1	allah yarahmou l'algerie makhdou3a.???
2	2	honest to god my ancestor is William Penn
2	4	Capitalism is the final chapter in historic evolution of THE TYRANNY OF PRIVATE PROPERTY RELATIONSHIP? of alienation,exploitation and suffering of humanity, a Market mechanism where minority interest is the NEGATION OF OUR COMMON HUMANITY IN COOPERATION and HARMONY. We shall overcome the structure of minority power and oppression and reclaim our l planet for a world of cooperation for our common needs and well being, expressing our energetic creative potentials in freedom of being.
2	2	kieran is like my sis she will like think there's something wrong with her and think she needs to go to the dr or stay home from school or whatever
