mean pos	mean neg	Comment (All)
 1	 3	No investigation because- the AG is a regular client? The AG's brother is a regular client? The AG's best friends are regular clients? Do I have to go on?
 1	 3	''What executives have done is troubling, but it's equally troubling to have government telling shareholders how much they can pay the executives,' said Sen. Mel Martinez (R-FL).'<br><br>'Senate Minority Whip Jon Kyl (R-AZ) blamed the 'tone deaf' bankers for creating the political environment that allows Obama to call for a cap. <br><br>'Because of their excesses, very bad things begin to happen, like the United States government telling a company what it can pay its employees. That's not a good thing in America,' Kyl told the Huffington Post.'<br><br>'...But, said Inhofe, 'as I was listening to him make those statements I thought, is this still America? Do we really tell people how to run [a business], and who to pay and how much to pay?''<br><br>You fail at reading comprehension.<br><br>'Burrying this post only means you agree with me'<br><br>Sorry, it doesn't work that way just because you say so. Buried.<br><br><br><br>
 1	 2	I haven't studied Maine's leadership enough to declare them RINO's or otherwise, but it's my understanding that Maine's had a longstanding secessionist movement.
 2	 1	I think it's like baseball hitters- Babe Ruth had the most homers. also the most strikeouts. ADHD ppl are on the extremes of bell curve.
 1	 2	what the hell? where did all the rational Obama supporters go?
 3	 1	I'm really honored that you recall me as an economics student. actually I'm in Graduate MBA school. Loyola, Chicago part time MBA program. Ranked 8th best in the nation in part time. 
 1	 2	Like the 'Super-Evil-Jail-Brake-Psychopathic-Traffic-Warrant-Prisoner-On-The-Loose' virus.
 1	 2	bad joke iXam....
 1	 2	Exactly. People don't give kids medication in the best interest of the child. They do it in the best interest of the parents. It's a lot of work for a parent to raise a child that is able to function well in society despite any disorders he may have. Much easier to feed him some pills.
 2	 2	The corn industry deliberately confused everybody in order to make a shitload of money off the subsidies. REASONABLE biofuel methods are sustainable. For example growing algae on sewage.
 1	 2	Hmmm... (walks back to bed scratching ballz!)
 1	 4	 Schools don't destroy Creativity, the Decimate it!
 2	 2	Given the choice I'm sure Christopher Reeves would rather have been rolling that day.
 1	 2	So when is the Shrek porn coming out??
 3	 1	i just want to know where you got that totally awesome wallpaper. i've been looking everywhere for a shot of a wave.
 1	 2	Makes little difference? Look at homerun records. Obviously, being able to practice for much long periods (due to drug use) has an effect on reaction time and coordination.
 1	 2	Until you get a new video card and have to wade through dep hell again.<br><br><br>.... back to windows<br>Until Jolly Jackass comes along and lures us again.. and round and round it goes. 
 1	 2	You know things are bad when your wood table kinda smells funny. 
 1	 1	See Also: Whoosh
 1	 3	Perhaps you should learn how to spell before attacking someone on their jokes.
 1	 2	was i the only moron who thought this bird was going to holding a pole?
 1	 2	But what if I slipped some rufies into your drink?
 1	 3	Melbourne didn't burn dickhead. You're worst than the media.<br><br>My thoughts go out to the friends and family of the 35 plus people who have lost their loved ones throughout rural Victoria...
 2	 2	I'd love to see this as a touchdown celebration in the NFL (No Fun League).
 2	 2	@AirRaven <br>All the more reason to support the platform. The 'core gamer' on Wii is as close as you can get to an untapped audience this generation and so wise developers are going to try and use that to their advantage. 
 2	 3	There have been players who have cheated, bragged about cheating, got caught and punished, and still made it into the Hall.<br><br>Optimally, you'd be able to easily tell who's in the Hall and cheated and kick them out. Then gather all that are eligible, find out if they cheated in any form, and let them pass through if they didn't. After that, make anyone who's found cheating automatically ineligible.<br><br>But the first part of that is impossible. So other than doing the impossible, there are going to be some cheaters who receive preferential treatment over others. And that's bullshit.<br><br>It's fucked any way you slice it.
 2	 3	While I disagree with ending the death penalty entirely, I certainly see a need to make it harder to impose. I have thought for a long time that we need a higher standard of 'proof' than the 'beyond a reasonable doubt' convictions we have right now. It is an overused word, but there are some jackals out there that are truly deserving of the word 'monster' and when those deserving few are caught and 'scientifically' proven to be guilty, our world is better off with them dead.<br><br>Would it help to have a full review the case after a conviction, but before the sentencing? Make sure the conduct of the police was completely above board, the prosecutors actually turned over all evidence as required, the defense was competent, the judge had no conflict of interest or political agenda and all the forensic tests were done by certified techs on properly calibrated equipment, etc. The conduct of all involved needs to be examined and if it isn't completely above reproach, then the death penalty is off the table and life without parole becomes the maximum sentence.
 1	 2	Be sure to hack your Genuine Advantage BS before they shut down the authentication servers....it will be another DRM nightmare....
 4	 1	A really nice list of resources!!!
 3	 1	I still have two copies of win 98, and I absolutely need them to run a couple of my ancient machines. That being said, while I enjoy being able to use windows on these relics, I certainty don't expect to continue getting security updates or any other support.
 2	 1	This is interesting. Where and how do you get all of these stuff from MrBabyMan?
 3	 1	Good.
 1	 3	Alaska = Corruption
 2	 1	Never thought I'd be on a boat...
 1	 3	The people who think Iran are a completely peaceful nation that would never do anyone any wrong are going ignore this kind of stuff until Iran directly attacks Israel. They're too stupid to recognize the significance of Iran using Hamas/Hezbollah as proxy fighters.
 1	 1	How do you like them apples?
 2	 2	I agree. I think if we just pretend that there isn't a problem then it might magically go away.
 3	 2	Words make you smile in spite of cruelty
 1	 3	It astounds me how eager some US citizens seem to be to reinstate the trappings of a monarchy.
 1	 2	I didn't mean it as not spending it on a place to live at all, I mean does it have to be fancy. Sorry I didn't make myself clear.
 1	 3	No more body bags! <br><br>This is NOT THE CHANGE WE VOTED FOR!
 3	 1	say no to drugs.
 1	 3	'The curse of Kabbalah is upon you A-Roid!'
 2	 2	I happen to know a few people who work at Goldman. None of them were born with silver spoons in their mouth. When employees donate, it's going to be a mix.
 3	 1	I love how everything was pre-set up, like the camera drivers and e-mail client contact for parents
 3	 2	Are you kidding? This one is 5x funnier.
 1	 2	I just did my first one of these an hour ago. Only two of what was on my list was on their list. I had a morning to waste anyway. 
 1	 4	It's just easier to be a molester if your a republican, most liberal mothers would balk at handing over their 5 year old to a 52 year old man for the night.<br><br>Palin type mom's are more like, 'Oh your a nice Christian republican man', here ya go!
 3	 3	Interesting, but as far as subbys comment 'This looks to be like one of the coolest free mods for HL2 ever.' I hardly think so. You want cool, grab the Strider Mountain Pre-Release.
 1	 2	Don't over hype this movie like nightmare before christmas. 
 2	 3	'* They have more money.'<br>Nobody disputes that.<br><br>'* They have more friends'.<br>Because they have more money.<br><br>'* They are more religious.'<br>Ignorance is bliss<br><br>'* They are healthier.'<br>They can afford better health-care. (see above)<br><br>'* They are more likely to be married.'<br>Because they are more religious (i.e. get pregnant, gotta get married) or they have more money.<br><br>'* They like their communities better.'<br>Because they can afford to live in better communities.<br><br>'* They like their jobs more.'<br>Because they pay more.<br><br>'* They are more satisfied with their family life.'<br>Easier when your less worried about money.<br><br>'* They like the weather better.'<br>Um ok thats great. Maybe because more Republicans live in the south?<br><br>'* They have fewer financial worries.'<br>No shit.<br><br>'* They're more likely to see themselves doing better in life than their parents did.'<br>Easier to make money with your parent's than starting something your self.<br><br>'* They're more likely to feel that individuals - rather than outside forces - control their own success or failure.'<br>Sure their individual parents.<br><br>'* They have more of what they most value in life. (No, it's not money).'<br>Yes it is. Or at least all you can buy with it.<br><br>Did you even read the information from the link you posted?<br><br>'As is well known, Republicans, on average, have more money than Democrats.... it turns out that money and happiness tend to go hand in hand'<br><br>'income has the greatest impact on predicting happiness'<br>                         -quoted from linked article.<br><br>Sounds like its all about money to me. Nothing do do with being a Republican.
 2	 3	The funny part is that those who burried him, dugg you.
 2	 2	That's why you vaporize. None of the damaging effects, all of the benefits.
 1	 4	My heart hurts for this family. I feel for both partners, and their children. We live in CA, and in a non-religious hospital I was very disappointed when hospital staff refused to answer my questions as to my partner's emergency room visit, which was under circumstances much less severe than what happened to the family in this article. The LGBT community faces so much discrimination and lack of respect in so many ways. The fact that this family did all they legally could, had all the right paperwork not to mention the legal expenses that go along with all of that, not to mention 17 years of life shared together and still their was no regard for their relationship, and the fact that they were a 'Family' by hospital staff when one of them was dying, scares the shit out of me, The DOMA laws need to be repealed. I think the involved hospital staff, and the heads of the hospital should all have to go through Diversity sensitivity classes, and I hope the hospital looses this case and has to pay the family an exorbitant amount of money. Sometimes the pocketbook is the best place to hit in order for such lessons to be learned. 
 4	 1	Awesome guitar player!
 1	 3	How much you wanna bet that the mainstream media will never cover this? They're always the first to start yapping whenever something negative comes out about pot, but when some great news like this surfaces, they dig up some extra crap about Jessica Simpson or Hannah Montana to justify their non-coverage of the pro-pot story. The conservatives can drivel on about 'liberal media' all they want - the more apt term would be 'politically correct fear-inciting media.'
 1	 1	Will you seed?
 2	 2	whats the big deal about american apparel? Its not Walmart or Target moving in....<br><br>Probably people with self owned and operated clothes stores that sell stuff similar to AA are the ones that are upset. Locals probably are in favor. 
 1	 2	A tale of a loveless geek.
 1	 2	You'd think all these articles about how the last $700 billion the Government spent is being wasted would erode support for spending another $800 billion in 'stimulus'. Fool me once, shame on you, fool me twice, shame on me, although in my particular case I opposed both of them, so you didn't fool me so much as you overpowered me.<br>And yes, I realize this is the United Kingdom, but its the same story, just different taxpayers getting screwed.
 1	 2	'Marijuana is illegal because anyone can grow it and there is no real market if it were legal.'<br><br>There are so many things wrong with this statement. <br><br>First of all, I can grow just about anything that I put my mind to. Question? Why isn't Tobacco illegal? Anyone can grow Tobacco, but its perfectly legal. <br><br>Secondly, you MASSIVELY underestimate the market that there would be if Marijuana was legalized. 
 1	 2	the lab created THC anyway... <br>muahahahahaha >evil pharma laugh>
 3	 2	I got 300 and something once and I almost shit my pants when I saw. Congratulations my friend.
 1	 2	Mmm..a nice face full of libel from Fox...
 3	 1	thanx for submit this kind of articles. Its very important for human beings
 2	 2	u would think the owner would let him eat for free ... unless he is a city fan lol 
 2	 3	If I had half a million I'd be set for a long time/ I'd buy some really, really cheap housing right next to a uni.<br><br>Then I'd rent them out for AUD$100 a week. Try and pack each house with 5 or 6 students.<br><br>If I managed to get 2 houses that's maybe 10 students packed tight. That's AUD$1000 a week. Easy.<br><br>What are these rich guys complaining about?
 1	 2	(1) Michael Phelps: the worlds fastest pot head<br>(2) I think Marijuana should be legalized.
 1	 2	That's crazy. Nine stories.
 2	 2	BURN LOL
 4	 1	well played sir, well played indeed.
 3	 3	Thanks ... now I have that lame ass 'How It's Made' theme song stuck in my head. I love the show but the music and the dude's voice (American dub version) is duller than a plastic butter knife.
 1	 5	Oh for Christ's sake - IT'S NOT FUCKING FUNNY! Digg is so fucking dead. 
 1	 2	How many cats have you fought to the death now JinandJuice?
 1	 1	Only if you're living in India or China.
 2	 1	Why not. There should be enough dough in the 'stimulus' bill to bail them all out.
 1	 2	Nothing like Big Brother spending Your money for You, is there?/sarc
 2	 2	Lucky bastards. <br>When I was a teenager I had to hope to find a stash of used porno in a bush. 
 2	 1	bum, gneural, robotfindskitten and cowsay are relatively unknown and nice :)
 2	 1	Is the Pope a catholic? He is and yes, sex sells, it always has and always will!
 2	 2	Misleading? Perhaps, but don't judge the speaker harshly. It's rather difficult to explain it succinctly and accurately to the layman. Let me give it a shot.<br><br>The fact is all our best descriptions of the universe treat time and space on a very similar footing. You may choose not to call time a dimension; words are just words, so that's your perogative. But in fact time is something very similar to a dimension, and in the mathematical sense of the word it certainly qualifies. <br><br>In fact the basic difference is, time has a 'minus' sign in a couple of key equations, while the three space dimensions each have a 'plus' sign. (Well, the other difference is it's measured in years instead of meters, but that problem's solvable. One light year is fundamentally one 'year' of distance; that's why physicists use light years!)<br><br>Now it's true, that minus sign makes time a very different beast from space. But in a mathematical sense it's still a dimension, and spacetime is a four-dimensional manifold of some strange structure we don't know everything about yet.
 1	 2	Is that all of them? It doesn't seem like that many for the whole internet.
 1	 4	Now I have a reason to never go to subway, to eat its shitty subs.
 2	 1	Its actually easier to be a web server than it is to be a web client, like Safari. Web services are in their essence very highly specialized FTP built to talk to a custom document viewer, i.e. web browser.
 1	 1	Have you seen the living?
 2	 3	The solution to our problem is to collapse as a nation. People never realize the problem until its too late. THat is perhaps the best medicine.<br><br>Change is such a minor thing,the change anyone was preaching is only the difference of raising or lowering taxes. <br><br>We needed a revolution not some rabbit crap like change.<br>
 1	 2	Those are completely different products. The opportunity cost of buying a Kindle is not an EeePC.
 2	 2	Perhaps you should start with learning how, then work up to learning to enjoy it.
 1	 2	OLD NEWS IS OLD.
 1	 4	Hey, I'm just commenting on something that I find pretty offensive. I find it disgusting that people can look at children and can even think of sex. I don't know what is worse, someone that would buy a child or someone that would sell their own! 
 1	 2	What are you talking about boy? There's still like another 6 and the last one is 3 hours long.<br><br>
 1	 4	These comments are...<br><br>These comments are worthless.<br>These comments are dumb.<br>These comments are buried by me.<br>These comments are not funny.<br>These comments are not sarcastic.<br>These comments are made by idiots.<br>These comments are made by trolls. (Please stop trolling)<br>These comments aren't in any way intelligent nor wise.<br>Etc... etc... etc...
 1	 1	The Sony PRS-700 has a touch screen.
 2	 2	@lemur: a rented apartment and a popular car are definitely not considered luxury in Brazil. There are a lot of poor people in Brazil, but more than half of the population can afford such things.<br><br>Middle class is very alive in Brazil, especially in the last few years.<br><br>Perhaps you think Brazil is a huge slum (as you might have seen in City of God) and a decent home is rare thing around here. This is far, far away from reality. More than half of brazilians can afford an apartment, a popular or second-hand car, a flat-screen tv, computers (as SteveMax said) and they're not considered luxury.<br><br>If you're talking about these luxuries in a world level (damn, even a hot shower is considered a luxury) then I agree with you. But I'm just saying at Brazil.
 1	 2	Man, I haven't heard the word 'encarta' for about 20 years.
 1	 3	I haven't heard it...but man, John Mayer puts me to sleep with his music AND now his lyrics!
 2	 1	Logic,<br><br>Remember she made the choice. 
 3	 1	I lol'd<br><br>occasionally good comes from the place that shall not be named.
 3	 1	Good idea
 1	 2	And now they'll have to play catchup with Google Sync as well <br>
 1	 3	Bastard firebugs.  They should hope the police catch them first, they've destroyed too many lives to be able to walk around without someone exacting some retribution. As has been said, 108 is from mid-afternoon yesterday, it's 173 now and expected to easily top 200.
 1	 2	Why did I never think of this in the school cafeteria?
 1	 2	I read Heroes' as Herpes and thought 'OHSHI!'
 1	 3	I don't get that either. Punch the hell out of a cop, break his glasses, kick him in the head, roll around with him in the street trying to get run down by a car and then you get to leave the country and get properly drunk in Irish pubs.
 1	 4	this thing is a complete fucking joke and if you think otherwise you are sadly mistaken
 1	 4	I don't know - Sony is a pretty good example of useless fucking labyrinth pages of settings. 
 2	 1	I like big butts and I cannot lie!
 1	 2	No, he can't. this is an old story, and it has been proven that no weapons space treaty is possible.<br>this is just political retrace to support obama blindly
 1	 3	Buried for being a tool!
 2	 2	I think he's an idiot for getting on the tracks when there was a train so close.
 1	 2	Feb 6, 2009 - ' Curry reported that although Suleman has received disability payments from the state of California, she said she refuses to accept welfare payments' Maybe our reporters should digg alittle harder...
 1	 1	The entire Dutch and Jamaican Olympic teams?
 1	 1	and went on a boat afterwards
 4	 4	I fucking love Sony, fuck you, piece of shit
 3	 2	Not weird at all, I don't see the problem with the ad. It's humorous, goes straight to the point, and it exposes a problem.<br><br>Who is the moron who thinks THIS is shocking in a bad way? It's supposed to shock you to communicate its message, that's all.
 2	 2	oooooo.gruesome. i shall make it my desktop on my work computer. 
 3	 3	WAIT!!!! Heath's dead?!?!?! LOL wow... these people seriously want the joker to never be portrayed again on the big screen? I assume they don't want anymore gay cowboys either? lol... as much as i LOVED Heath's performance as the Joker (and i really mean it, had my doubts, but he truly won be over)... The fact of the matter is I like watched the caped crusader fight the joker.... I feel the reason why Heath's performance was so 'amazing' was cause we have never had a Joker role that was truly meant to be dark, terrifying, and devilishly evil. IDK what runs through peoples head though, even if this does have justification it will never happen.
 2	 2	It's not even about the hardware Vista is just a memory hog, but at $20 a gig I fail to see where the problem is. Can you even get a computer with less than 1GB of ram now?
 1	 2	um, no. sand flavored ice cream is not fun. 
 2	 3	America, with all her faults, is still a very free country.<br><br><br>In America if a woman is ganged up on by 4 men, it's usually while you are fapping and she was paid for being on the DVD.<br><br><br>In Saudi Arabia, if a woman is ganged up on by 4 men, it's her fault and she gets whipped.
 1	 3	Non-violent crimes, especially drug charges <br><br>Start selling drugs on someone else's turf and see how 'Non-violent' drug dealers are. 
 2	 1	I'm going to make a bundle on $0.99 downloads of my pet rock iPhone app.
 1	 2	Presumably you're talking the Laffer Curve, so then you'd know that after a certain optimal taxation rate revenues would start to decrease as tax rates are lowered.<br><br>Knowing this, maybe you can tell me the difference between dropping the top marginal tax rate from 90% (as Kennedy did) and dropping the present top tax rate from 35%.<br><br>Do you think there might be a different effect?
 1	 3	It would be the height of hypocrisy to dump A-Roid now just because what the Yankees knew full well privately when they signed him is now confirmed publicly.<br><br>Is there any mystery when a former Texas player shows up dirty? Can you say Sosa, Palmero, Pudge Rodriguez, Ken Caminiti and of course the poster boy Canseco?<br><br>Just who the hell was running that club, anyway? Whoever it was must be a major league a-hole. I hope nobody like that ends up with a position of any real influence....
 2	 1	Repost of the century...<br><br>welcome to the internet.
 1	 1	Reminds me of the old pong controllers. For the pong game that connected to the tv.
 3	 1	Honestly I just zoned out and spent an hour watching all of these. They're mesmerizing. 
 2	 1	Evolution refers to the fact that species change over time, eventually diverging over time to make new species, or just changing from one to another. That's by no means a model, it's a fact.
 1	 5	Fuckin thing SUCKS!
 1	 1	Aww...*studies*
 1	 4	I've had 3 phones with Windows mobile and they all have sucked. MPX200, Motorola Q, XV6800.<br><br>Windows Mobile is VERY SLOW and will continue to suck for the next X amount of releases they have.
 1	 3	Thanks for your input lemur. Many of the diggers don't understand the culture and associate or stereotype all of Islam based on actions found in Saudi Arabia. An equal justification would be the Saudi Arabians to call every Christian pedophiles for sexually assaulting young children. Or to chastise US politicians for viewing child pornography.
 3	 2	People need to understand (and I know there's a vast majority who already do) that guns do not kill people. Years ago (i don't know like 100) children could buy guns, there was barely any restriction on guns and there were less killings than now. It's people with their ideals and motivations that kill. 
 1	 1	Irony
 1	 1	O'Reilly is to 'journalism' what Mtv is to 'music'<br>
 1	 1	Obligatory comment that is obligatory.
 1	 1	Almost everyone did...
 3	 3	'thank god LaserDisc didn't catch on'<br><br>WTF? First of all, it pretty much outlasted VHS. More importantly, it was about the best consumer-electronics product ever. At a time when video tape had barely made it into homes, Philips and Pioneer had the guts to develop and commercialize a laser-based optical disc system. IN THE '70s. Let's see: uncompressed video, stereo (and, later, Dolby AC-3) sound, directors' cuts, extras (some even had the entire script of the film on the disc). And no wear. And selling for $35 per movie, when crappy, mono, quickly worn-out VHS tapes were selling for $100.<br><br>LaserDisc could have topped DVD's picture quality if it had offered anamorphic and progressive images, because it was uncompressed. Its primary disadvantage would've been video noise level.<br><br>Hopefully your friends and family don't rely on you for electronics advice.
 1	 1	Someone track down an address, email, phone number, something that we can write to this police department and speak our minds. 
 1	 2	That whole fraud of 'sea ice back' has been repeatedly exposed as nothing but more Denier lies: <br>
 1	 2	this new york times article this article is sourced from is laughable.<br><br>sirius xm might get rid of howard stern?? really? because i'm pretty sure he's a driving force behind the company, if not THE driving force at this point.
 3	 1	Onlywire.com is an awesome website for the entrpeneur who is making his first step in the business world. Check it out.
 2	 1	Marijuana Appears to Slow EVERYTHING. :)
 1	 2	i just did. why is my comparison wrong? just saying it doesn't make it so.<br><br>also, i figured you don't support slavery, i'm just showing why the reason you're cool with prop 8 is totally bogus. like, it's a fake reason.<br><br>and marriage actually is considered a fundamental right. it's considered part of your right to privacy.
 1	 2	I feel sorry for you 360 owners, one day you'll be able to afford a real PC.
 1	 2	WRONG there have been almost NO war in which the 2 sides had the same religion.
 2	 2	I'm on the side of the Free Staters, you ninnies! House resolutions are one thing. Actually defending yourself from a belligerent federal government is something else entirely. Several states have brought up this 'declare sovereignty' thing and what does it change? They all still take federal money for their schools, permit unconstitutional federal agencies to meddle in their citizens' lives, and roll over for the exact same jurisdictional power grabs as always.<br><br>What a State *really* needs to do in order for all this celebrating to be justified, is to pass a law that flies directly in the face of unconstitutional federal policies, and back it up with lethal force. For example, New Hampshire could decriminalize marijuana, and arrest any federal agent that attempts to harass anyone for possession. 
 2	 1	Michael Phelps I'm pulling a bong ripp for ya.<br>
 3	 2	Because I won't have to carry 15 books on a 3 week vacation! If I minded reading from a screen I wouldn't be on Digg right now! I can read the advance readers copy of my favorite authors new book several months before it printed, by getting the eARC from webscriptions! There are many novels that are available only as ebooks!!
 1	 1	Just saw this yesterday. <br><br>You should also see this:
 2	 1	Building a good friend list and being active daily is the key.
 1	 2	Fap fap fffffsssorry, what?
 1	 2	We didn't start the fire.
 1	 1	one word: Redskunk.
 2	 1	So, let's discuss then. Robots? I'm for robots.... ninja robots that look like Thomas Jefferson.
 1	 2	what amazes me is why this is on digg? VW bluemotion cars have been around for years.
 2	 2	It doesn't have to be a nonprofit, or big volunteer effort. It's the little miracles, the little bits of compassion and energy that we give to others that accumulate in personal excellence everyday and amount to growth of character and strength in spirit. Do unto others is not just an adage but a way of being. And this isn't just for weekend warriors. Think about it the next time you step over a homeless person in the street on your way to where ever. 
 1	 3	The final statement shows that the chief is more concerned about damage control and protecting his 'brothers' than what really happened on that video. A history of violence doesn't excuse excessive force by the officers on that day. I wish more police actually care about justice. 
 2	 3	Ha, that's a fucking accomplishment right there. Finding few-year-old files, it's quite impressive, although understandable.<br><br>The biggest fuck up I've had was accidentally the whole hard drive. I was actuall going to a floppy drive, but I was talking on the phone, distracted, selected the wrong drive, and few clicks later, my hard drive was formatted. I realized that when I saw that file system was set to NTFS, and I was like 'NTFS on a floppy? WTF?' A microsecond later I felt like shooting myself.<br><br>80GB of data, including downloads, MP3s, movies. over 48 hours trying to recover that shit. I got back like 50%, mostly due to the lack of decent free software at the time.
 3	 1	I respect your honesty.
 2	 3	'easily doable....'<br><br>Like your mom! XD<br><br>Sorry.
 1	 1	Sure he did Smokey.
 3	 3	It is so much more than a media player, and the player part comes unlocked. Can VLC render straight into a podcast format? Can it create .MOV and .m4v? Mixed with flip4mac can it render .WMV? Can Windows movie player do any of the above?<br><br> Actually can the rather otherwise awesome Widows Media tool you can download for free convert into .mov or .m4v? I think not, wether you pay extra or not.<br><br>I paid for it, and have used it's features to make money since. Can't remember last time i used it to watch a video, and their lies the reasoning i'm sure.<br><br> IF it's unlocked, i wuld have thought watching video through iTunes on a mac is making quicktime irrelevant EXCEPT for rendering video or watching .WMV (A format that is quickly being made pointless). Quicktime Pro mixed with flip4mac studio is an incredibly powerful and inexpensive tool for a video maker.<br><br> Frankly, people moaning about quicktime are not using it to full potential... or are Mac haters jumping on their silly bandwagon. <br><br> No idea what you are talking about people.<br><br>
 1	 1	I believe it's spelled 'RESPECK'.
 1	 1	Reminds me of what my big brother used to do to me.
 1	 3	If your own community is filled with selfish folks like yourself, not willing to HELP OUT (note: I didn't say give up your own food supply) your fellow neighbors, then you guys won't last a year.<br><br>Good luck to you.
 2	 2	@DemDude<br>1 out of 6 is some progress<br><br>/No, even McDonald's salads and apple slices have 24 grams of trans-fat. XD
 1	 2	If we use California as a microcosim of what Liberal Government can do (don't even try to claim that Schwarzy is a real conservative) then I think we can clearly see where the US will be after 8 years of Obama. I don't know what kind of weed they smoke in washington but the idea that we can spend (aka print) our way out of this is patently retarded. The government cannot fix with one payment what it has spent 40 years creating with BAD legislation and spending. Sadly even ending the war really won't help. Sure we'd save all those billions by not having troops abroad, but then we'd have all those troop back home...looking for jobs...where there aren't any.
 1	 1	is it just me or does a guy say 'fuck you' during the news report when they switch to the blond girl?
 1	 2	Also notice in commericals now that any 'bad person' is a 30 something clean cut white male.  They got them breaking into houses and taking a break from jogging to sift through your trash to steal your identity. 
 2	 2	Enough with the hate-mongering. Anything that panders to a stereotype is not 'hate speech'. Yes, women have PMS. Yes, men double up if they get kicked in the balls. Neither observation is hateful.<br><br>Most of these commercials would work well enough with a man/boy as the protagonist too. They are not sexist, just implying their customers are dumb. I remember a commercial where a man was apparently too dumb to work a water filter, and the woman showed him how, smugly. THAT is sexist, but apparently there is only outcry if the roles are reversed. (Of course, it would be sexist the other way round too)<br><br>And of course, I concede the Polyglas tire one IS completely sexist and demeaning, but how old does that have to be, 40 years or more?
 2	 2	Found this pretty interesting:<br><br>Male Bashing in TV<br><br>Just shows how a lot of comedies/sitcoms have a male lead who is an idiot/poor parent/etc. and how in between the commercials have an anti-man vibe to em.<br><br>Thought it was interesting to go against the TV hates women vein.
 1	 2	Digg Lefties can't handle the truth
 1	 1	shopped
 2	 2	Kudos yes, but sometimes I think these guys are there too long!
 1	 2	I'm still skeptical about this, but we'll soon see!
 3	 1	Poitier was the man.
 1	 2	down in orange county the cops just ship the homeless off from the rich neighborhoods (Irvine) to the poorer cities (Santa Ana)
 1	 2	No. It's not. What we have here are bad decisions by people playing with money that is not theirs. Then, when the bill comes due, we get forced to pay for their bad decisions. The only way out of this spiral is called fiscal responsibility. Which isn't going to happen as long as we worship greed in this country.
 1	 1	Like FDR said: We have to 'Make [them] do it.'
 1	 3	Perhaps you should focus your anger less on this 'piece of shit' show and more on your diminutive brain size? It seems this show is much too complicated for someone of your IQ to comprehend. 
 1	 2	WTF indeed.
 2	 2	Even though 120- something baseball players have tested positive for steroids, I think it's awesome that everyone is jumping over A-Rod. Way to be a bunch of haters, non-Yankees fans.<br><br>See you in October.<br>What's left of you.
 2	 1	I'm surprised to say this, but I may actually retire my pirate XP for a legit W7
 1	 2	That was weak. I feel like the whole Darth Vader character swap thing was played out a few years ago already. <br>
 1	 2	I didnt digg you down, but question:<br><br>When has obama upheld the constitution?
 3	 1	Ha Ha this is pretty cool. Here is one I enjoyed. <br><br>#174 The world's biggest pyramid is not in Egypt, but in Mexico
2	 2	lol at their pricing scheme...quarterly payments of x% of the developer's sales..
 3	 2	Good post Darcine! There are whiners on the left and blowhards on the right - but they need each other. They cancel each other out and keep each other in check. This causes the nation to be centrist over time.<br><br>Benjamin Franklin knew this and talked about it frequently.
 2	 2	.NET should be ditched and Mono should rise, meaning C# people should code toward mono and not .NET. In term what this will do is force Microsoft out of ownership of the C# coding language. Then by C# having no owner it can become as standard as C or C++ that in terms will help developers and 'ALL' users.<br><br>I admit i had a problem against C# because the fact .NET, closed and propetiary, is the main implementation of it. Though with an open implementation combo of C#/GTK#/Qt#(its called something else) i noticed this is actually a good thing, except for the fact Mono is trying ot be a 100% clone of .NET and not try to surpass it that is an issue.<br><br>Basically what i want to see happen with Mono is that it integrates functions and parts from all over into it, basically anyone who builds extentions to Mono-C# don't hesitate to begin integrating these things in the mainline design.<br><br>So pretty much if Mono continues to be brain dead step child of .NET then i can't truly support C#, but if people force Mono as the C# standard then its well worth it.
 2	 2	Nice to see all the huffpo tards are getting paid to game digg. 
 1	 3	I suspect they watched the movie '21' too many times. Unfortunately because they suck at math, they devised their own 'genius' way of becoming infamous. It's too bad they didn't have Kate Bosworth with them to tell them when to get out.
 1	 1	This is your biography<br>
 2	 1	Now, I am not sure, but that sounds like progress
 1	 2	Nope, just another excuse to be victims. 
 3	 1	A world without STDs...Every man's dream.
 1	 1	OS X.
 1	 2	I thought this was real for a minute, but it's a fake, right? Going by what others are saying.
 1	 2	Makes me miss River a bit more...
 1	 2	northwatuppa, if you are so learned about the spendulous package then how can you say we are full of B.S. Unless you are reading a different version that the rest of the independent thinking world, like maybe the talking points from moveon.org.
 3	 1	That was an epic battle. Wish there was a video.
 3	 1	No matter who's singing it, it's an awesome song.
 2	 1	They just upgraded it this year, actually. Was C now B.
 2	 2	So I take it IMAP is scheduled to arrive in 2019... Good job MS... Way to lead the pack...
 2	 2	Of course, the joke wasn't about digg, it was about reddit.
 3	 1	@merdiesel<br>Nail on the head right there. Nail on the head. 
 1	 2	sorry... didn't show up in the duplicate checker, looks like it was about 6 minutes apart. i honestly try not to submit duplicates and rarely do.<br><br>and what makes Kotaku's post that is based on a press release 'blogspam' but your submission (a blog which did the exact same thing) somehow more worthy?
 2	 2	I glad our national media is covering this. It sad that this is being reported by a UK paper, Just sad
 2	 2	She's 41! Yowza!
 2	 1	praying is the only real cure!
 1	 2	That's a strange statement you've just made. It's almost like you're accusing him of doing something wrong even though he couldn't help himself.
 1	 3	you BRUTE.
 2	 2	im pretty sure the world would still spin if mac's never existed. 
 1	 2	For something to be visible, light must bounce off it and be reflected back into our eyes. Since light cannot escape it, there's no way for it to be reflected, thus making the black hole invisible.
 2	 2	Screw verison. Screw at&amp;t. Bring it to T-Mobile!
