content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
#Personally I watch #ExtraTime on SS4 with @robertmarawa Mondays top class analysis who knows may the entire SA<lol> RT\ @Mindlos_Khafu	0	positive	1	0	0	1	2	2	-1.083	4.6290000000000004	0	0.38427734375	0	-0.031253814697265625	positive	0	0	1	-1	-1.6119999999999999	neutral	0	0	2.042	1	1	2
Because Sunday just screams Pancake Day	0	negative	1	0	0	0	0	0	-0.496	1.002	-2	0.236083984375	0	0.0	neutral	0	0	0	-3	-0.502	neutral	0	0	2.238	0	0	1
Headlines in N.O. paper tomorrow. Denver run all over the Aints!!!!	0	positive	0	0	0	0	1	0	-0.666	1.8880000000000001	-1	0.373014435172081	0	-0.1796875	neutral	0	0	0	-1	-1.935	positive	0	0	2.4130000000000003	0	0	2
Free dinner for everyone in highschool In Edmonton at Rahma mosque Saturday night @ 7 its going to be fun   :)	0	positive	2	0	0	2	1	5	-1.6130000000000002	2.807	0	0.03989362716674805	1	-0.3935546875	positive	0	0	2	-1	-1.76	positive	0	1	3.806	0	0	2
Get ready for the Peanut Butter and Jams sponsored party at Santos Party House THIS Saturday!  Good looks... http://t.co/BAqzdcLf	1	positive	2	0	0	2	2	3	-2.459	6.191	0	0.7377378372329986	1	0.0	positive	0	0	1	-1	-0.8169999999999998	positive	0	0	8.597000000000001	1	0	2
Just got Bel Ami from the Redbox....so that is what I will watching tonight\u002c or tomorrow.	0	neutral	2	0	0	0	1	0	-1.391	1.6049999999999998	0	0.176513671875	0	-0.0625	positive	0	0	0	-1	-0.8140000000000001	neutral	0	0	4.173	0	0	1
CLT20 I am willing to bat at any number\u002c says Rahane - MUMBAI: Ajinkya Rahane on Thursday insisted he does not have ... http://t.co/2VeFbzAJ	0	negative	1	0	0	1	0	0	-4.0569999999999995	1.684	0	0.0390625	0	-0.8524923324584961	neutral	0	0	0	-2	-3.616	neutral	0	0	1.429	0	0	1
Shouts out to my bro @Ebow919 !! Go follow my dude and turn up with him every Thursday and Sunday night in Club Bodi ! #salute	0	positive	1	0	0	1	0	0	-1.373	6.355	0	0.2845472824119497	1	-0.005313873291015625	positive	0	0	1	-1	-2.2150000000000003	positive	0	0	7.146999999999999	0	0	2
Kapal-Laut opens a new shop at 3rd floor beachwalk Bali\u002c the heart of tourism in Bali. @KapalLautBali http://t.co/vkNybXQc	0	neutral	1	0	0	0	0	0	-0.893	1.135	0	0.2916259765625	0	-0.078125	neutral	0	0	0	-1	-1.2389999999999999	neutral	0	0	2.0880000000000005	0	0	1
Come to MTSU Football Fan Day tomorrow from 2-4 PM at Murphy Center! Meet the team for autographs and enjoy hotdogs and drinks!	0	positive	1	0	0	1	3	5	-1.2770000000000001	5.922	0	0.5049886703491211	2	-0.03125	positive	0	0	3	-1	-0.881	positive	0	0	6.533000000000001	3	0	3
@d2Phresh It\u2019s cool\u002c the less recognition we get\u002c the more we win. I\u2019ll take that....all the way to N.O. in February.	0	positive	1	0	1	1	0	4	-0.8989999999999999	1.8679999999999999	-1	0.2788095474224406	0	-0.16796875	neutral	0	0	0	-1	-1.202	positive	0	0	1.6429999999999998	0	0	2
@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas	0	positive	4	0	0	1	1	9	-3.866	4.0600000000000005	0	0.61376953125	2	-0.38440901041030884	neutral	0	1	3	-1	-3.226	positive	0	1	3.393	3	1	3
@MaddelineSmith HayyyuY Can you bring my Nirvana shirt tomorrow? <3	0	positive	0	0	0	0	1	0	-0.5329999999999999	3.119	0	0.123046875	0	-0.34375	positive	0	0	0	-1	-0.517	neutral	0	0	4.506	0	0	2
Greenbrier & Summers Counties have just been placed under a Winter Storm Watch for Monday night through Tuesday... http://t.co/MzibczZ1	0	neutral	1	0	1	0	1	0	-1.2970000000000002	1.091	0	0.462646484375	0	-0.3712797164916992	neutral	0	1	0	-1	-2.587	neutral	0	1	6.013999999999999	0	1	1
#1DFacts On the 21st of February 2012\u002c at 8:39pm on Table 74\u002c One Direction lifted their first ever Brit Award for Best British Single	1	positive	2	0	0	2	1	6	-1.4289999999999998	4.173	0	0.3340034484863281	1	-0.004150390625	neutral	0	0	1	-1	-0.298	positive	0	0	5.384000000000001	1	0	2
Not convinced by the Haye v Chisora fight @ Upton Park on Saturday.....personally I\u2019d rather have seen Carlton Cole v Emile Heskey	0	negative	0	0	1	0	0	1	-4.488	1.296	-1	0.041015625	0	-1.8900785446166992	negative	0	1	0	-3	-1.3960000000000001	negative	0	1	1.7059999999999997	1	1	1
@samiramoussaaa @hadyaaiesa make that 3 lol my practicum is in march! Calgary police here I come lol	0	positive	0	0	0	0	0	6	-2.7319999999999998	1.6789999999999998	0	0.3047552407233529	0	-0.0312652587890625	positive	0	0	2	-1	-2.378	positive	0	0	2.446	1	1	2
Why has no one put a YouTube video of Todd Bertuzzi assaulting Steve Moore on an iPad while he\u2019s in the penalty box?	0	negative	0	1	1	0	0	0	-3.8549999999999995	2.771000000000001	-3	0.07470703125	0	-0.6328125	negative	1	1	0	-3	-2.66	negative	0	1	3.884000000000001	0	1	1
Nick was the 1st one pinned in the Elimination Chamber.	0	neutral	0	1	1	0	0	0	-1.35	1.7329999999999999	0	0.00439453125	0	-0.00390625	neutral	1	1	0	-1	-1.587	neutral	1	1	2.3579999999999997	0	1	1
Prayer with amazing men of God this morning\u002c grocery shopping\u002c arrival of my [2nd] Pokemon shirt\u002c and purchased Big L\u2019s first album. #cool	0	positive	1	0	0	2	2	7	-0.377	6.319999999999999	0	0.7350883483886719	1	-0.0145263671875	positive	0	0	2	-1	-0.651	positive	0	0	8.759	1	1	3
@EgyptianLover_ @Tyga 3rd??! :O where have I been I thought Careless World was the 1st one. No?	0	negative	0	1	1	0	1	0	-5.751	1.385	-3	0.00439453125	0	-0.9306058883666992	negative	0	0	0	-2	-3.4989999999999997	negative	0	0	1.822	0	0	2
The Girl with the Birthday Cake on her in the \Birthday Song\ video.. Can somebody bring her to my house Thursday?	1	neutral	0	0	0	0	1	0	-1.961	6.1930000000000005	0	0.162109375	1	-0.015625	neutral	0	0	1	-1	-1.9869999999999999	positive	0	0	5.180000000000001	0	0	1
Wish you were eating @ Jackie O\u2019s today? Come to the Appalachian Health Summit Saturday for delicious Jackie O\u2019s lunch\u002c & health workshop :)	0	positive	2	0	0	1	0	1	-1.052	3.750000000000001	0	1.0781927108764648	1	-0.05810546875	neutral	0	0	1	-1	-2.099	positive	0	0	5.923	0	0	3
Sunday get on the ropes with James Murphy.YogaCity NYC | Yoga\u002c Meditation\u002c Pranayama & Kirtan Events in New York City http://t.co/MMEcQGwh	0	neutral	0	0	0	0	0	0	-1.7439999999999998	3.182	0	0.12176895233278628	0	0.0	neutral	0	0	0	-1	-0.438	neutral	0	0	5.278999999999999	0	0	1
@DanNancarrow As he was in a News Ltd town surely @billybragg had something to say about Murdoch in intro to \u2019Scousers Don\u2019t Buy The Sun\u2019?	0	neutral	1	0	0	0	0	0	-4.37	3.025	0	0.57818603515625	0	-0.125	positive	0	0	0	-1	-1.761	neutral	0	0	1.744	0	0	1
1st time i drove stick ever  i kinda lied to the salesman at AB Honda that i can drive standard and took the 5 speed manual for a #TestDrive	0	negative	1	1	0	0	1	0	-4.814	1.8119999999999998	-2	0.10168462985893711	0	-0.2031388357281685	neutral	0	0	0	-3	-4.400000000000001	negative	0	0	2.324	1	0	1
Calgary tomorrow for the first meet of the season! Can\u2019t wait to get some early racing done #altitude #paceit	0	positive	0	0	0	0	2	0	-0.535	4.1659999999999995	0	0.31509399505739566	0	-0.28125	positive	0	1	0	-1	-1.468	positive	0	0	4.735	0	0	2
@llcoolj If you are the same age as Mick Jagger than may I say you	0	neutral	0	0	0	0	0	0	-4.159	3.276	0	0.14263916015625	0	-0.09765625	positive	0	0	0	-1	-0.564	neutral	0	0	1.401	0	0	1
#FRIDAY Love that movie\u002c Kinda awkward watching it on Thursday tho ...	0	positive	1	1	1	1	0	3	-1.329	1.8509999999999998	-2	0.383544921875	1	-0.26171875	positive	0	0	1	-2	-0.929	positive	0	0	2.8790000000000004	0	0	3
Top 5 Upcoming Games for the PlayStation Vita: After a slow start back in March\u002c the PlayStation Vita has ... http://t.co/4YaTPl7U - N4G	0	neutral	2	1	1	1	2	2	-1.302	3.8830000000000005	0	0.17236327938735485	0	-0.2546389102935791	neutral	0	0	1	-1	-2.9370000000000003	neutral	0	0	5.954	1	0	1
Hey Washington Senior! Have you had your senior portraits taken? The deadline for the yearbook is January 15.... http://t.co/D9Q4C2gB	0	positive	0	0	0	0	0	0	-1.3319999999999999	5.408	0	0.15625	0	-0.18695354461669922	neutral	0	0	0	-1	-2.2450000000000006	neutral	0	0	1.181	0	0	2
Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day	0	positive	2	0	0	1	1	2	-2.282	1.6290000000000002	0	0.50244140625	1	0.0	neutral	0	0	1	-1	-0.963	positive	0	0	4.629	1	0	2
with the Wikileaks releases yesterday\u002c it\u2019s only gonna help 3rd party candidates make an impact in the election.	0	neutral	1	0	0	0	0	2	-3.0170000000000003	1.733	0	0.5898437798468881	0	-0.14666748046875	neutral	0	0	0	-1	-1.2249999999999999	positive	0	0	2.6220000000000003	0	0	1
Who would go see @KChenoweth with me at DAR Constitution Hall on sunday evening?	0	neutral	0	0	0	0	0	0	-3.932	2.298	0	0.033508954584249295	0	0.0	positive	0	0	0	-1	-0.7729999999999999	neutral	0	0	9.222999999999999	0	0	1
@itsleicesss9293 aww..you know I\u2019d be down to go but in leaving to Utah tomorrow =/ Hold it down for Long Beach tho!	0	neutral	0	0	3	0	2	0	-3.603	0.997	0	0.3812305601757089	1	-0.0467529296875	negative	0	0	0	-1	-3.7109999999999994	neutral	0	0	3.7840000000000003	0	0	1
friday aug 17th we in NEW HAVEN CT\u002c  for the KICK BACK 7... its a luau get your beach wear ready!...	0	positive	3	0	1	1	1	0	-1.8719999999999999	4.468	0	0.26190566922014114	1	-0.15557861328125	positive	0	2	1	-1	-1.8250000000000002	neutral	0	1	5.356000000000001	2	0	2
@Ronnie2K Can you guys please update the schedule in the association mode so that the Knicks can play the Nets on November 26th. Thank you!	0	positive	2	0	0	1	0	3	-3.569	6.884	0	0.1882327794453431	0	0.0	neutral	0	0	0	-1	-2.3709999999999996	positive	0	0	3.374	1	0	2
Feb 13th at the Bell Center\u002c Bon Jovi is back in MTL. Just in time for my birthday\u002c I\u2019m just saying :p	0	neutral	3	0	0	0	1	0	-1.381	3.4459999999999997	0	0.5549011211842299	0	0.0	positive	0	0	1	-1	-1.7039999999999997	positive	0	0	5.133000000000001	1	0	1
I am going to @NetrootsUK 1st and then to the London Conference of Critical thought http://t.co/UC1pnX0Y	0	negative	0	1	1	0	1	0	-2.15	0.799	0	0.16015625	0	-0.375	positive	0	0	0	-2	-1.342	neutral	0	0	2.108	0	0	1
New Post Rob will be on the Kyle and Jackie O show on Tuesday 23nd http://t.co/dFa2sDmH	0	neutral	1	0	0	0	0	0	-0.8989999999999999	2.927	-2	0.2517127990722656	0	-0.250244140625	neutral	1	1	0	-1	-0.051000000000000004	neutral	1	1	3.221	1	1	1
Anyway\u002c sorry for these random tweets about The Finder. unfollow for the night. I\u2019ll be back to normal sports stuff tomorrow	0	negative	2	1	1	0	1	0	-5.482	2.202	-1	0.33021545223891735	0	-0.1513671875	neutral	0	0	0	-2	-2.143	negative	0	0	2.074	0	0	1
If anyone comes to school with the Galaxy Foams tomorrow \u002c I\u2019m mugging them .	0	neutral	0	0	0	0	1	0	-1.991	1.0769999999999997	0	0.125	0	-0.28125	neutral	0	0	0	-1	-0.956	negative	0	0	2.835	1	0	1
Knowing the movie industry in Kumasi\u002c a movie a titled \Ayariga for President\ may not be too far away. Please don\u2019t disappoint me#BoxOffice	0	negative	1	1	2	0	0	1	-2.8970000000000002	5.484000000000001	-2	0.1812744140625	0	-1.06396484375	neutral	1	1	2	-2	-2.5839999999999996	positive	1	1	2.1300000000000003	1	0	2
Gotta hold down a dub for that Flatbush Zombies show on the 1st. Throw a blunt on stage or sumn.	0	neutral	0	1	3	0	0	0	-3.827	2.3990000000000005	0	0.6230236431881622	0	-0.26711273193359375	neutral	0	0	0	-1	-3.213	positive	0	0	2.1900000000000004	1	0	1
@BadmanTips commentator says Porto dominated 1st half & looks that way again in the 2nd	0	neutral	0	0	0	1	0	0	-1.912	1.146	0	0.3134765625	0	-0.0234375	neutral	0	0	1	-1	-0.9159999999999999	neutral	0	0	3.3299999999999996	0	0	1
The Big L is strictly gunplay I run thru church n pistol whip the priest every Sunday. DAMN :|	0	neutral	0	2	2	0	1	1	-1.949	3.856	-4	0.5939235538244247	1	-0.28125	neutral	0	3	2	-1	-2.359	negative	1	2	3.351	2	0	1
@jl_nicegirl There were contradictory signals from the mayor vis a vis evacuation\u002c + N.O. has lots of \u2019canes\u002c and may have been complacent	0	negative	0	2	2	0	0	0	-2.0810000000000004	2.922	-3	0.0	0	-0.7025785446166992	neutral	0	1	1	-2	-3.2910000000000004	neutral	0	0	5.5	0	0	2
@JimIrsay that would be Jason Varitek. Pick me as I would love to go to the game Sunday.	0	positive	1	0	1	1	0	3	-2.367	2.328	0	0.35314947181905154	1	-0.1887969970703125	neutral	0	0	2	-1	-1.37	positive	0	0	2.677	0	0	2
Golf Capsules: Nick Watney missed a chance for a 59 on Sunday in his CIMB Classic victory\u002c closing with a course... http://t.co/qexkrHIG	1	negative	2	1	0	2	1	2	-6.154	5.184	-2	0.7666015625	1	-0.6953125	neutral	0	0	2	-2	-2.702	negative	0	0	5.474	1	0	1
Awesome talk from awesome @BeckyPallack in the Star apprentice class tonite on social media! Just in time for Super Tuesday!	0	positive	5	0	0	3	2	11	-2.6290000000000004	6.126	0	1.84625244140625	1	-0.0025634765625	positive	0	0	2	-1	-0.7050000000000001	positive	0	0	7.838000000000001	2	0	3
the only thing i may truly miss about lexington is shoto\u2019s !!!	0	negative	1	1	1	0	0	0	-1.653	2.066	-2	0.080078125	0	-0.1259765625	neutral	0	0	0	-2	-2.801	negative	0	0	1.101	0	0	2
@kahrayz  the new Die Antwoord\u002c DIIV\u002c Japandroids\u002c 1st foo album\u002c GnR lies\u002c any Nirvana	0	negative	0	2	1	0	0	0	-1.782	1.628	-3	0.0758056640625	0	-0.5240478515625	neutral	1	1	0	-3	-2.215	neutral	0	0	2.3630000000000004	0	1	1
Knicks Vs. Pacers in the 2nd Round of Association Mode. Upset the #1 Bulls	0	negative	0	1	1	0	0	0	-2.4069999999999996	2.22	-2	9.689703583717346E-4	0	-0.1835803985595703	neutral	1	1	0	-3	-2.9530000000000003	negative	0	1	1.1139999999999999	1	0	1
Looks like I\u2019m going to Knicks Vs. Heat this Sunday.	0	positive	1	0	0	1	0	2	-1.121	0.93	0	0.2122802734375	0	-0.1875	negative	0	0	0	-1	-1.267	neutral	0	0	1.562	0	0	2
For my 18th birthday I want a lap dance from that fat chick in Rella.	1	neutral	2	1	1	0	1	1	-1.392	2.7800000000000002	0	0.017578125	2	-0.34521484375	neutral	1	1	2	-1	-2.21	neutral	1	0	3.853	1	0	1
Just watched Act of Valor for the 4th time - I do like that movie.	0	positive	3	0	0	2	1	2	-2.133	2.162	0	1.0936279296875	0	-0.15621566772460938	neutral	0	0	1	-1	-0.531	positive	0	0	1.1109999999999998	1	0	2
I\u2019m going to Anthony Hamilton at DAR Constitution Hall in Washington\u002c DC - Sep 15 http://t.co/PEcRmVHl	0	neutral	0	0	0	0	0	0	-2.848	0.9099999999999999	0	0.03125	0	-0.1875	neutral	0	0	0	-1	-1.922	neutral	0	0	2.924	0	0	1
Varitek eager to learn on the job: Newly appointed Red Sox special assistant Jason Varitek on Friday reflected o... http://t.co/YMqKsoiN	1	positive	2	0	0	1	1	2	-3.3729999999999998	4.258999999999999	0	0.41259765625	2	-0.043972015380859375	neutral	0	0	4	-1	-0.4720000000000001	positive	0	0	4.164	1	0	2
Sarah G. Day last Sunday!! Monday!! Tuesday!! Wednesday!! & xempre ngaung Thursday!! kip it up POPTSERS!!<3	0	positive	0	0	0	0	0	0	-0.122	6.420999999999999	0	0.11910879611968994	0	-0.0625	positive	0	0	0	-1	-0.815	neutral	0	0	10.283000000000005	0	0	2
@Halestormsports Vitali\u2019s may have more power on it but he tends to push it. Paulie\u2019s controls fights with that upjab	0	negative	0	0	0	0	0	0	-2.851	0.7150000000000001	0	0.054443359375	0	-0.13029003143310547	neutral	0	0	0	-3	-1.912	neutral	0	0	1.721	0	0	1
Brook Lopez the 2nd best offensive center in the NBA he not ass	0	negative	2	1	1	1	0	3	-3.6909999999999994	2.072	-4	0.152313232421875	0	-1.1024375	neutral	0	2	1	-3	-1.565	positive	1	1	3.293	1	0	2
Last day of work at Walgreens tomorrow! *cries tears of joy*	0	negative	1	0	0	2	1	3	-1.297	1.137	-4	0.40139671438373625	1	-0.03125	negative	0	0	1	-5	-5.487	positive	0	0	3.967	0	0	3
@DeanteT the 1st thing that came to mind was something from Flatbush Zombies hahaha or omg\u002c Biz Markie. OR Ol\u2019 Dirty Bastard >:)	0	negative	0	2	3	0	0	3	-5.638	4.054	-7	0.0	0	-0.86737060546875	positive	1	2	0	-3	-3.154	positive	2	0	4.08	0	0	2
Hope you\u2019ve got your tickets/tables for Plies tomorrow night 10/6 at Belo Nightclub with Z90.3 | San Diego!!  If... http://t.co/59PU3er8	1	positive	1	0	0	0	2	2	-2.252	4.372	0	0.08935546875	1	-0.0341796875	neutral	0	0	1	-1	-1.239	positive	0	0	2.9680000000000004	1	0	3
this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh\u002c 21st birthday shit	2	negative	3	1	0	0	2	0	-3.6970000000000005	2.4130000000000003	-4	0.397491455078125	1	-0.8154298514127731	neutral	1	3	2	-2	-2.363	negative	1	4	3.877	0	2	1
I love my girl Evelyn at work she switched shifts with me Saturday:)	0	positive	1	0	0	2	0	3	-1.452	1.8849999999999998	0	0.3679812776390463	1	-0.03125	neutral	0	0	1	-1	-3.562	positive	0	0	3.262	0	0	3
The only bad thing about Barack Obama having a 2nd term as President is that its always a flop 2nd time round historically	0	negative	0	1	1	0	1	0	-3.627	4.558999999999999	-5	0.07152561098337173	0	-0.8589324951171875	neutral	2	2	1	-2	-3.3379999999999996	negative	2	1	2.2439999999999998	1	1	1
@NorwayMonster 1st one = Thunder Cats\u002c The skull with fire = Ghost Rider and I think the one below the skull is Captain Planet :)	0	neutral	0	0	0	0	0	0	-1.575	2.7590000000000003	-3	0.0396728515625	0	-0.03763389587402344	neutral	0	0	2	-1	-3.051	neutral	0	0	5.548000000000001	0	2	1
@taaaneex yea I was just thinking that! Btw Reece is going to be in Kyle and Jackie O tomorrow I think.... In the studio	0	positive	1	0	0	0	1	0	-2.833	3.8420000000000005	0	0.49267578125	0	-0.28125	positive	0	0	0	-1	-1.819	neutral	0	0	3.5290000000000004	0	0	2
Former Westover HS (NC) star CJ Ford opens the season for Murray State against Brescia on November 9th at home.	0	neutral	1	0	1	0	1	0	-2.937	2.19	0	0.12994384765625	1	-0.210693359375	neutral	0	0	1	-1	-1.7319999999999998	neutral	0	0	2.716	1	0	1
Q98 Presents: DETHKLOK with MACHINE HEAD\u002c ALL THAT REMAINS\u002c and BLACK DAHLIA MURDER! TUESDAY\u002c NOVEMBER 13TH AT... http://t.co/OpzJoZzP	1	negative	0	1	2	0	0	0	-1.4900000000000002	2.256	-2	0.34375	0	-0.5412665009498596	neutral	2	3	1	-5	-1.097	neutral	2	1	2.303	2	2	1
Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...	0	neutral	2	2	3	0	0	1	-2.654	5.473	-4	0.7692871671315515	0	-0.55810546875	negative	1	2	2	-1	-6.59	negative	0	1	3.016	0	1	1
@jwwashburn @ebertchicago slow down. He\u2019s a lib. U may hav 2 explain 2 him. Remember Charlie Gibson told DonWade&Roma he dnt know abt ACORN.	0	neutral	0	1	2	0	0	0	-6.337000000000001	1.9460000000000002	0	0.4233718067407608	0	-0.129638671875	neutral	0	0	1	-1	-5.117999999999999	neutral	0	0	1.6440000000000001	1	0	1
So disappointed with the movie Ghost Rider: Spirit of Vengeance. So not better than the 1st Ghost Rider movie	0	negative	2	2	2	1	0	3	-3.0109999999999997	4.348000000000001	-4	0.742034912109375	0	-1.26171875	negative	1	2	3	-2	-3.995000000000001	negative	1	2	2.359000000000001	0	2	1
I need to spend the night at someone\u2019s house tomorrow then just go to the meet with them!	0	positive	1	0	0	0	1	0	-1.666	2.045	0	0.3609085660573328	0	-0.1494140625	neutral	0	0	0	-1	-2.2199999999999998	neutral	0	0	3.49	0	0	2
@realcavsfans @GregBag79 AV has 11 offensive rebounds with 4 minutes left in the 3rd. That\u2019s a good month for Brook Lopez.	1	negative	2	1	1	1	1	3	-4.284	2.367	0	0.7083761114627123	1	-0.540669921875	neutral	0	1	1	-3	-2.837	positive	1	1	3.4799999999999995	1	0	2
It\u2019s Friday before WPPI! Who is going this year?! I AM!! Before I leave on Sunday\u002c I wanted to give out a fun... http://t.co/nCWPsyd4	1	positive	1	0	0	1	1	4	-2.684	3.2770000000000006	-1	0.53125	1	-0.5965994653904545	negative	1	1	1	-1	-4.284000000000001	positive	0	0	2.5569999999999995	0	0	2
I\u2019m excited to go to the Knicks VS. Lakers game in December thanks daddy you dah best	1	positive	2	0	1	2	1	8	-3.802	6.2299999999999995	0	0.23120122963155154	1	-5.79833984375E-4	positive	0	0	1	-1	-1.073	positive	0	0	3.2680000000000002	1	0	3
@Chris_Cordaro24 1st game in brooklyn and i want to see brook lopez	0	neutral	2	0	1	0	0	1	-0.951	1.33	0	0.001526474952697754	0	-0.533294677734375	neutral	0	0	0	-1	-1.504	neutral	0	0	2.655	0	0	1
Wilfred Kiboro joins Family Bank as Chairman\u002c a day after he quit Standard Chartered Bank. He takes over from founder Titus Muya on Jan 1	0	neutral	0	0	1	0	0	0	-8.591000000000001	3.369	0	0.1353759765625	0	-0.58203125	neutral	0	1	1	-1	-2.1990000000000003	neutral	0	0	5.426	3	0	1
Who\u2019s going to walgreens tomorrow for the 75% off all of the halloween candy? I AM!	0	positive	0	0	0	0	1	0	-0.511	1.7900000000000003	0	0.34375	0	-0.63525390625	neutral	0	0	0	-1	-1.655	neutral	0	0	2.2830000000000004	0	0	2
@TimCross_ introduced me to Big L when i was in the 9th grade. i was really deaf to real hip hop music back in the 9th grade lol	0	positive	2	1	1	0	0	4	-5.751	3.9970000000000008	0	0.9845199566334486	1	-0.140625	neutral	1	1	2	-1	-3.905	neutral	0	0	2.955	1	0	2
Peace love and pancakes starts tomorrow morning!! Be there or else no pancakes for you	0	positive	2	0	0	2	2	5	-1.908	5.365	-1	0.3914794921875	2	-0.1796875	positive	0	0	2	-1	-1.225	positive	0	0	7.311000000000001	1	0	3
@CountryGirl_731 we changed seats in dental lol\u002c you\u2019re in Ash\u2019s old seat and the chapter is due tomorrow	0	positive	0	0	0	0	1	0	-1.859	1.4100000000000001	0	0.2490234375	0	-0.03125	neutral	0	0	0	-1	-3.387	neutral	0	0	3.1229999999999998	0	0	2
@JagoBrown91 In Lewis on the 5th they\u2019re burning effigies of Guy Fawkes\u002c the Pope & whoever else they presently dislike. Sussexy indeed...	0	negative	0	2	1	0	0	0	-4.419	3.073	-2	0.03125	0	-0.798828125	neutral	0	1	1	-3	-2.9139999999999997	negative	1	1	3.227	0	0	1
Finally saw the Galaxy Foams in person on saturday... Let\u2019s just say <<<<<< SMMFH Ugly ass shoes!	1	negative	1	1	1	0	1	0	-12.107	2.9010000000000007	-7	0.20587158203125	1	-0.625	neutral	0	2	1	-3	-1.2	negative	2	0	3.3880000000000003	1	0	2
Thursday Margarita Day with Poker Sign in before 7:15 p.m. And a Funtastic Time!!!! Yeaha Friday Jaron Bell (Riannon bday party) reminder ;)	0	positive	0	0	0	0	1	0	-0.321	7.803999999999999	0	0.0855715274810791	0	-0.0625	positive	0	0	0	-1	-0.437	positive	0	0	9.311000000000002	0	0	2
Austin wore his YOLO shirt for the 15th time in a month.	0	neutral	0	0	0	0	1	0	-0.9430000000000001	1.662	0	0.006103515625	0	-0.0625	neutral	0	0	0	-1	-0.39	neutral	0	0	1.7689999999999997	0	0	1
The Saving Innocence 1st annual gala is just one month away!  Please join us for an evening of dinner\u002c wine\u002c... http://t.co/J1kLfM9o	0	positive	3	0	0	0	0	2	-2.8870000000000005	3.661	0	0.739501953125	0	-0.12646484375	neutral	0	0	2	-1	-0.994	positive	0	0	4.6579999999999995	0	0	2
I\u2019m hearing Diamonds just entered the U.s top 5 and that Rih is coming to SNL the 10th\u002c is this true?	0	positive	3	0	0	1	2	4	-1.1589999999999998	2.894	0	0.34981536865234375	1	-3.814697265625E-6	neutral	0	1	2	-1	-0.861	neutral	0	0	3.09	2	1	2
Can someone pick me up tomorrow morning and bring me with you at LAX?	0	neutral	0	0	1	0	1	0	-2.0229999999999997	2.257	0	0.1767578125	0	-0.3132171630859375	neutral	1	1	1	-1	-1.772	neutral	0	0	3.196	0	0	1
The Daily Zap: Catch highlights from Monday\u2019s action in the NBA. http://t.co/oGFF8Aog	1	neutral	0	1	0	0	1	0	-0.892	1.8139999999999998	0	0.0	0	-0.0670166031923145	neutral	0	0	1	-1	-0.129	neutral	0	0	1.166	0	0	1
Our 1st XI went through against Liverpool 4th X1 with a 2-1 victory AET thanks to an extra time winner from Man of the Match @DanielWalsh6	1	positive	1	0	1	2	3	6	-1.8280000000000003	4.7459999999999996	0	0.8568744659423828	2	-0.1875	positive	0	0	3	-1	-2.857	positive	0	0	4.628	1	0	2
How To Dress Well plays Santos Party House on October 8th with o f f Love and Warm Ghost! http://t.co/WidZmWJ4	0	positive	3	0	0	3	0	4	-2.932	5.015999999999999	-1	0.7971744556427002	1	-0.005859375	positive	0	0	1	-1	-1.2229999999999999	neutral	0	0	5.873000000000001	0	1	3
@rattlecans the mere mention of Catholics makes my blood rise - and I was raised catholic. Rejected somewhere around 5th grade.	0	negative	0	1	2	0	0	0	-3.0060000000000002	3.5000000000000004	-1	0.26799023151397705	0	-0.96875	neutral	0	1	0	-2	-3.4440000000000004	negative	0	0	3.851	0	0	1
Jasmine Curtis-Smith is nominated as Best New Female TV Personality (for Nandito Ako) in the 26th PMPC Star Awards for TV. Yay! =))	0	positive	3	0	0	3	1	6	-1.04	7.929000000000001	0	0.30731201171875	1	-0.125	positive	0	0	2	-1	-0.5830000000000001	positive	0	0	8.952	1	0	3
Yay... we had us a mini water fight =) Now my hair messed up << think tomorrow imma go to alsip and get in the pool	0	negative	0	1	1	1	1	0	-3.5060000000000002	2.5230000000000006	-3	0.08539205696433783	0	-0.14404296875	neutral	0	1	1	-3	-4.153	neutral	0	1	6.173	0	1	2
And also\u002c haven\u2019t been able to check and CBA updates since Sunday. If anyone hears any news\u002c please pass it along to me. Thanks!	0	positive	2	0	0	0	0	3	-5.851999999999999	4.926	0	0.49510880852193395	0	-0.12445354461669922	neutral	0	0	0	-1	-4.178	negative	0	0	3.083	0	0	3
#LazyWeb Should I get up early and avoid giants fans on Caltrain or just work from home tomorrow?	0	neutral	1	0	1	2	1	0	-3.644	1.216	-1	0.3768351909093326	0	-0.2578125	negative	0	1	0	-1	-3.4029999999999996	neutral	0	0	3.0390000000000006	0	1	1
Project X on a monday night? Fuck it	0	negative	0	1	0	0	0	0	-0.974	0.903	-4	0.03125	0	-0.0654296875	neutral	0	0	0	-3	-0.942	negative	0	0	3.091	0	0	2
