content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny	0	negative	2	1	1	0	0	1	-6.962999999999999	1.6420000000000001	-3	0.03125	0	-0.6338348388671875	neutral	1	2	0	-2	-4.276000000000001	neutral	1	1	2.2699999999999996	1	1	1	0.612	-0.424	-0.667	0.536	-0.948	1.64
@MeganWitmer that\u2019s crazy. I\u2019m more jealous of u going to Joe Pa\u2019s grave! I was sad Saturday when I walked past where the statue should be:(	0	negative	0	3	4	0	0	0	-6.759000000000001	2.4589999999999996	-8	1.220703125E-4	0	-1.1552734375	negative	2	3	1	-4	-6.563	negative	1	2	1.3399999999999999	0	2	1	1.208	-0.961	0.045	1.297	0.644	0.575
Mizzou commemorates its win over Kentucky with a T-shirt. No\u002c really. | Dr. Saturday - Yahoo! Sports http://t.co/2u46BvQ6 #fb	0	positive	0	0	0	1	0	4	-2.8289999999999997	2.9699999999999998	0	0.658203125	0	-0.0625	neutral	0	0	0	-1	-1.6099999999999999	positive	0	0	2.053	0	0	2	2.129	0	1.841	2.494	-0.297	2.345
Who should The Rock face for the WWE Title at the Royal Rumble? I just voted #rockpunk would be a 1st to see	0	positive	1	0	0	0	0	0	-3.037000000000001	4.599	0	0.18939268589019775	0	-0.2550697326660156	positive	0	0	2	-1	-1.099	neutral	0	0	2.447	1	0	2	0.549	0	0.114	0.883	-0.317	0.965
@FruitPunchToday lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley	1	positive	0	0	0	0	1	5	-3.292	4.307999999999999	0	0.2822265625	0	-0.3392972946166992	neutral	0	1	0	-1	-2.4210000000000003	neutral	0	0	2.7619999999999996	0	0	2	0.374	-0.083	-0.048	0.781	-0.828	0.97
@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine\u2019s Day or something.	0	neutral	0	0	0	0	0	0	-1.511	2.1	0	0.253173828125	0	-0.18860149383544922	neutral	0	0	1	-1	-0.559	neutral	0	0	3.178	0	0	1	1.084	0	0.862	0.786	-0.324	1.927
Happy Valentine\u2019s Day!!! @MAziing: Everyday is the 14th!	0	positive	1	0	0	1	1	3	0.0	3.757	0	0.7353515625	1	0.0	positive	0	0	1	-1	-0.115	positive	0	0	3.625	1	0	2	0.449	0	0.821	0.247	-0.168	0.448
I have to finish reading Paterno by tomorrow so I can watch football Sunday and Monday and prepare for the #NBA2k13 release #120pagesleft	0	neutral	0	0	0	0	4	0	-5.764	1.8880000000000003	0	0.39989805221557617	1	-0.4682035446166992	neutral	0	0	3	-1	-1.954	neutral	0	0	6.099000000000001	0	1	1	2.191	-0.59	0.929	2.979	-0.25	1.175
@xBecx92 it may be Indian time tonite Becky :-) xx	0	positive	0	0	0	0	1	0	-0.916	1.724	0	0.0062255859375	0	0.0	neutral	0	0	0	-1	-0.06	neutral	0	0	2.0869999999999997	0	0	2	0.041	0	0.058	0.066	0.0	0.0
Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious	2	positive	5	0	0	3	2	9	-0.253	6.634	0	0.8848897833377123	3	-0.515625	positive	0	0	3	-1	0.0	positive	0	0	4.158	1	0	3	0.742	-0.044	0.161	0.937	-0.177	1.114
@sumeetkulkarni Season ends with Superbowl in first week of February.	0	neutral	0	0	0	0	0	0	-0.01	1.172	0	0.004413604736328125	0	-0.109375	neutral	0	0	0	-1	-0.73	neutral	0	0	2.866	0	0	1	0.279	0	0.137	0.349	-0.084	0.434
@HilciaJSu Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?	0	positive	0	0	0	0	0	2	-2.1229999999999998	3.8130000000000006	0	0.24456787109375	0	-0.2808208465576172	neutral	0	0	1	-1	-2.968	neutral	0	0	3.8790000000000004	1	0	3	0.903	0	0.71	1.354	-0.741	1.267
Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird	0	neutral	0	1	1	0	0	0	-2.343	1.2970000000000002	-2	0.1357421875	0	-0.53125	neutral	1	2	0	-1	-1.7289999999999999	neutral	0	1	2.425	0	1	1	0.21	-0.226	-0.117	0.238	-0.45	0.282
This Sunday New York Giants are going down. #Steelers	0	neutral	0	0	1	0	0	0	-1.52	1.96	0	0.1194777637720108	0	-0.1875	neutral	0	0	0	-1	-1.0	negative	0	0	2.6519999999999997	0	0	1	1.029	0	1.022	1.091	-0.107	1.08
As an introduction to Literature we wrote about The Woman In Black\u002c not something I particulalry want to read\u002c may just cry #ShitMyself	0	negative	2	1	1	0	0	1	-3.022	2.121	-1	0.237060546875	0	-1.11279296875	neutral	1	1	0	-3	-4.412	negative	0	0	2.054	0	0	1	0.791	-0.216	0.166	1.235	-1.168	1.336
\@Ilovedoobz: @Patty_flipping I did\u002c the other new is in today\u002c northern lights......\ I get payed tomorrow!	0	positive	0	0	0	0	1	0	-1.456	2.8179999999999996	0	0.08954238983278628	0	-0.46875	positive	0	0	0	-1	-1.502	neutral	0	0	2.196	0	0	2	0.567	0	0.071	0.096	-0.34	1.084
Just finished rehearsing with @DWHY - we are ready for the Kendrick Lamar show tomorrow\u002c shout outs to WVU... http://t.co/d76r8YZH	1	neutral	2	0	0	1	1	0	-1.474	5.9399999999999995	0	0.6257362365722656	0	-0.0859375	positive	0	0	0	-1	-0.165	neutral	0	1	4.6000000000000005	1	0	1	0.615	-0.046	0.085	0.845	-0.386	1.154
I posted 12 photos on Facebook in the album \Super Sunday wid Shobhit Bhatia......\ http://t.co/9DYtiAxO	0	positive	0	0	0	0	0	0	-1.6280000000000001	4.261	0	0.03125	0	-0.03125	positive	0	0	0	-1	-0.724	neutral	0	0	3.526	0	0	3	1.079	0	1.05	1.081	0.0	1.106
I been watching \All-Access Kentucky\ every wed and it has been making me like these young dudes on Kentucky.	1	positive	1	0	0	1	1	2	-3.3200000000000003	2.972	0	0.2779083251953125	1	-0.03125	neutral	0	0	1	-1	-2.4730000000000003	neutral	0	0	1.565	0	0	2	0.633	0	0.503	0.97	-0.534	0.958
\Nick J all day\ and \#30\ on my powder puff pants. Looks like I\u2019m gonna be a stud tomorrow under the lights. @L_Starcevich @N_Jeffries13	0	positive	1	0	0	1	1	2	-0.292	2.9250000000000003	0	0.6187744140625	0	-0.2686786651611328	neutral	0	0	1	-1	-1.381	positive	0	0	5.4750000000000005	0	0	2	0.648	0	0.507	0.918	-0.455	0.974
Roy ... just go ... you\u2019re a bigger embarassment than Capello and McClaren ... http://t.co/EAsMq1m7	0	neutral	1	0	0	0	0	0	-6.611	1.4460000000000002	0	0.29833990150655154	0	-0.0625	neutral	0	0	0	-1	-0.588	negative	0	0	1.081	0	0	1	0.343	-0.14	-0.078	0.51	-0.305	0.467
##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens\u002c Black & Nikon ... http://t.co/NPMjK8UC	0	neutral	0	0	2	0	0	0	-1.044	5.152	0	0.0625	0	-0.08253300189971924	neutral	2	2	0	-1	-1.087	neutral	0	0	2.79	0	0	1	0.122	0	0.055	0.158	-0.084	0.236
Han mon dieu le remix de I am the best dans Dream High 2\u002c je meurs XDDD	0	positive	2	0	0	1	0	4	-0.836	5.313000000000001	0	0.2599477767944336	0	-0.3447265625	neutral	0	0	0	-1	-0.843	positive	0	0	4.611	0	0	2	0.417	0	0.135	0.53	-0.241	0.828
You do not want to miss this tomorrow night.  RJ is moving to Maryland soon\u002c and we have a truly epic set planned... http://t.co/NItJIA5v	0	negative	4	1	1	0	1	1	-2.8740000000000006	2.108	-2	0.234375	0	-1.4412832082455722	neutral	0	0	1	-2	-5.436	neutral	0	0	6.008	0	0	2	0.435	-1.11	-1.378	0.469	0.52	-0.516
Don\u2019t forget Mitch Daniels is going to be on Steven Colbert\u2019s show Thursday.  Think this will come up as a topic?	0	neutral	1	0	1	0	0	0	-1.171	2.8230000000000004	-1	0.20588207244873047	0	-0.375	neutral	0	1	0	-1	-0.868	neutral	0	0	2.132	1	0	1	0.427	-0.383	-0.964	0.799	-0.514	0.801
\@bline803rasta: Mane I gotta see that Denzel movie tomorrow! Shit look like its gone be a good one\ditto. Im going to try to go tomorrow	1	negative	2	1	1	2	3	5	-4.360999999999999	3.6050000000000004	-4	1.1601895094063366	1	-0.8076171875	negative	0	1	1	-2	-4.654999999999999	positive	1	1	3.056	1	0	2	1.275	-0.392	0.803	1.922	-0.639	0.562
@BarackObama: I would think you would do that if you are running for POTUS. It may be part of your job someday.	0	neutral	0	0	0	0	0	0	-7.751	4.991	0	0.0703125	0	-0.16307830810546875	positive	0	0	1	-1	-0.807	neutral	0	0	1.3330000000000002	0	0	1	0.317	0	0.011	0.309	0.082	0.472
Grammy and Caleb going Freeport tomorrow chalee\u002c	0	neutral	0	0	0	0	1	0	0.0	0.501	0	0.0	0	-0.21875	neutral	0	0	0	-1	-0.42300000000000004	neutral	0	0	2.1550000000000002	0	0	1	0.144	0	0.0	0.213	-0.057	0.275
@kdbowe But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.	0	positive	4	0	1	2	0	3	-6.692	5.8919999999999995	0	0.22705077938735485	0	-0.197265625	positive	0	0	1	-1	-1.4069999999999998	neutral	0	0	4.3020000000000005	0	0	3	0.753	0	0.069	0.627	-0.474	1.537
@Dapper_Dan1988 I have plans to go to CVS before work today and get something.  That may be what I get. I\u2019m going to quarantine myself today	0	neutral	0	0	0	1	0	0	-3.5000000000000004	0.263	0	0.19245185724867042	0	-0.3744535446166992	neutral	0	0	0	-1	-5.876	neutral	0	0	2.355	0	1	1	0.756	0	0.149	0.239	-0.685	1.601
iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company\u2019s er... http://t.co/7dzvgXNz	0	positive	2	0	0	1	1	2	-7.1819999999999995	3.3940000000000006	-1	0.5445556640625	1	-0.18359375	neutral	0	0	1	-1	-2.5960000000000005	neutral	0	0	3.789	1	0	2	1.318	-0.068	1.0	1.385	-0.239	1.604
Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra\u002c Scorpio\u002c Sag\u002c Cap\u002c Aqua or Pisces http://t.co/HNgb7Qn3	1	neutral	0	0	0	0	1	0	-2.545	6.348	0	0.008545160293579102	1	-0.12445354461669922	neutral	0	0	2	-1	-0.312	neutral	0	0	3.8630000000000004	1	0	1	0.471	-0.031	0.247	0.588	-0.225	0.622
Drew Peterson may be convicted\u002c but there is still conflict going on http://t.co/lmqKV7XZ #whenwillitend #localnews #chicago	0	neutral	0	1	1	0	0	0	-3.013	1.3259999999999998	-2	0.0313720703125	0	-0.2632427215576172	neutral	1	1	0	-1	-7.622000000000001	neutral	0	1	0.77	0	1	1	0.556	-0.273	0.549	0.91	0.468	0.558
@WFAN660 Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.	0	neutral	0	0	0	0	0	0	-11.775000000000002	1.001	-3	0.531494140625	0	-0.21382904052734375	neutral	1	2	2	-1	-3.3640000000000003	neutral	0	0	1.2	0	1	1	0.351	0	0.152	0.534	-0.274	0.565
With all Benson\u2019s attention\u002c Frankie feels like a forgotten stepchild. Lets \u2019founding father\u2019 him so he know we will never forget 2nd place.	0	positive	2	0	1	1	0	2	-2.565	3.263	-2	0.6088838574942201	0	-0.75	neutral	1	2	0	-1	-2.408	negative	0	0	2.049	0	1	2	0.613	-0.939	-0.427	0.942	0.343	0.031
Police\u002c protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ... http://t.co/xewokaIE	0	neutral	0	1	1	0	0	0	-2.015	1.9789999999999996	-4	0.173828125	0	-0.2187652587890625	neutral	0	2	1	-1	-2.8700000000000006	negative	0	1	5.854	0	0	1	0.086	-0.111	0.071	-0.232	-0.2	-0.178
I will be participating in a Google+ Hangout with @TheEconomist tomorrow!  I\u2019m SUPER excited! Check it out: https://t.co/jvmZcqBa	1	positive	3	0	0	2	2	6	-2.235	5.308999999999999	0	0.1988441952271387	1	-0.18988418579101562	positive	0	0	1	-1	-0.804	positive	0	0	4.715000000000001	1	0	5	0.584	0	0.233	0.167	-0.097	0.871
@buckbelue8 why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!	1	positive	0	0	0	0	0	0	-6.54	2.5359999999999996	-2	0.009391821920871735	0	-0.3359413146972656	negative	1	1	0	-1	-3.1879999999999997	negative	0	0	1.946	1	0	2	0.3	0	-0.256	0.633	-0.154	0.681
Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it\u2019s against my boys\u002c LETS GO SPURS! #Spurs #NBA	0	positive	2	0	1	2	2	6	-3.8949999999999996	6.8759999999999994	0	0.8214156022295356	2	-0.12499642372131348	positive	0	0	2	-1	-3.146	positive	0	0	4.123	1	0	3	1.116	-0.076	1.282	0.154	-0.371	1.265
@witheredhand I\u2019ve paid a few quid for a Jim White record if I recall correctly but I\u2019m not in the biz so i may well be missing the point.	0	negative	3	0	0	2	1	0	-3.403	3.6750000000000007	-2	1.2067922372890754	1	-1.3751316666603088	negative	1	1	1	-2	-4.945	neutral	0	0	3.2159999999999997	1	1	1	1.39	-0.069	0.567	1.868	-0.396	1.925
@TeamStradley mines personal thinking Tebow is better then Flacco. I don\u2019t care how bad he played Sunday	0	negative	2	1	1	1	0	4	-4.545	1.7240000000000002	-3	0.919769287109375	0	-0.3174285888671875	neutral	1	1	0	-2	-2.6430000000000002	positive	1	1	1.2610000000000001	1	1	2	1.549	-0.367	1.219	1.8	-1.435	1.96
@OilOnWhyte @albertaoilfire another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.	1	positive	2	1	1	2	1	3	-5.175	2.314	0	0.7239705975989636	1	-1.015625	positive	0	1	4	-1	-2.653	positive	0	0	1.681	2	0	2	1.862	0	0.875	2.729	-0.696	2.684
@politicalwire I\u2019m still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.	0	negative	0	0	0	0	1	0	-2.721	1.297	0	0.17663571616867557	0	-0.07183647155761719	neutral	0	1	0	-2	-3.682	negative	0	0	3.3110000000000004	0	1	2	0.779	0	0.522	1.239	-0.392	0.967
the glass may be rising\u002c but it\u2019s not getting any warmer here\u002c Lago del Desierto\u002c Argentina http://t.co/Hp4S2M5G	0	neutral	0	0	0	1	1	0	-1.6729999999999998	1.198	0	0.0157470703125	1	-0.62890625	neutral	0	0	1	-1	-1.821	negative	0	0	4.096	0	0	1	0.454	0	-0.044	0.845	-0.3	0.863
Wish I could make that trip to Athens on Tuesday @iCaptainMorgan	1	neutral	1	0	0	0	0	1	-1.08	0.302	0	0.28588870172188807	0	-0.08935546875	negative	0	0	0	-1	-3.041	positive	0	0	2.6870000000000003	0	0	1	0.694	0	0.868	0.986	-0.066	0.294
Apple software\u002c retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea...	0	neutral	1	0	0	1	1	2	-4.085	3.885	0	0.2265625	1	-0.18836212158203125	neutral	0	0	1	-1	-3.275	neutral	1	1	6.636000000000001	1	1	1	0.33	-0.624	-0.86	0.373	-0.325	-0.069
i want to watch The Grey... for the 16th time.	0	neutral	1	0	0	0	2	1	-0.545	1.541	-1	0.294189453125	0	-0.283203125	neutral	0	0	0	-1	-1.826	positive	0	0	2.342	0	1	1	0.402	-0.033	0.078	0.566	-0.246	0.664
Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng	0	neutral	0	0	0	1	2	5	-3.5940000000000003	4.287	0	0.5143070220947266	0	0.0	neutral	0	0	1	-1	-0.997	neutral	0	0	1.7630000000000001	0	0	1	1.142	0	0.893	1.237	0.049	1.345
I\u2019m hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!	0	positive	0	0	0	0	0	0	-0.581	3.251	0	0.1494140625	0	-0.0029296875	positive	0	0	0	-1	-0.17700000000000002	neutral	0	0	5.823999999999999	0	0	2	0.958	-0.305	0.822	1.504	-0.346	-0.022
\Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday\	1	positive	2	0	2	1	2	2	-5.847	7.160000000000001	-1	0.0625	2	-0.469329833984375	neutral	0	0	2	-1	-3.1350000000000002	neutral	0	0	4.261	1	0	2	0.731	-0.076	0.623	0.959	-0.428	0.657
@_AllBelongs2Me_ the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.	0	positive	1	0	0	1	0	2	-0.7609999999999999	0.74	0	0.215576171875	0	-0.25	neutral	0	0	1	-1	-0.758	neutral	0	0	4.128	0	0	2	0.528	0	0.633	0.588	-0.466	0.83
Fabio Capello: \From what I\u2019ve seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow\. #cantwait	1	positive	3	0	0	3	3	4	-5.275	9.062000000000001	0	0.8763448614627123	1	-0.140625	neutral	0	0	1	-1	-1.073	positive	0	0	3.064	2	0	2	1.544	0	1.374	2.189	-0.592	1.661
@bbberb not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.	1	neutral	2	0	1	0	1	2	-6.898	4.358	0	0.3989753723144531	1	-0.67010498046875	positive	1	1	1	-1	-3.1879999999999997	neutral	0	1	2.593	1	0	1	1.645	-0.07	0.588	2.635	-0.755	2.458
Parker\u002c Leonard steal OKC\u2019s thunder: Ninety minutes before tipoff Thursday night at the AT&T Center\u002c Oklahoma Ci... http://t.co/NNjbPSWk	0	negative	0	1	1	0	0	0	-3.347	1.387	-2	0.015594482421875	0	-0.3857421875	neutral	1	1	1	-3	-4.083	negative	0	1	4.9959999999999996	1	1	1	0.085	0	-0.097	0.106	-0.071	0.317
@Kreuzer_11 I really do hope they finish the trade by Tuesday or Wednesday. Gagner is a real solid player and could help the sabres	1	positive	4	0	0	1	1	6	-5.186	1.2720000000000002	0	0.6510725021362305	1	-0.4825706481933594	neutral	0	1	3	-1	-2.5060000000000002	positive	0	0	4.6259999999999994	3	0	3	1.937	0	1.084	3.021	-0.416	2.171
After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place	0	positive	1	0	0	0	0	0	-2.076	6.394000000000002	0	0.13348102546297014	0	-0.3837900161743164	neutral	0	0	0	-1	-3.4979999999999998	positive	0	0	3.2009999999999996	0	0	2	1.213	-0.06	0.563	1.817	-0.684	2.0
@_Sherwood12 he\u2019s on the plane to Amsterdam now\u002c bet he\u2019s not in class tomorrow	0	neutral	0	0	0	0	1	0	-1.379	0.919	0	0.0966796875	0	-0.66015625	negative	0	0	0	-1	-2.503	neutral	0	0	3.5380000000000003	0	0	1	0.136	-0.031	-0.036	0.288	-0.055	0.222
@_bethanygarland I really wanna go to one of his things! Did you watch his new thing on channel 4 last Friday? xx	0	positive	0	0	0	0	1	0	-2.881	2.7120000000000006	0	0.7928149085637415	0	-0.0634765625	neutral	0	0	0	-1	-3.198	positive	0	0	3.3099999999999996	0	1	2	0.679	-0.033	0.2	1.062	-0.431	1.083
I -may- be the only girl on the face of the earth that DOESN\u2019T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme	0	positive	1	0	0	1	0	0	-1.7029999999999998	3.04	0	0.4454345703125	0	-0.052237510681152344	neutral	0	0	0	-1	-2.117	negative	0	0	3.5380000000000003	0	0	2	0.108	-0.033	-0.092	0.255	-0.157	0.323
Obama may have been better off staying put\u002c personally I\u2019m glad he\u2019s back on the trail- he\u2019s helping move people to Mitt!	0	positive	3	0	0	3	1	7	-3.1859999999999995	4.33	0	1.1099538784474134	1	-0.4784574508666992	positive	0	0	1	-1	-1.5779999999999998	positive	0	0	1.795	0	0	2	1.085	0	1.018	1.566	-0.909	1.684
Cold pizza and Mass Effect 3. I want my leg healed!! Going to look up some voodoo shit. I\u2019ll be walking\u002c jumping and running tomorrow.	0	negative	1	2	1	0	1	1	-1.9820000000000002	2.8590000000000004	-4	0.623992919921875	0	-1.2288932800292969	neutral	0	3	0	-2	-5.859999999999999	neutral	1	1	5.61	0	0	2	0.667	-0.024	0.316	1.04	-0.398	0.987
Remember Cupid at Convo last year with the bomb candy bar?? If you liked that\u002c you\u2019ll LOVE next Tuesday\u2019s Tr http://t.co/af9hu4pU	1	positive	1	1	2	2	0	5	-3.1179999999999994	5.649	-1	1.09054434299469	1	-0.15625	positive	1	1	1	-1	-1.295	positive	0	1	4.478	0	1	3	0.829	-0.066	0.554	0.593	-0.197	1.107
On November 16 ; me\u002c my mom\u002c and my sister are going to see \Breaking Dawn: part 2\ #judgeus	1	neutral	1	0	0	1	1	0	-0.8299999999999998	1.17	0	0.06402647495269775	1	-0.1875	neutral	0	0	1	-1	-0.9550000000000001	neutral	0	0	2.699	1	0	1	0.177	0	0.0	0.169	0.008	0.394
Channing tatum will be in white oak tomorrow...for all you stalkers out there	0	neutral	2	0	0	0	1	0	-5.609	3.465	0	0.3477783203125	1	-0.002515852451324463	neutral	0	0	2	-1	-0.226	neutral	0	0	3.8370000000000006	1	0	1	0.282	0	-0.022	0.477	-0.126	0.517
@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle	0	neutral	0	0	0	0	0	0	-1.364	1.468	0	0.0771484375	0	-0.031250953674316406	neutral	0	0	0	-1	-1.461	neutral	0	0	3.3409999999999997	0	0	1	1.195	-0.037	1.072	1.226	-0.182	1.379
My dad & the builder are talking about City and it turns out the builder is sat the row behind me at the Aston Villa game\u002c fuck sake	0	negative	0	1	0	0	0	0	-6.985	2.3259999999999996	-4	0.001953125	0	-0.16254043579101562	negative	0	1	0	-3	-3.8339999999999996	negative	0	1	2.8130000000000006	0	0	1	0.626	-0.514	-0.09	1.082	0.29	0.535
Games played during the week are now more interesting than Super Sunday!	0	positive	2	0	0	2	0	5	-1.138	2.404	0	0.3828125	0	-0.00390625	positive	0	0	1	-1	-0.629	positive	0	0	2.726	0	0	3	0.39	0	0.117	-0.089	0.057	0.701
#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe	0	neutral	0	0	1	0	2	0	-0.42700000000000005	6.614	0	0.0933754452271387	0	-0.038120269775390625	neutral	0	0	2	-1	-0.8560000000000001	neutral	0	0	6.716	0	0	1	0.585	-0.067	0.063	0.722	-0.083	0.803
@Pastorjoshg @corylethgo @KevinCabe @kcabe21 I\u2019d watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley	0	positive	1	1	0	0	1	4	-2.698	2.258	0	0.623046875	0	-0.203125	positive	0	0	0	-1	-1.62	positive	0	0	1.8500000000000003	0	1	3	0.725	-0.033	-0.006	-0.324	-0.154	0.561
Stacie just hit me up and said my packages might be up here tomorrow if that\u2019s the case I\u2019m not going to the rave in San Fran. #priorities	1	neutral	3	0	0	0	1	0	-4.4110000000000005	2.532	0	0.4207305908203125	1	-1.3046876639127731	negative	1	3	1	-1	-2.5309999999999997	negative	1	2	5.68	1	1	1	0.76	-0.028	0.549	0.963	-0.799	1.248
Of course it\u2019s Aston Villa.  Played them off the park on Saturday.  Bring it on!	0	positive	0	0	0	0	0	0	-4.152	3.054	0	0.185546875	0	-0.36181640625	positive	0	0	0	-1	-0.145	neutral	0	0	2.7680000000000002	0	0	2	0.313	-0.023	0.034	0.47	-0.305	0.673
@kevins980 matching Cofield in sacks. But\u002c this is only the 1st pre-season game so.... we\u2019ll see.	0	neutral	0	0	1	0	0	0	-1.211	1.0290000000000001	0	0.001526474952697754	0	-0.008392333984375	neutral	0	0	0	-1	-1.109	neutral	0	0	0.624	0	0	1	0.136	0	0.0	-0.003	0.0	0.258
Give me 5 mins with Candy the dancer from Deja Vu I\u2019m nutting on my 4th pump she that bad lol	0	negative	0	1	1	0	0	3	-8.977	2.921	-3	0.03125	0	-0.3649748621189701	neutral	1	1	0	-2	-3.452	negative	1	1	2.834	0	1	2	0.983	-0.367	0.331	0.49	-0.849	1.717
Kevin Hart show at MSG on November 10th is going to be beautiful	0	positive	1	0	0	1	0	3	-0.656	2.3489999999999998	0	0.8282508850097656	1	-0.1875	neutral	0	0	1	-1	-0.521	positive	0	0	2.9210000000000003	1	0	3	0.305	-0.046	0.091	0.32	-0.294	0.65
@heeydems Do you know ?they may not but we\u2019re so fond of all the countries . Uh\u002chappy Republic Day .	0	positive	1	0	0	1	0	2	-3.96	1.7249999999999999	0	0.55059814453125	0	-0.7499656677246094	neutral	0	1	0	-1	-2.031	positive	0	0	1.353	0	0	3	0.546	-0.07	0.067	1.243	-0.552	0.67
@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az	0	negative	0	0	1	1	0	0	-1.8839999999999997	0.9910000000000001	-1	0.59375	0	-0.21875	neutral	0	0	0	-4	-3.7220000000000004	positive	0	0	1.202	0	0	1	0.146	-0.3	0.025	0.293	0.755	0.264
Thank you snow for cancelling classes today. Now you may stop snowing\u002c so that I can drive to Chapel Hill tomorrow. I\u2019d really appreciate it	0	positive	3	0	0	2	1	4	-3.9549999999999996	6.513	-2	0.6408692001714371	0	-0.0695791244506836	neutral	0	0	0	-1	-4.863	positive	0	0	5.05	0	0	3	1.674	0	1.709	0.913	-0.172	2.623
Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol	0	positive	1	0	0	1	3	6	-6.698	3.5	0	0.2041015625	1	-0.2734375	neutral	0	1	2	-1	-5.055	positive	0	0	4.223999999999999	0	0	2	0.601	-0.036	0.055	0.818	-0.278	1.101
#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c	2	positive	2	0	0	1	2	3	-1.1600000000000001	5.373000000000001	0	0.11541748046875	2	-0.0078125	positive	1	1	2	-1	-0.23199999999999998	positive	1	1	5.4750000000000005	1	1	3	2.015	0	2.119	-0.016	-0.145	1.8
#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!	0	positive	1	0	1	1	0	3	-1.4649999999999999	3.094	0	0.37890625	0	-0.24945354461669922	positive	0	0	0	-1	-1.21	positive	0	0	1.8940000000000003	0	0	2	0.685	-0.039	0.126	1.082	-0.446	1.271
think i might go see flight tomorrow just because Denzel Washington ..	0	neutral	2	0	0	0	1	0	-1.604	0.8130000000000001	0	0.1832892280217493	0	-0.1875	neutral	0	0	0	-1	-2.136	positive	0	0	1.683	0	0	1	0.371	0	-0.133	0.977	-0.435	0.702
Mohamed Nasheed\u2019s Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube	0	neutral	1	0	0	0	0	0	-1.6010000000000002	1.6869999999999998	0	0.24407866597175598	0	0.0	neutral	0	0	0	-1	-2.084	neutral	0	0	4.33	0	0	1	0.282	0	0.044	0.404	-0.323	0.719
I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun	2	positive	4	0	1	2	3	9	-2.857	3.3439999999999994	0	0.28857421875	3	-0.09234619140625	neutral	0	2	3	-1	-2.5629999999999997	positive	0	1	2.9389999999999996	1	0	3	2.857	-0.079	3.283	4.214	0.443	1.927
Calling all reality TV fans: We\u2019re inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm	1	neutral	1	0	1	1	1	2	-4.970000000000001	4.984	0	1.375	1	-0.25	neutral	0	0	2	-1	-1.5370000000000001	neutral	0	0	4.828	1	0	1	1.398	0	1.297	1.484	-0.222	1.559
