content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
Took me months to decide, but tonight I have chosen #google over Amazon S3 for image storage solution.	2011-10-19 05:46:54	126534770095170000	noUser	google	4	3	1	1	6	0	0	positive	0	-0.2221097946	3	0.076171875	0	neutral	-1	0	0	0	0	0	0	0	0	positive
There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone	2011-10-19 05:45:44	126534476875567000	noUser	google	5	1	0	0	6	0	0	negative	1	-0.9374656677	3	0.3984988558	1	negative	-1	0	0	0	0	0	0	0	0	neutral
Google Offers to compete with Groupon, Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google	2011-10-19 05:45:17	126534362148782000	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.126953125	1	0.0068359375	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung	2011-10-19 05:44:39	126534201880220000	noUser	google	1	1	0	0	1	0	0	positive	0	-0.0625	2	0.1416015625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD	2011-10-19 05:44:26	126534144170791000	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.1318626404	2	0.1548509607	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Samsung Galaxy Nexus, Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung	2011-10-19 05:44:11	126534083797987000	noUser	google	1	1	0	0	7	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
http://t.co/e5ClGzsI #google	2011-10-19 05:44:10	126534080627094000	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
The new Nexus looks good! UI feel a bit confusing but I guess Android users are ok with that! Now, try it :) #Google #android #nexusprime	2011-10-19 05:43:56	126534020367520000	noUser	google	7	3	1	3	6	1	-2	positive	1	-0.5859375	5	1.0355188269	2	positive	-2	1	1	0	1	0	0	2	0	positive
Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE	2011-10-19 05:43:38	126533948925952000	noUser	google	3	3	3	7	2	0	0	positive	2	-0.313079834	4	1.2304077148	1	positive	-2	0	0	0	0	0	0	0	0	positive
#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337	2011-10-19 05:43:37	126533944832311000	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.125	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Very nice trivia game by #Google. Helps you use their search better http://t.co/c5Tu3dZK #fb	2011-10-19 05:43:23	126533885109600000	noUser	google	3	3	3	7	2	0	0	positive	2	-0.313079834	4	1.2304077148	1	positive	-2	0	0	0	0	0	0	0	0	positive
Now it's time for some Ice Cream Sandwich! #Samsung launched it's latest Android Galaxy Nexus phone powered by #Google	2011-10-19 05:42:49	126533740628423000	noUser	google	4	2	1	1	8	0	0	neutral	0	-0.47265625	4	0.2365722656	0	neutral	-1	1	2	0	0	0	0	1	0	positive
in the theater .. there are are a good 300 ppl here. #guae #google #dubai http://t.co/OjykYcfo	2011-10-19 05:42:47	126533730671149000	noUser	google	3	2	1	3	7	0	0	neutral	1	-0.375	1	0.7083761115	0	neutral	-1	1	1	0	1	0	0	1	0	positive
#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva	2011-10-19 05:42:07	126533567311393000	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	1	0.015625	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU	2011-10-19 05:42:06	126533562781544000	noUser	google	4	2	1	1	3	0	0	positive	1	-0.1953125	2	0.0535082826	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin	2011-10-19 05:42:03	126533547803681000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:41:49	126533491495158000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia	2011-10-19 05:41:48	126533487590248000	noUser	google	2	1	0	0	2	0	0	neutral	1	-0.063079834	2	0.487571761	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia	2011-10-19 05:41:48	126533485837038000	noUser	google	2	1	0	0	2	0	0	neutral	1	-0.063079834	2	0.487571761	1	neutral	-1	0	0	0	0	0	0	0	0	neutral
Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...	2011-10-19 05:41:39	126533446293127000	noUser	google	4	2	1	1	6	2	-2	negative	1	-0.3984375	2	0.2832641602	2	neutral	-2	0	0	1	2	1	0	0	0	negative
#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google	2011-10-19 05:41:16	126533349727666000	noUser	google	3	3	3	6	5	0	0	positive	4	-0.78125	4	1.2380772833	0	positive	-2	2	2	0	2	0	0	1	0	positive
@Tita_Ramos #Google it =)	2011-10-19 05:40:56	126533268119110000	noUser	google	1	1	0	0	1	0	0	positive	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA	2011-10-19 05:40:32	126533166352699000	noUser	google	3	2	0	0	9	0	0	positive	0	-0.1875	2	0.1109619141	0	positive	-1	1	1	0	0	0	0	1	0	positive
Me too RT @MohamedG: Exciting day, It's Ice cream Sandwich day ;) #Google #Android	2011-10-19 05:39:28	126532897715929000	noUser	google	2	3	1	3	5	0	0	positive	1	-0.125	4	0.474609375	1	positive	-1	2	2	0	0	0	0	2	0	positive
#Google Says ICS Is Coming To The #Nexus S And â€œTheoreticallyâ€ Should Work With 2.3 Devices http://t.co/TY0HDQAm	2011-10-19 05:39:09	126532820507177000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.0781863558	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/pw4mfbSe #Google	2011-10-19 05:39:04	126532798994584000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.06640625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
Bitch please your vagina has been used more than #google .	2011-10-19 05:38:10	126532569259971000	noUser	google	2	2	1	1	2	1	-5	neutral	1	-0.40234375	2	0.25	1	neutral	-2	0	0	1	0	1	1	0	1	negative
#Google #IceCreamSandwich Debuts as IPhone Sets Record: Tech. http://t.co/TrENUYF4	2011-10-19 05:37:20	126532361587397000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	1	0.1875915527	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Youtube video views are still not updating properly. #google #youtube #fail	2011-10-19 05:36:44	126532210210783000	noUser	google	4	1	0	0	3	1	-2	negative	1	-1.0602397919	1	0.1875	1	negative	-2	0	0	0	0	0	0	0	0	negative
#Google search to have default encryption http://t.co/rwgKPbGu	2011-10-19 05:36:36	126532178082411000	noUser	google	3	1	0	0	2	0	0	neutral	0	-0.2260160446	0	0	0	neutral	-1	0	0	1	0	1	0	0	1	neutral
#google- http://t.co/Hkk3qMMe	2011-10-19 05:36:28	126532141302559000	noUser	google	1	1	0	0	0	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS	2011-10-19 05:36:23	126532121773883000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Samsung &amp; #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW	2011-10-19 05:36:09	126532064823620000	noUser	google	2	1	0	0	3	0	0	neutral	0	-0.21875	1	0.03125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google	2011-10-19 05:36:07	126532054136525000	noUser	google	2	1	1	2	2	0	0	neutral	1	-0.0625038147	2	0.0356636047	0	neutral	-1	0	1	1	1	0	0	0	0	neutral
@WEirDOsRunSHIT lol #google	2011-10-19 05:35:59	126532019999097000	noUser	google	1	2	1	3	0	0	0	neutral	0	-0.0625	0	0	0	neutral	-2	0	0	0	0	0	0	0	0	negative
@tando_m @nonimsi sorry to butt in but there is one :) I can't remember what it's called though. #Google	2011-10-19 05:35:28	126531893649875000	noUser	google	3	1	0	0	7	1	-1	neutral	0	-0.203125	2	0.2407226563	1	negative	-2	0	0	0	0	0	0	0	0	negative
#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva	2011-10-19 05:35:09	126531814071337000	noUser	google	2	1	0	0	6	0	0	neutral	0	-0.06640625	2	0.12890625	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished	2011-10-19 05:34:41	126531693522858000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.109375	0	neutral	-1	1	0	0	0	1	0	0	0	neutral
#SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google	2011-10-19 05:34:25	126531628087513000	noUser	google	2	1	1	2	2	0	0	neutral	1	-0.0625038147	2	0.0356636047	0	neutral	-1	0	1	1	1	0	0	0	0	neutral
On Google+ then go here http://t.co/SxmLkaRR #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:34:09	126531561691693000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#SEOTIPS To find out what web pages of your website are indexed by #Google simply Google --&gt; site:http://t.co/xlsu6iPa	2011-10-19 05:34:09	126531560194327000	noUser	google	5	1	0	0	2	0	0	neutral	0	-0.3807897568	2	0.283203125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip	2011-10-19 05:34:08	126531556255871000	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.01953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.	2011-10-19 05:34:07	126531552367751000	noUser	google	4	3	5	10	4	0	0	positive	5	-0.6586914063	7	1.6937255859	0	positive	-1	2	1	0	1	0	0	0	0	positive
#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva	2011-10-19 05:34:05	126531542733431000	noUser	google	1	1	0	0	5	0	0	neutral	0	-0.0625	3	0.05859375	0	positive	-1	2	3	0	3	0	0	3	1	neutral
Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia	2011-10-19 05:34:01	126531524945396000	noUser	google	3	1	1	2	5	0	0	neutral	1	-0.072265625	2	0.1118164007	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @NeowinFeed: Google shows off new Ice Cream Sandwich features #google #android http://t.co/LlJpGM2a #neowin	2011-10-19 05:34:00	126531522487534000	noUser	google	3	1	0	0	3	0	0	neutral	0	-0.4790039063	2	0.1109619141	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874	2011-10-19 05:33:06	126531297249202000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.01953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google To Begin #Encrypting Searches &amp; Outbound Clicks By Default With SSL Search - http://t.co/vc573Pte	2011-10-19 05:33:03	126531285475799000	noUser	google	4	1	0	0	2	0	0	neutral	0	-0.390625	0	0	0	neutral	-1	0	0	1	0	1	0	0	1	neutral
RT @GLaraLopez: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales	2011-10-19 05:33:02	126531278517449000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.01953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google	2011-10-19 05:32:39	126531180907602000	noUser	google	3	2	4	15	5	0	0	positive	3	-0.1015625	6	1.848815918	0	positive	-1	1	1	0	1	0	0	0	0	positive
The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/ktK62gVq #sm #socialmedia #redessociales	2011-10-19 05:32:34	126531161215345000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.01953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
I fancy an Ice Cream Sandwich #google #android. Wonder it will works on my HTC Desire?	2011-10-19 05:31:43	126530945976238000	noUser	google	4	1	1	1	4	0	0	positive	4	-0.234375	6	0.52734375	0	neutral	-1	2	2	0	0	0	0	1	0	neutral
#Google Me!!!!!!!!	2011-10-19 05:31:10	126530807891374000	noUser	google	1	2	0	0	1	0	0	positive	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#seo #serps Ballmer: 70% Of The Time, Google &amp; Bing Are The Same, So Try Bing! by @dannysullivan http://t.co/ZE9AiMYI #google #yahoo #bing	2011-10-19 05:31:07	126530795987939000	noUser	google	5	2	0	0	3	0	0	neutral	0	-0.69140625	2	0.1821289063	1	neutral	-1	0	1	0	0	0	0	0	0	positive
Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile	2011-10-19 05:31:00	126530766829130000	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.125	5	0.1181640625	0	neutral	-1	1	2	0	1	0	0	1	0	neutral
G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/3ze3feV4	2011-10-19 05:30:09	126530553477468000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.109375	0	neutral	-1	1	0	0	0	1	0	0	0	neutral
G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh	2011-10-19 05:30:08	126530551384506000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.109375	0	neutral	-1	1	0	0	0	1	0	0	0	neutral
The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales	2011-10-19 05:30:08	126530550394651000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	1	0.01953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av	2011-10-19 05:30:04	126530532640170000	noUser	google	1	1	1	1	5	0	0	neutral	2	-0.0625	2	0.138671875	0	neutral	-1	1	1	0	1	0	0	1	0	neutral
Google To Begin Encrypting Searches &amp; Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search	2011-10-19 05:29:53	126530487840813000	noUser	google	5	1	0	0	3	0	0	neutral	0	-0.453125	0	0	0	neutral	-1	0	0	1	0	1	0	0	1	neutral
Exciting day, It's Ice cream Sandwich day ;) #Google #Android	2011-10-19 05:28:42	126530189579649000	noUser	google	1	3	1	3	4	0	0	positive	1	-0.0625	4	0.474609375	0	positive	-1	2	2	0	0	0	0	2	0	positive
Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/mSWX6Eo6   #android #google #nexus #BigMAMA	2011-10-19 05:28:04	126530027939570000	noUser	google	3	2	0	0	9	0	0	positive	0	-0.1875	2	0.1109619141	0	positive	-1	1	1	0	0	0	0	1	0	positive
#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA	2011-10-19 05:27:34	126529904731881000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.1109619141	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
#GOOGLE me if u dnt understand me Æ Í¡Ì´Ì´.Ì®Æ Í¡Ì´Ì´Ì´	2011-10-19 05:27:17	126529833487446000	noUser	google	1	1	0	0	3	0	0	neutral	1	-0.0625	1	0.0859375	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@Bla1ze I was referring to #Google &amp; #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI	2011-10-19 05:27:02	126529770778411000	noUser	google	4	3	1	4	3	1	-2	positive	1	-0.6875	1	0.5	0	neutral	-2	0	0	1	0	1	0	0	0	positive
Is #Google #Flight Search a threat to the OTA and #travel #Meta #Search #market in India? Check- http://t.co/RuhglJMt #News	2011-10-19 05:25:56	126529492582797000	noUser	google	3	1	0	0	6	1	-2	neutral	0	-0.265625	3	0.1489174374	1	neutral	-3	0	0	1	0	0	1	0	0	negative
@attentionspan i don't think the link you posted suggests that #google+ traffic is in downward spiral, just corrected for novelty	2011-10-19 05:25:56	126529490737304000	noUser	google	7	1	0	0	4	0	0	neutral	1	-1.1015281677	2	0.1800537109	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
So, @Gizmodo @TechCrunch -- answer the question we really want to know -- ICS + Nexus vs. iPhone 4S? #Google #Apple	2011-10-19 05:25:51	126529470814364000	noUser	google	3	1	1	1	3	0	0	neutral	1	-0.4460449219	3	0.6649780273	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#ThatsDisrespectful Like using #Google to search for #Bing	2011-10-19 05:25:50	126529468981453000	noUser	google	1	2	1	2	2	0	0	neutral	1	-0.0625	1	0.1801757813	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Googleâ€¦ http://t.co/nds5B4ej #BT	2011-10-19 05:25:35	126529403067970000	noUser	google	1	2	0	0	7	0	0	neutral	0	-0.25	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	positive
Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics	2011-10-19 05:24:52	126529224642281000	noUser	google	1	2	1	4	3	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo	2011-10-19 05:24:25	126529111819682000	noUser	google	3	1	1	2	2	0	0	neutral	2	-0.4994535446	3	0.5826176987	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Android Ice Cream Sandwich is out! #android #Google	2011-10-19 05:24:22	126529099018674000	noUser	google	2	2	0	0	4	0	0	neutral	0	-0.0648841858	1	0.03515625	0	neutral	-1	1	1	0	0	0	0	1	0	positive
Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know - http://t.co/MSqsVMDK #google	2011-10-19 05:24:03	126529019284947000	noUser	google	2	1	0	0	5	0	0	neutral	0	-0.146484375	2	0.116027832	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus	2011-10-19 05:23:54	126528982807089000	noUser	google	3	3	1	3	3	1	-1	positive	2	-0.28125	3	0.69140625	1	positive	-1	1	0	0	1	0	0	0	0	positive
Simply Amazing! http://t.co/9qmG3irA #Google #Samsung #Galaxy #Nexus #Prime #Android4 #IceCreamSandwich	2011-10-19 05:23:53	126528978239496000	noUser	google	2	4	1	4	2	0	0	positive	1	-0.0648193359	2	0.71875	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich &amp; it sure looks good! http://t.co/sNL38EM1	2011-10-19 05:23:12	126528804192653000	noUser	google	2	3	1	3	6	1	-1	positive	2	-0.0703125	5	1.4841710333	0	positive	-1	3	3	0	2	0	0	3	1	positive
New #Google #Nexus -&gt; http://t.co/qR1eijhw	2011-10-19 05:23:03	126528767228248000	noUser	google	1	1	0	0	1	0	0	neutral	0	-0.0625	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
#Google Docs #Updates Presentations With Real-Time #Collaboration, New Themes, Transitions and More [Updates] http://t.co/JWSPetbd	2011-10-19 05:22:12	126528551766868000	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	1	0.0758056641	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools	2011-10-19 05:21:47	126528448050119000	noUser	google	2	1	0	0	0	0	0	neutral	0	-0.125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Playing around with Google+ #google	2011-10-19 05:21:22	126528342613701000	noUser	google	2	2	0	0	1	0	0	neutral	0	-0.125	1	0.0161132813	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @LocalJoost: #ICS&quot; putting people at the heart&quot;? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are not patented ;)	2011-10-19 05:21:16	126528318542590000	noUser	google	6	3	0	0	6	0	0	neutral	1	-0.9721097946	4	0.8994636545	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Extra care. &quot;@TheGoogleGeek: Google Encrypted Search for Logged-in Users http://t.co/jgwIs30e #google&quot;	2011-10-19 05:21:16	126528316978102000	noUser	google	1	2	1	2	1	0	0	neutral	1	-0.0625	2	0.240234375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Google #Docs presentations get real-time collaboration, transition effects and more: Googleâ€¦ http://t.co/COSF8WUS	2011-10-19 05:21:13	126528307004051000	noUser	google	2	1	0	0	4	0	0	neutral	0	-0.1875	1	0.0137367258	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/QcDddYrn	2011-10-19 05:21:09	126528290352660000	noUser	google	1	3	1	3	2	0	0	neutral	4	-0.0625	8	0.9731445313	0	neutral	-1	1	1	1	2	3	1	1	0	positive
Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/iUi7JtCM	2011-10-19 05:21:09	126528288729473000	noUser	google	1	3	1	3	2	0	0	neutral	4	-0.0625	8	0.9731445313	0	neutral	-1	1	1	1	2	3	1	1	0	positive
On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork	2011-10-19 05:21:09	126528287831892000	noUser	google	2	1	0	0	1	0	0	neutral	0	-0.125	3	0.0554199796	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ	2011-10-19 05:21:09	126528286871396000	noUser	google	1	3	1	3	2	0	0	neutral	4	-0.0625	8	0.9731445313	0	neutral	-1	1	1	1	2	3	1	1	0	positive
#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF	2011-10-19 05:21:03	126528264117293000	noUser	google	1	2	0	0	2	0	0	positive	1	-0.0625	4	0.3790283203	0	positive	-1	1	1	0	1	0	0	1	1	positive
Your face unlocks the phone, as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone	2011-10-19 05:20:59	126528248329941000	noUser	google	7	2	0	0	4	0	0	neutral	2	-0.3704872131	1	0.0659179336	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/ExcNswwx	2011-10-19 05:20:38	126528157573579000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/HZdfN3oS	2011-10-19 05:20:19	126528078057964000	noUser	google	1	1	0	0	3	0	0	neutral	0	-0.0625	2	0.0914306641	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
#Android: This Is the #Samsung Galaxy Nexus, #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk	2011-10-19 05:19:36	126527897065374000	noUser	google	1	1	0	0	4	0	0	neutral	0	-0.0625	2	0.0914306641	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/3SvjOtjT	2011-10-19 05:19:03	126527760662413000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/8DjJHFGu	2011-10-19 05:19:02	126527757151777000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin	2011-10-19 05:19:02	126527756036092000	noUser	google	1	1	0	0	6	0	0	neutral	0	-0.0625	1	0.03515625	0	neutral	-1	1	2	0	0	0	0	1	0	neutral
#LOL #google http://t.co/aeJ1Vrgj	2011-10-19 05:18:59	126527743528673000	noUser	google	1	2	1	3	0	0	0	neutral	0	-0.0625	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	positive
#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva	2011-10-19 05:18:07	126527523529044000	noUser	google	3	1	0	0	3	1	-2	neutral	0	-0.2406644821	0	0	0	neutral	-1	0	0	0	1	0	0	0	0	neutral
#Google has made search more #secure, this change #encrypts your search queries and Google's result pages.  Read more: http://t.co/Rnnjwo6r	2011-10-19 05:17:04	126527262190346000	noUser	google	2	2	1	2	4	0	0	neutral	1	-0.125	5	0.2374312878	0	neutral	-1	0	1	1	0	0	0	0	0	positive
Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.	2011-10-19 05:16:41	126527166195315000	noUser	google	3	2	1	2	5	0	0	negative	2	-0.1875	4	0.6546630859	1	neutral	-1	0	1	0	0	0	0	0	0	positive
Android 4.0 OS Ice Cream Sandwich and the Galaxy Nexus is out.seems that smartphones are named by hungry developers  #Google+	2011-10-19 05:16:31	126527122218041000	noUser	google	4	2	0	0	7	0	0	neutral	0	-0.5078125	1	0.03515625	1	negative	-2	1	2	0	0	0	0	1	0	negative
