content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
zomg!!! I have a G2!!!!!!!	0	positive	0	0	0	0	0	0	-0.27599999999999997	4.856999999999999	0	0.0	0	-0.21820354461669922	neutral	0	0	0	-1	-0.764	positive	0	0	4.707000000000001	0	0	2
Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl	1	positive	2	0	0	2	1	4	-2.325	3.9970000000000003	0	0.899146556854248	1	-0.11328125	neutral	0	0	2	-1	-1.19	positive	0	0	4.351000000000001	0	1	2
just got a free G2 android at google i/o!!!	0	positive	2	0	0	1	0	1	-0.371	2.7119999999999997	0	0.21237897872924805	0	-0.125	positive	0	0	0	-1	-0.422	positive	0	0	2.6350000000000002	0	0	2
Guess I'll be retiring my G1 and start using my developer G2 woot #googleio	1	neutral	0	0	0	0	1	0	-3.246	3.005	0	1.220703125E-4	0	-0.5156214237213135	neutral	0	0	0	-1	-2.9739999999999998	positive	0	0	3.9030000000000005	0	0	1
At GWT fireside chat @googleio	0	neutral	0	0	0	0	0	0	-0.11	0.325	0	0.03125	0	0.0	neutral	0	0	0	-1	-0.182	neutral	0	0	5.161	0	0	1
I am happy for Philip being at GoogleIO today	0	positive	1	0	0	1	1	3	-0.45699999999999996	1.508	0	0.53125	1	-0.0625	positive	0	0	1	-1	-1.4809999999999999	positive	0	0	1.3800000000000001	1	0	2
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???	0	positive	1	0	0	1	1	3	-3.596	4.443	0	0.06640625	0	-0.1435546875	positive	0	1	0	-1	-0.8099999999999999	positive	0	0	3.527	0	0	4
Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8	0	positive	2	0	0	1	0	3	-2.194	5.026	0	0.09765625	0	-0.18695354461669922	neutral	0	0	0	-1	-0.828	neutral	0	0	2.9930000000000003	1	0	3
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK	0	negative	1	1	1	1	0	3	-2.9179999999999997	5.318	-3	0.2437744140625	0	-0.21875	neutral	0	1	0	-2	-0.9	positive	0	0	3.7359999999999998	0	0	2
Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz	0	positive	0	0	0	0	0	0	-2.969	4.682	0	0.3302764892578125	0	-0.0625	neutral	1	1	1	-1	-1.625	neutral	0	0	1.883	0	1	2
VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!	0	negative	0	1	2	0	0	0	-4.361	3.698999999999999	-2	0.13462211375008337	0	-0.4952392578125	negative	0	0	0	-2	-7.527000000000001	negative	0	0	3.7390000000000003	1	0	2
watching Night at The Museum . Lmao	0	positive	0	0	0	0	0	4	-1.192	2.3369999999999997	0	0.0	0	-0.0029296875	neutral	0	0	0	-1	-0.182	positive	0	0	3.108	0	0	3
i loved night at the museum!!!	0	positive	0	0	0	1	0	3	-0.172	3.3239999999999994	0	0.5	0	-0.0341796875	neutral	0	0	0	-1	-0.6	positive	0	0	4.102	0	0	4
going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin	0	neutral	0	0	0	0	0	0	-0.396	4.1240000000000006	0	0.16619932651519775	0	-0.2529296875	positive	0	1	0	-1	-1.4809999999999997	neutral	1	0	5.9430000000000005	0	0	1
just got back from the movies.  went to see the new night at the museum with rachel.  it was good	1	positive	3	0	0	1	1	3	-0.514	4.444	0	1.130678951740265	1	-0.0029296875	positive	0	0	1	-1	-1.3050000000000002	positive	0	0	6.373999999999999	1	0	2
Just saw the new Night at the Museum movie...it was...okay...lol 7\10	0	neutral	1	0	0	0	0	0	0.0	2.1959999999999997	0	0.2484130859375	0	-0.0029296875	neutral	0	0	0	-1	-0.182	neutral	0	0	3.654	0	0	1
Going to see night at the museum 2 with tall boy	0	neutral	0	0	0	0	0	0	-0.176	2.4139999999999997	0	0.09527647495269775	0	-0.1904296875	neutral	0	1	0	-1	-0.649	neutral	1	0	4.319	0	0	1
@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good	1	positive	2	0	0	1	1	3	-1.1759999999999997	4.8260000000000005	0	0.8861730713378506	1	-0.098388671875	neutral	0	0	1	-1	-1.5139999999999998	positive	0	0	4.111999999999999	1	0	2
no watching The Night At The Museum. Getting Really Good	1	positive	1	0	0	1	1	3	-0.9169999999999999	2.768	-1	1.0990011114627123	1	-0.1513671875	neutral	0	0	1	-1	-1.664	positive	0	0	4.032	1	0	3
Night at the Museum, Wolverine and junk food - perfect monday!	0	positive	1	1	1	1	1	3	0.0	4.049	0	0.2109375	2	-0.0341796875	positive	0	1	2	-1	-0.505	positive	0	0	6.769	2	0	2
saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!	0	positive	4	1	1	4	1	7	-1.2660000000000002	6.749999999999998	-2	1.1889561433792115	1	-0.423828125	positive	1	1	2	-1	-2.453	positive	0	1	7.672	1	1	3
I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.	0	neutral	1	0	1	0	0	0	-2.4	4.867	-1	0.59375	0	-0.1591796875	neutral	0	1	0	-1	-1.331	neutral	0	1	5.61	0	0	1
Taking Katie to see Night at the Museum.  (she picked it)	0	neutral	0	0	0	0	0	0	-0.624	2.029	0	0.31402647495269775	0	-0.0029296875	neutral	0	0	0	-1	-0.782	neutral	0	0	2.694	0	0	1
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL	0	positive	3	0	0	3	1	7	-1.948	3.5669999999999997	0	1.2708666343688964	1	-0.0029296875	neutral	0	0	1	-1	-1.215	negative	0	0	4.751999999999999	1	0	3
GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv	0	neutral	0	0	0	0	0	0	-4.031000000000001	2.762	0	0.1875	0	-0.5	neutral	0	0	0	-1	-2.048	neutral	0	0	0.937	0	0	1
It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable	0	negative	2	2	2	1	1	2	-6.048	1.351	0	0.219418523600325	0	-0.7986049804687501	neutral	1	1	0	-2	-4.7090000000000005	negative	0	0	2.4160000000000004	0	0	1
Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.	0	positive	1	1	0	1	0	2	-8.092	2.438	0	0.885345458984375	0	-0.4375	neutral	1	1	1	-1	-4.146	negative	0	0	0.657	0	1	2
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha	0	positive	3	1	0	1	0	6	-2.593	3.0269999999999997	0	0.3634033203125	0	-0.0703125	neutral	0	1	1	-1	-4.313	negative	0	0	0.63	0	0	2
Time Warner cable is down again 3rd time since Memorial Day bummer!	1	positive	0	0	1	0	2	0	-3.62	1.119	-2	0.3068556934595108	0	-0.3125	negative	0	1	0	-1	-4.854	negative	1	1	1.3219999999999998	0	0	2
I would rather pay reasonable yearly taxes for free fast internet, than get gouged by Time Warner for a slow connection.	0	neutral	2	1	1	3	2	1	-7.362	2.474	-1	0.5601458558667218	1	-0.567138671875	neutral	0	0	1	-1	-4.534000000000001	negative	0	0	1.314	1	0	1
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner	0	negative	1	2	1	0	1	0	-6.315	1.1550000000000002	-6	0.181640625	0	-0.5625	negative	1	1	0	-4	-9.494	negative	1	1	1.7950000000000002	0	1	2
F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!	1	negative	0	3	2	0	1	0	-7.908	4.890999999999999	-11	0.021796226501464844	0	-0.7182035446166992	negative	0	2	0	-2	-9.869000000000002	negative	1	1	4.387	0	0	2
time warner has the worse customer service ever. I will never use them again	0	negative	1	1	1	0	1	0	-5.887	0.681	-3	0.09050756835937501	0	-0.46875	negative	1	1	1	-3	-3.7680000000000002	negative	0	0	0.27199999999999996	0	1	1
Time warner is the devil. Worst possible time for the Internet to go out.	0	negative	0	2	2	0	3	0	-3.4440000000000004	0.969	-3	0.41918951088155154	0	-0.33616543579101565	negative	1	1	0	-3	-3.8909999999999996	negative	1	1	0.583	0	1	1
Fuck no internet damn time warner!	0	negative	0	2	1	0	1	0	-3.045	0.587	-9	0.006103515625	0	-0.3984375	negative	0	1	0	-3	-4.218	negative	1	1	0.296	0	0	2
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.	0	negative	1	1	1	1	3	1	-6.226	0.99	-3	1.0562785502843326	0	-1.3256492614746094	neutral	0	0	0	-3	-7.045000000000001	negative	0	0	2.819	0	1	2
I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.	0	negative	3	1	2	2	2	4	-14.273	2.114	-3	0.5425734519958496	0	-0.660247802734375	negative	1	2	0	-4	-11.12	negative	2	1	2.085	0	2	2
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)	1	positive	2	1	2	2	3	4	-3.412	2.499	-2	1.6051046270877123	3	-0.68359375	neutral	0	1	3	-2	-4.021	negative	0	0	5.285	2	0	3
Time Warner's HD line up is crap.	0	negative	0	1	0	0	1	0	-1.923	0.138	-3	0.05981445683937636	0	-0.15625	neutral	0	1	0	-3	-2.077	negative	1	0	1.0419999999999998	0	0	1
is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!	2	negative	0	2	2	0	1	0	-5.022	0.839	-7	0.08697509765625	0	-0.4111328125	negative	1	1	0	-3	-8.287	negative	0	1	1.894	0	1	2
Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)	1	neutral	0	0	0	0	1	0	-1.5570000000000002	1.849	0	0.037353515625	0	-0.03076171875	neutral	0	0	0	-1	-1.576	neutral	0	0	1.315	0	0	1
Time Warner Cable slogan: Where calling it a day at 2pm Happens.	1	neutral	0	0	0	0	1	0	-2.245	2.1149999999999998	0	0.069580078125	0	-0.0625	neutral	0	0	0	-1	-2.37	negative	0	0	2.5290000000000004	0	0	1
Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3	0	neutral	0	0	0	0	0	0	-1.214	1.258	0	0.0625	0	-0.25	neutral	0	0	1	-1	-0.804	neutral	0	0	0.726	0	0	1
Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n	0	neutral	0	0	0	0	0	1	-6.154999999999999	2.0640000000000005	0	0.11163330078125	0	-0.12445354461669922	neutral	0	0	2	-1	-1.6410000000000002	neutral	0	0	1.505	1	0	1
myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba	2	neutral	1	0	0	0	0	0	-2.325	1.27	0	0.6043691616505384	0	-0.0625	neutral	0	0	0	-1	-2.7300000000000004	neutral	0	0	4.72	1	0	1
Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv	0	neutral	0	0	0	0	1	0	-1.262	1.45	0	0.14013671875	0	0.0	neutral	0	0	1	-1	-0.976	neutral	0	0	1.786	0	0	1
http://xi.gs/04FO GM CEO: China will continue to be key partner	0	neutral	1	0	0	0	1	0	-1.064	0.9770000000000001	0	0.06653213500976562	0	0.0	neutral	0	0	2	-1	-0.634	neutral	0	0	0.623	1	0	1
RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu	0	neutral	0	0	0	0	1	0	-1.484	0.966	0	0.275634765625	0	-0.06640625	neutral	0	0	0	-1	-1.4420000000000002	neutral	0	0	0.814	0	0	1
Recovering from surgery..wishing @julesrenner was here :(	0	neutral	0	0	0	0	0	0	-0.319	0.053	0	0.25	0	0.0	negative	0	0	0	-1	-0.359	negative	0	0	0.47400000000000003	0	0	1
My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!	0	negative	1	2	1	0	2	2	-5.420999999999999	3.247	-5	0.4173011788952863	0	-0.9790048599243164	neutral	1	1	1	-4	-10.751999999999999	positive	1	1	3.212	1	2	2
Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?	0	positive	3	0	1	3	1	5	-3.2449999999999997	1.8760000000000001	-1	1.423915686283328	0	-0.21824169158935547	neutral	0	0	0	-1	-5.636	neutral	0	0	4.372	0	0	2
THE DENTIST LIED!  U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!	0	negative	1	4	2	0	0	0	-8.855	4.418	-10	0.18113231658747964	0	-1.189422607421875	negative	2	3	0	-4	-11.818	negative	1	2	2.058	0	2	2
@kirstiealley my dentist is great but she's expensive...=(	0	positive	1	1	1	1	0	3	-1.8940000000000001	2.028	0	0.56640625	0	0.0	neutral	0	0	0	-1	-4.138000000000001	negative	0	0	2.727	0	0	3
@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml	0	neutral	0	0	0	0	0	0	-0.374	0.851	0	0.09375	0	0.0	neutral	0	1	0	-1	-1.824	neutral	0	0	0.289	0	0	1
is studing math ;) tomorrow exam and dentist :)	0	neutral	0	0	0	0	1	0	0.0	0.02	0	0.0	0	-0.03125	neutral	0	0	0	-1	-4.981	positive	0	0	2.241	0	0	1
my dentist was wrong... WRONG	0	negative	0	2	2	0	0	0	-1.748	0.0	-4	0.0	0	-0.9796142578125	negative	0	2	0	-2	-4.056	negative	0	0	0.593	0	0	1
Going to the dentist later.:|	0	neutral	0	0	0	0	0	0	-0.44499999999999995	1.234	0	0.0	0	-0.1875	neutral	0	0	0	-1	-1.8780000000000001	negative	0	0	0.644	0	0	1
Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?	3	negative	2	1	1	2	3	6	-6.448999999999998	3.596	-3	1.5136761088069761	3	-0.671875	negative	1	1	3	-4	-8.471	negative	1	1	3.4329999999999994	3	1	2
NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx	0	positive	1	0	0	1	0	3	-1.6139999999999999	1.039	0	0.0079345703125	0	0.0	neutral	0	0	0	-1	-1.532	neutral	0	0	1.5410000000000001	0	0	3
just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR	0	positive	1	0	0	0	0	0	-0.569	0.5339999999999999	0	0.180755615234375	0	0.0	neutral	0	0	2	-1	-1.0899999999999999	neutral	0	0	0.673	0	0	2
Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.	1	positive	1	0	0	1	1	3	-2.1550000000000002	1.0939999999999999	0	0.13575434684753418	1	-0.004886627197265625	neutral	0	0	1	-1	-0.588	neutral	0	0	1.397	0	1	3
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796	0	neutral	0	0	0	0	0	0	-0.483	0.578	0	0.0625	0	-0.125	neutral	0	0	0	-1	-1.1179999999999999	neutral	0	0	0.373	0	0	1
waiting in line at safeway.	0	positive	0	0	0	0	0	0	-0.579	0.049	0	0.12500000371437636	0	0.0	neutral	0	0	0	-1	-0.45599999999999996	neutral	0	0	1.1869999999999998	0	0	2
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?	0	positive	0	0	1	0	0	0	-3.1319999999999997	1.2150000000000003	-2	0.31005859375	0	-0.0863637924194336	negative	0	0	0	-1	-4.764999999999999	negative	0	0	4.622999999999999	0	0	2
Did not realize there is a gym above Safeway!	0	positive	1	0	0	0	0	0	-1.8330000000000002	0.783	0	0.06640625	0	-0.6875	neutral	0	0	0	-1	-1.377	neutral	0	0	1.744	0	0	3
@XPhile1908 I have three words for you: Safeway dot com	0	positive	0	0	0	0	0	0	-0.742	7.041000000000001	0	0.0	0	-0.2767972946166992	neutral	0	1	0	-1	-0.781	neutral	0	1	1.471	0	0	2
Safeway is very rock n roll tonight	0	positive	0	0	0	0	0	0	-0.01	1.713	0	0.24169921875	0	-0.003883302299072966	neutral	0	0	1	-1	-0.336	positive	0	0	2.4949999999999997	0	0	3
Bout to hit safeway I gotta eat	0	positive	0	0	0	0	0	0	-1.5589999999999997	0.087	0	0.125	0	-0.39843766391277313	neutral	0	2	1	-1	-1.04	neutral	0	2	1.003	0	0	2
Jake's going to safeway!	0	positive	0	0	0	0	0	0	-0.092	0.636	0	0.0	0	-0.1875	neutral	0	0	0	-1	-0.199	neutral	0	0	1.8459999999999999	0	0	3
Found a safeway. Picking up a few staples.	0	positive	0	0	0	0	0	0	-0.33599999999999997	0.604	0	0.0537109375	1	-0.125	neutral	0	0	1	-1	-0.265	neutral	0	0	1.9540000000000002	1	0	2
Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w	0	positive	0	0	0	0	1	0	-0.42100000000000004	0.8820000000000001	0	0.0048828125	0	0.0	neutral	0	0	0	-1	-0.343	neutral	0	0	0.814	0	0	3
The safeway bathroom still smells like ass!	0	positive	1	1	0	1	0	2	-1.282	0.577	-4	0.18017578125	0	-0.04058647155761719	neutral	0	1	0	-1	-1.577	negative	0	0	1.773	0	0	2
At safeway on elkhorn, they move like they're dead!	0	positive	1	1	1	1	0	2	-2.116	0.545	-3	0.2625359296798706	0	0.0	neutral	0	0	0	-1	-2.181	negative	0	0	1.303	0	0	2
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O	1	neutral	2	0	0	0	1	0	-1.9849999999999999	2.478	0	0.013736725770286284	1	-0.110107421875	neutral	1	1	1	-1	-0.7999999999999999	neutral	1	0	1.696	1	1	1
Is Eating and Watching Movies....	0	neutral	0	0	0	0	0	0	0.0	1.551	0	0.0	0	0.0	neutral	0	0	0	-1	-0.115	neutral	0	0	1.799	0	0	1
eating sashimi	0	neutral	0	0	0	0	0	0	0.0	0.996	0	0.0	0	-0.125	neutral	0	0	0	-1	0.0	neutral	0	0	0.342	0	0	1
is eating  home made yema	0	neutral	0	0	0	0	0	0	0.0	0.8320000000000001	0	0.12890625	0	0.0	neutral	0	0	0	-1	-0.49	neutral	0	0	1.214	0	0	1
eating cake	0	neutral	0	0	0	0	0	0	0.0	0.976	0	0.0	0	-0.015625	neutral	0	0	0	-1	0.0	neutral	0	0	1.343	0	0	1
i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.	0	positive	2	0	0	1	0	8	-5.964999999999999	4.3839999999999995	0	0.352294921875	1	-0.874267578125	neutral	0	0	1	-1	-3.762	positive	0	0	3.171	0	0	3
Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic	0	positive	0	0	0	0	0	0	-1.4300000000000002	1.7950000000000002	0	0.015625	1	-0.35400390625	positive	0	1	1	-1	-0.9290000000000002	negative	0	0	3.816	1	0	2
iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc	0	neutral	1	0	0	0	0	0	-3.053	2.127	0	0.11529922577028628	0	0.0	neutral	0	0	1	-1	-1.7239999999999998	neutral	0	0	2.341	0	0	1
is lovin his Nike  already and that's only from running on the spot in his bedroom	0	positive	0	0	1	0	0	0	-1.385	1.8139999999999998	0	0.4490203857421875	0	-0.0078125	neutral	0	0	0	-1	-1.78	positive	0	0	3.211	0	0	3
Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp	0	positive	0	0	0	0	0	1	0.0	2.133	0	0.0	0	0.0	neutral	0	0	0	-1	0.0	neutral	0	0	0.809	0	0	2
@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.	1	positive	0	1	1	1	1	0	-1.5819999999999999	4.281	-2	0.37463381890938807	1	-0.03125	positive	1	1	1	-1	-1.5130000000000001	positive	2	0	3.0089999999999995	1	1	2
RT @jquery: The Ultimate jQuery List - http://jquerylist.com/	0	neutral	1	0	0	0	1	0	-0.026	2.7849999999999997	0	0.0	0	-0.03125	neutral	1	0	0	-1	0.0	neutral	0	0	0.998	0	0	1
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb	0	neutral	2	0	0	0	0	2	-1.203	3.005	0	0.188232421875	0	-0.18732261657714844	neutral	0	0	0	-1	-3.1420000000000003	neutral	0	0	2.5999999999999996	0	0	1
@anna_debenham what was the php jquery hack?	0	negative	0	1	0	0	0	0	-1.787	0.782	0	0.0	0	-4.8828125E-4	neutral	0	0	0	-2	-0.512	neutral	0	0	0.141	0	0	1
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/	0	negative	0	1	1	0	0	0	-1.613	0.454	-3	0.0	0	-0.27880859375	neutral	0	1	0	-3	-0.202	neutral	1	1	0.605	0	0	1
Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5	0	neutral	0	0	0	0	0	0	0.0	1.423	0	0.0625	0	0.0	neutral	0	0	0	-1	-0.874	neutral	0	0	3.955	0	0	1
@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.	0	positive	1	0	0	1	0	3	-1.4829999999999999	4.343	0	0.19983196350221988	0	-0.177484806652501	neutral	0	1	0	-1	-1.095	positive	0	1	3.175	0	0	2
RT @blknprecious1: RT GREAT @dbroos Someone's sitting in the shade today because someone planted a tree a long time ago.- Warren Buffet	1	positive	1	0	1	1	3	3	-2.284	4.203	0	0.213134765625	1	-0.194976806640625	positive	0	1	1	-1	-2.6420000000000003	positive	1	2	5.823000000000001	1	0	3
Warren Buffet on the economy http://ping.fm/Lau0p	0	neutral	0	0	0	0	0	0	-0.845	0.2	0	0.09375	0	-0.03125	neutral	0	1	0	-1	-0.8059999999999999	neutral	0	1	1.2	1	0	1
Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune	1	neutral	1	0	0	2	2	2	-3.138	2.612	0	0.30080539733171463	1	-1.0625	neutral	0	1	4	-1	-2.8400000000000003	positive	0	1	5.106	2	0	1
According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*	1	positive	2	0	0	1	1	2	-5.3500000000000005	4.446	0	0.7643699645996094	2	-0.18695354461669922	neutral	1	1	3	-1	-2.05	positive	1	2	3.1309999999999993	3	1	2
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA	0	positive	4	0	0	3	2	2	-2.1300000000000003	4.444	0	0.6747430562397767	1	-2.47955322265625E-4	neutral	0	0	5	-1	-0.749	neutral	1	1	3.998	3	0	2
@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2	0	positive	3	0	0	2	0	5	-1.978	3.5839999999999996	0	0.5447998046875	0	-0.031982421875	positive	0	0	2	-1	-3.6750000000000003	positive	0	0	4.1160000000000005	1	0	4
RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...	0	positive	2	0	0	3	2	3	-2.9050000000000002	3.1109999999999998	0	0.37427854629640933	0	-3.814697265625E-6	neutral	0	0	2	-1	-2.269	neutral	0	0	3.3249999999999997	1	0	3
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.	0	negative	2	1	1	2	2	2	-8.364000000000003	1.649	-3	0.6860352140065515	0	-1.625	negative	1	1	1	-4	-7.181000000000001	negative	1	1	2.3080000000000003	0	1	2
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!	2	negative	0	1	1	0	1	0	-8.293000000000001	4.281999999999999	-4	0.025634765625	0	-0.78515625	negative	0	0	1	-4	-9.639	negative	0	0	2.339	0	0	2
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)	0	positive	1	0	0	1	1	3	-2.356	1.705	0	0.963134765625	0	0.0	neutral	0	0	0	-1	-3.0789999999999997	negative	0	0	1.6430000000000002	0	0	2
OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.	0	positive	0	0	0	0	2	0	-3.701	2.3759999999999994	0	0.137939453125	0	-0.16015625	negative	0	0	0	-1	-9.476000000000003	negative	0	0	3.7350000000000003	0	0	2
wth..i have never seen a line this loooong at time warner before, ugh.	0	negative	0	1	1	0	1	0	-3.3970000000000002	0.274	0	0.006103519339376362	0	-0.5619535446166992	negative	0	0	0	-3	-3.88	negative	0	0	1.802	0	0	2
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon	0	positive	1	1	2	1	3	1	-1.384	2.045	0	0.6009521484375	1	-0.15625	neutral	0	0	1	-2	-1.46	negative	0	0	4.314000000000001	1	0	3
Man accosts Roger Federer during French Open http://ff.im/3HCPT	0	neutral	1	0	0	0	0	0	-0.091	1.6749999999999998	0	9.765625E-4	0	-1.086701377062127E-5	neutral	0	0	0	-1	-0.728	neutral	0	0	3.685	0	0	1
Naive Bayes using EM for Text Classification. Really Frustrating...	0	negative	0	2	2	0	0	0	-3.457	1.465	-4	0.734375	0	0.0	neutral	0	1	0	-4	-2.527	negative	0	0	0.086	0	0	1
We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.	0	neutral	3	0	0	0	1	1	-2.831	1.6199999999999999	0	1.224609488650458	0	-0.31396484375	neutral	0	0	1	-1	-3.9829999999999997	positive	0	0	3.516	0	0	1
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme	1	neutral	1	1	1	0	2	0	-4.743	2.246	-2	0.46875	0	-0.1581878662109375	neutral	1	1	1	-1	-9.312999999999999	neutral	1	1	2.4090000000000003	1	1	1
I'm going to bed. It was a successful weekend. Stanford, here I come.	0	positive	1	0	0	1	1	3	-1.631	1.258	0	0.6255559921264648	1	-0.3125	positive	0	0	1	-1	-1.822	neutral	0	0	2.5650000000000004	1	0	3
@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags	0	negative	0	1	0	0	1	0	-5.951999999999999	3.3	0	0.439453125	0	-0.9571518925940836	neutral	0	1	1	-3	-9.471999999999998	negative	0	0	1.068	2	0	1
Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.	0	neutral	1	0	1	0	0	1	-4.2669999999999995	2.5650000000000004	-1	0.2352294921875	0	-0.24991464894173987	neutral	0	0	2	-1	-4.671999999999999	negative	0	0	1.822	2	0	1
#at&amp;t is complete fail.	0	negative	0	1	1	0	0	0	-0.189	0.138	-2	0.179931640625	0	-0.3321533203125	negative	0	0	0	-3	-1.434	negative	0	0	0.158	0	0	1
@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU	0	positive	0	0	0	1	0	0	-1.416	1.352	0	0.016673662001267076	0	-0.12496566772460938	neutral	0	0	0	-1	-3.035	negative	0	0	0.7110000000000001	0	0	2
@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal	0	negative	1	1	0	0	0	1	-3.676	0.245	-3	0.41015625	0	-0.50146484375	neutral	0	1	0	-2	-6.193	negative	0	0	0.5070000000000001	0	0	1
I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)	1	neutral	1	0	1	0	1	0	-5.914	5.631	-1	0.2660517982503823	1	-0.11197269537092325	neutral	0	1	2	-1	-2.424	negative	0	1	2.393	1	0	1
